species	FAME000121_S41	FAME000114_S47	FAME000129_S59	FAME000122_S40	FAME000109_S52	FAME000120_S42	FAME000117_S45	FAME000106_S55	FAME000119_S43	FAME000126_S62	FAME000125_S63	FAME000132_S66	FAME000108_S53	FAME000107_S54	FAME000127_S61	FAME000118_S44	FAME000112_S49	FAME000113_S48	FAME000123_S39	FAME000104_S65	FAME000110_S51	FAME000115_S64	FAME000111_S50	FAME000128_S60	FAME000130_S58	FAME000124_S38	FAME000131_S57	FAME000105_S56	FAME000116_S46
uncultured Mediterranean phage	0.015287013681877246		0.00897666068222621	0.018397571520559285		0.04592774035517452	0.05731206418951189	0.06353912951392565	0.023046784973496198	0.027842028613038635	0.013725893898840161	0.006776904310111141	0.011092623405435386	0.009424182452172273	0.01836210062431142	0.5993340732519423	0.02097095522701059	0.0321853878339234	0.47229392058871983	0.021606438718738186	0.023582124749439926	0.028470561439471586	0.010280662074637606	0.0019822784308283943	0.004986453468078387	0.009753242953281966	0.003848966552480659	0.01983143282102132	0.023516961608560174
uncultured marine virus	0.007643506840938623		0.002992220227408737				0.009552010698251982				0.006862946949420081							0.00804634695848085		0.01620482903905364		0.011388224575788634					0.0019244832762403295		
uncultured virus	0.007643506840938623	0.012801638609742047	0.005984440454817474	0.018397571520559285	0.010332713370531101	0.04592774035517452	0.019104021396503964	0.06353912951392567	0.015364523315664132	0.01713355606956224	0.08921831034246105	0.020330712930333422			0.006120700208103807		0.010485477613505295	0.02413904087544255	0.01098357954857488	0.14584346135148274	0.023582124749439926	0.06263523516683749		0.005946835292485183	0.003324302312052258		0.0019244832762403295		0.029396202010700218
Cronobacter virus ESSI2		0.14721884401203353	0.2722920406941951		1.5602397189501962		0.3534243958353233	6.872815842422959	0.30729046631328266	1.0601387818041634	0.1509848328872418		2.473655019412091	0.49476957873904437	0.731423674868405	0.2811690714021458	0.12582573136206354	0.040231734792404245		0.05941770647653001	0.9904492394764769	0.31887028812208174	0.5551557520304308	0.2775189803159752	0.36401110316972224	0.004876621476640983	0.17127901158538933	2.0525532969757068	
Dishui Lake large algae virus 1		0.006400819304871024				0.0076546233925290875						0.006776904310111141																	
Enterobacteria phage BP-4795		0.006400819304871024							0.007682261657832066																0.001662151156026129				
Enterobacteria phage UAB_Phi20		0.08961147026819433	0.005984440454817474		0.08266170696424882	0.053582363747703615	0.07641608558601586			0.00856677803478112		0.23719165085388993	0.022185246810870772		0.0030603501040519037	0.05919348871624121	0.2306805074971165						0.16449059319420173	0.01784050587745555	0.01495936040423516	0.19018823758899833	0.003848966552480659		
Enterobacterial phage mEp213		0.006400819304871024	0.7091561938958707		1.6015705724323208			2.7745419887747538	0.007682261657832066	0.5140066820868672	0.8166906869809896		1.408763172490294	0.7822071435302987	0.3550006120700208		0.10485477613505295		0.00549178977428744	0.3943175066169719	1.7214951067091144	0.6206582393804806	0.5859977382543435	0.8722025095644934	0.9823313332114423		0.5831184327008199	1.2890431333663857	
Enterobacterial phage mEp390		0.03200409652435512	0.32615200478755235	0.009198785760279642	0.11365984707584212		0.028656032094755944	0.09530869427088849		0.34695451040863534	0.3088326127239036		0.2329450915141431	0.05654509471303364	0.5171991675847717		0.010485477613505295	0.0321853878339234		0.23767082590612004	0.14149274849663956	0.5523288919257487	0.010280662074637606	0.6660455527583404	0.2011202898791616		0.23671144297756053	0.05949429846306396	0.011758480804280087
Enterococcus virus FL3		0.006400819304871024	0.005984440454817474							0.10922641994345927	0.13039599203898153				0.18668135634716612					0.14584346135148274		0.04555289830315454	0.010280662074637606	0.24778480385354928			0.0019244832762403295		
Erwinia phage vB_EamP-S6		0.006400819304871024	0.08078994614003591		0.010332713370531101				0.007682261657832066				0.022185246810870772				0.010485477613505295	0.00804634695848085				0.005694112287894317	0.010280662074637606	0.0019822784308283943	0.0747968020211758				0.22341113528132164
Erwinia virus ENT90		0.012801638609742047	0.00897666068222621		0.06199628022318661			0.031769564756962826	0.015364523315664132	0.06639252976955368	0.013725893898840161		0.11092623405435387	0.004712091226086137	0.13159505447423187		0.010485477613505295	0.048278081750885105		0.027008048398422732	0.4126871831151987	0.07402345974262613	0.010280662074637606	0.07730885880230737	0.004986453468078387		0.017320349486162963		0.0058792404021400435
Erwinia virus Eho59		0.006400819304871024	0.26331538001196886		0.22731969415168424		0.028656032094755944	0.28592608281266546	0.007682261657832066	0.15206031011736487	0.12353304508956145		0.2995008319467554	0.04712091226086137	0.38254376300648796	0.014798372179060304	0.031456432840515886			0.09722897423432184	0.14149274849663956	0.10818813346999202	0.07196463452246324	0.28148353717763197	0.15291790635440386		0.044263115353527574	0.0495785820525533	0.0058792404021400435
Erwinia virus EtG		0.012801638609742047	0.6403351286654698		0.4029758214507129		0.009552010698251982	0.6565710049772318	0.015364523315664132	0.4690310974042663	0.425502710864045		0.24403771491957849	1.1167656205824144	0.6579752723711593	0.029596744358120607	0.06291286568103177			0.2430724355858046	0.2594033722438392	0.34734084956155337	0.06168397244782564	0.9158126350427181	1.2133703438990742		1.34328932681575	0.8130887456618741	0.03527544241284026
Escherichia phage 1720a-02		0.07680983165845227	0.02094554159186116		0.010332713370531101	0.0076546233925290875	0.009552010698251982			0.00214169450869528					0.00918105031215571	0.007399186089530152			0.00549178977428744	0.005401609679684546		0.005694112287894317		0.003964556861656789	0.008310755780130645				
Escherichia phage ESSI2_ev040		0.006400819304871024	0.023937761819269897		0.25831783426327753			0.37064492216456635		0.16276878266084127	0.16471072678608195		0.33277870216306155	0.09895391574780887	0.0765087526012976		0.02097095522701059		0.00549178977428744	0.0702209258358991	0.058955311873599814	0.28470561439471587	0.041122648298550425	0.12488354114218883	0.05651313930488839		0.055810015010969556	0.18839861179970255	
Escherichia phage ESSI2_ev129		0.019202457914613072	0.05685218432076601	0.009198785760279642	0.23765240752221534		0.019104021396503964	0.434184051678492		0.2098860618521374	0.22647724933086266		0.26622296173044924	0.06125718593911978	0.10711225364181663	0.014798372179060304	0.031456432840515886	0.02413904087544255		0.07562253551558365	0.09432849899775969	0.6548229131078465	0.03084198622391282	0.20813923523698138	0.036567325432574835		0.017320349486162966	0.26772434308378784	0.011758480804280087
Escherichia phage ESSI2_ev239		0.012801638609742047	0.11669658886894074		0.0929944203347799			0.1270782590278513		0.34481281589994006	0.2745178779768032	0.006776904310111141	0.044370493621741544	0.02827254735651682	0.22646590769984087		0.02097095522701059			0.1890563387889591	0.03537318712415989	0.48399954447101695	0.020561324149275213	0.02378734116994073	0.08476970895733257		0.15780762865170703	0.12890431333663857	0.0058792404021400435
Escherichia phage Lambda_ev110		0.006400819304871024	0.005984440454817474																										
Escherichia phage N7		0.006400819304871024	0.08378216636744465						0.007682261657832066	0.02998372312173392			0.011092623405435386	0.004712091226086137	0.0765087526012976			0.00804634695848085				0.011388224575788634	0.010280662074637606	0.07929113723313577	0.01495936040423516		0.011546899657441977		0.0058792404021400435
Escherichia phage PA11		0.006400819304871024					0.009552010698251982			0.00214169450869528																			
Escherichia phage YDC107_1		0.006400819304871024	0.17055655296229802		0.103327133705311	0.0076546233925290875	0.1050721176807718	0.2965159377316531		0.0107084725434764	0.006862946949420081		0.9650582362728786	0.6644048628781453	0.006120700208103807	0.06659267480577136				0.010803219359369093	0.08253743662303974		0.010280662074637606	0.29337720776260234	0.7629273806159932		0.9487702551864824	0.525532969757065	0.0058792404021400435
Escherichia phage mEp460_ev081		0.057607373743839216	0.12567324955116696		0.10332713370531102	0.0076546233925290875		0.06353912951392565	0.04609356994699239	0.02355863959564808	0.04117768169652049	0.21008403361344538	0.11092623405435385	0.05654509471303364	0.09487085322560901	0.059193488716241215	0.04194191045402118		0.00549178977428744	0.04321287743747637	0.08253743662303974	0.08541168431841475	0.11308728282101367	0.07334430194065059	0.04986453468078387	0.27796742416853604	0.015395866209922636	0.00991571641051066	0.09994708683638073
Escherichia virus 186		0.6464827497919734	0.26032315978456017		0.21698698078115314		0.23880026745629956	0.04235941967595044	0.007682261657832066	0.19917758930866103	0.17157367373550203		0.09983361064891846	0.12251437187823956	0.30909536050924225		0.02097095522701059	0.0160926939169617		0.21606438718738186	0.03537318712415989	0.26762327753103293	0.020561324149275213	0.32707594108668503	0.28422784768046805		0.06735691466841154	0.05949429846306396	0.011758480804280087
Escherichia virus Lambda_2B8		0.006400819304871024	0.002992220227408737						0.007682261657832066		0.006862946949420081							0.00804634695848085							0.001662151156026129				
Escherichia virus Lambda_4C10		0.006400819304871024	0.005984440454817474							0.01927525057825752	0.020588840848260244									0.037811267757791825		0.03985878601526022			0.001662151156026129				
Escherichia virus N15		0.06400819304871024	2.872531418312388	0.03679514304111857	1.5189088654680718	0.26791181873851805	0.7068487916706467	3.473472413427936		0.21631114537822324	0.08921831034246105	0.020330712930333422	2.4625623960066556	11.921590801997926	0.09487085322560901	0.11838697743248243	0.15728216420257943	0.00804634695848085	0.038442528420012084	0.0702209258358991	0.27119443461855913	0.1309645826215693	0.3084198622391282	2.1408607052946658	7.958379735053105		12.26280743620338	4.134853743182945	0.06467164442354048
Escherichia virus RCS47		0.012801638609742047	0.01795332136445242	1.002667647870481	0.24798512089274644	0.1837109614206981	0.8787849842391823	1.0378057820607858	0.023046784973496198	0.2848453696564722	0.08235536339304098	0.013553808620222282	0.6100942872989462	0.30628592969559887	0.09793120332966092	0.03699593044765076	0.052427388067526476	0.0643707756678468	1.1203251139546377	0.29708853238265004	0.11791062374719963	0.15374103177314657	0.5345944278811555	0.11893670584970364	0.0631617439289929	0.2535843167853311	0.009622416381201648	0.25780862667327714	
Escherichia virus T7		0.019202457914613072	0.005984440454817474	0.027596357280838927	0.020665426741062202		0.019104021396503964						0.011092623405435386			0.007399186089530152			0.01098357954857488										
Klebsiella phage ST13-OXA48phi12.1		0.5952761953530051	0.16457211250748055		0.13432527381690432	0.015309246785058175	0.24835227815455152	0.01058985491898761	0.07682261657832065	0.359804677460807	0.3980509230663647	0.528598536188669	0.08874098724348309	0.02827254735651682	0.5539233688333945	0.03699593044765076	0.12582573136206354	0.09655616350177021	0.01098357954857488	0.17825311942959005	0.23582124749439926	0.31887028812208174	0.20561324149275212	0.3072531567784011	0.044878081212705485	0.058519457719691796	0.06158346483969055	0.06941001487357462	0.029396202010700218
Klebsiella phage ST147-VIM1phi7.2		0.006400819304871024	0.08677438659485337		0.010332713370531101			0.04235941967595044		0.05782575173477256	0.5284469151053462		0.011092623405435386	0.004712091226086137	0.14689680499449137					0.23226921622643548		0.1651292563489352	0.010280662074637606	0.14470632545047277	0.026594418496418065	0.004876621476640983	0.0057734498287209885		
Klebsiella phage ST258-KPC3phi16.2		0.09601228957306535	0.005984440454817474						0.007682261657832066	0.01713355606956224	0.006862946949420081	0.06099213879100027	0.12201885745978924		0.027543150936467132		0.06291286568103177	0.0160926939169617		0.037811267757791825	0.011791062374719963	0.0341646737273659		0.029734176462425915	0.041553778900653225	0.009753242953281966	0.0057734498287209885	0.01983143282102132	0.011758480804280087
Klebsiella phage ST512-KPC3phi13.6		0.012801638609742047	0.03590664272890485						0.007682261657832066	0.00214169450869528	0.027451787797680323				0.07956910270534949					0.021606438718738186	0.011791062374719963	0.01708233686368295	0.010280662074637606	0.019822784308283943	0.004986453468078387				
Klebsiella phage ST846-OXA48phi9.1		0.012801638609742047	0.03590664272890485				0.028656032094755944			0.03640880664781976	0.054903575595360646		0.011092623405435386		0.13159505447423187	0.007399186089530152		0.00804634695848085		0.19445794846864367	0.03537318712415989	0.06263523516683749		0.049556960770709854	0.019945813872313548				0.011758480804280087
Klebsiella phage ST846-OXA48phi9.2		0.006400819304871024	0.002992220227408737							0.0321254176304292	0.08235536339304098			0.023560456130430684	0.00918105031215571					0.03240965807810728		0.0341646737273659		0.011893670584970366	0.001662151156026129		0.021169316038643624		
Klebsiella virus 4LV2017		0.025603277219484095	0.06283662477558348		0.14465798718743542	0.0076546233925290875	0.09552010698251982	0.04235941967595044	0.07682261657832065	0.03426711213912448	0.04804062864594057	0.4540525887774465	0.1552967276760954	0.023560456130430684	0.18362100624311423	0.014798372179060304	0.16776764181608472	0.16897328612809784		0.021606438718738186	0.09432849899775969	0.0341646737273659	0.03084198622391282	0.07730885880230737	0.13962069710619485	0.30722715302838194	0.0057734498287209885	0.00991571641051066	0.21165265447704157
Liberibacter phage P-JXGC-3		0.006400819304871024	0.005984440454817474		0.010332713370531101			0.01058985491898761			0.013725893898840161		0.044370493621741544							0.005401609679684546	0.011791062374719963	0.011388224575788634	0.010280662074637606	0.0336987333240827	0.013297209248209032		0.003848966552480659		0.0058792404021400435
Megaviridae environmental sample		0.006400819304871024				0.0076546233925290875	0.009552010698251982			0.04711727919129615						0.007399186089530152						0.03985878601526022		0.003964556861656789		0.004876621476640983			
Myoviridae sp.		0.006400819304871024	1.0682226211849193		0.3719776813391196			0.16943767870380175		1.1629401182215369	0.9402237320705511		0.3327787021630616	0.20261992272170387	1.4047006977598238		0.04194191045402118	0.0160926939169617		0.7346189164370983	0.4126871831151987	1.2811752647762213	0.06168397244782564	1.2032430075128353	0.6349417416019812		0.11739347985066009	0.11898859692612791	
Pectobacterium phage vB_PatM_CB7		0.006400819304871024	0.00897666068222621		0.010332713370531101					0.006425083526085839			0.022185246810870772		0.04284490145672665								0.010280662074637606	0.003964556861656789	0.008310755780130645		0.007697933104961318	0.00991571641051066	0.0058792404021400435
Prochlorococcus phage P-TIM68		0.006400819304871024		0.06439150032195749	0.020665426741062202	0.16840171463563994	0.03820804279300793		0.007682261657832066	0.02784202861303864	0.020588840848260244	0.013553808620222282	0.022185246810870772		0.00918105031215571	0.05919348871624121		0.00804634695848085	0.07688505684002417	0.037811267757791825	0.011791062374719963	0.028470561439471586	0.010280662074637606	0.007929113723313577	0.001662151156026129	0.004876621476640983	0.0019244832762403295	0.02974714923153198	0.0411546828149803
Prochlorococcus virus MED4-213		0.012801638609742047					0.028656032094755944			0.00428338901739056	0.013725893898840161	0.027107617240444564			0.00918105031215571	0.014798372179060304	0.010485477613505295								0.004986453468078387	0.019506485906563932			
Prochlorococcus virus PSSM2		0.006400819304871024		0.018397571520559285	0.030998140111593304		0.05731206418951189	0.031769564756962826	0.038411308289160326	0.00856677803478112	0.0686294694942008	0.020330712930333422			0.015301750520259517	0.022197558268590455	0.04194191045402118	0.02413904087544255	0.00549178977428744	0.03240965807810728	0.011791062374719963	0.028470561439471586	0.010280662074637606	0.05550379606319504		0.004876621476640983	0.015395866209922636	0.01983143282102132	0.023516961608560174
Salmonella phage SEN22		0.006400819304871024	0.08976660682226212							0.15848539364345068	0.054903575595360646		0.011092623405435386	0.004712091226086137	0.10405190353776472	0.6733259341472438				0.03240965807810728		0.028470561439471586		0.03766329018573949	0.08144540664528033		0.09622416381201647	0.00991571641051066	0.0058792404021400435
Salmonella phage SPN9CC		0.025603277219484095			0.020665426741062202	0.0076546233925290875	0.009552010698251982			0.06210914075216311	0.013725893898840161				0.015301750520259519	0.022197558268590455	0.010485477613505295	0.00804634695848085	0.00549178977428744	0.005401609679684546	0.08253743662303974	0.005694112287894317		0.003964556861656789	0.001662151156026129	0.04876621476640983	0.0019244832762403295		
Salmonella phage SW3		0.8513089675478461	0.5026929982046678		0.030998140111593304	0.0076546233925290875	0.03820804279300793	0.18002753362278937		0.2355863959564808	0.11667009814014137		0.0776483638380477	0.1790594665912732	1.0252172848573877	0.04439511653718091	0.02097095522701059	0.00804634695848085		0.0810241451952682	0.011791062374719963	0.25054094066734994	0.010280662074637606	0.5847721370943763	0.23270116184365805		0.055810015010969556	0.02974714923153198	0.029396202010700218
Salmonella phage vB_SemP_Emek		0.038404915829226144			0.020665426741062202								0.033277870216306155		0.0030603501040519037	0.014798372179060304					0.011791062374719963	0.011388224575788634		0.007929113723313577	0.011635058092182904		0.0019244832762403295		
Salmonella virus FSLSP004		0.006400819304871024	0.09874326750448834		0.041330853482124404			0.06353912951392565		0.01713355606956224	0.04804062864594057		0.022185246810870772	0.05183300348694751	0.015301750520259519		0.010485477613505295				0.07074637424831978	0.011388224575788634		0.07532658037147898	0.06814819739707129		0.011546899657441977	0.03966286564204264	
Salmonella virus SP101		0.012801638609742047			0.030998140111593304							0.006776904310111141		0.004712091226086137					0.00549178977428744	0.005401609679684546									
Skermania phage SPI1		0.012801638609742047							0.023046784973496198								0.010485477613505295	0.0160926939169617				0.005694112287894317							
Streptococcus phage IPP61		0.006400819304871024	0.5056852184320766		0.020665426741062202			0.2965159377316531		1.4670607384562666	1.5853407453160386	0.04743833017077799	0.022185246810870772	0.13193855433041182	2.6563838903170525		0.010485477613505295			1.7501215362177929		1.918915841020385		1.423275913334787	0.13463424363811646		0.06928139794465187	0.41646008924144773	
Streptococcus phage Javan618		0.006400819304871024	0.0718132854578097					0.01058985491898761		0.3533795939347212	0.32255850662274377				0.00918105031215571					0.44833360341381734		0.14235280719735793		0.17840505877455548	0.001662151156026129	0.004876621476640983	0.13856279588930373		
Streptococcus phage Javan630		0.019202457914613072	11.20885697187313		0.16532341392849761		0.04776005349125991	2.92279995764058		10.008138439133042	6.451170132454876	0.08132285172133369	0.08874098724348309	10.291207237772122	9.174929611947606		0.14679668658907413	0.160926939169617	0.03295073864572464	0.7940366229136283	0.10611956137247967	0.5010818813346999	0.19533257941811452	9.88958709140286	9.520801821717667	0.17555837315907538	10.201685847349987	14.387704511650968	0.3645129049326827
Synechococcus phage SynMITS9220M01		0.006400819304871024	0.002992220227408737	0.018397571520559285	0.020665426741062202	0.0076546233925290875				0.00214169450869528	0.006862946949420081						0.283107895564643	0.00804634695848085	0.01098357954857488	0.005401609679684546		0.01708233686368295		0.0019822784308283943	0.12299918554593355		0.0019244832762403295	0.01983143282102132	
Synechococcus virus SCAM9		0.006400819304871024		0.009198785760279642						0.00428338901739056		0.020330712930333422				0.007399186089530152	0.010485477613505295			0.005401609679684546									
Synechococcus virus ST4		0.1088139281828074			0.010332713370531101		0.019104021396503964		0.007682261657832066	0.00214169450869528				0.004712091226086137	0.0030603501040519037		0.02097095522701059			0.005401609679684546	0.011791062374719963	0.011388224575788634		0.009911392154141972		0.004876621476640983			
Vibrio phage pVa-21		0.006400819304871024	0.011968880909634948							0.08995116936520176	0.24020314322970282				0.006120700208103807					0.18365472910927458		0.0341646737273659		0.04559240390905307					
unclassified Carltongylesvirus species		0.006400819304871024	0.03291442250149611		0.11365984707584212					0.01713355606956224		0.16942260775277854	0.011092623405435386	0.009424182452172273				0.00804634695848085	0.00549178977428744	0.010803219359369093	0.011791062374719963		0.010280662074637606	0.07730885880230738	0.004986453468078387	0.004876621476640983			
unclassified Eganvirus species		0.038404915829226144	1.1490125673249552		0.6199628022318661	0.015309246785058175	0.04776005349125991	0.2965159377316531	0.030729046631328263	0.4026385676347126	0.5627616498524466		0.9428729894620077	1.691640750164923	1.2425021422450728	0.051794302626711065	0.14679668658907413	0.00804634695848085		0.22686760654675095	0.28298549699327913	0.5523288919257487	0.39066515883622904	1.498602493706266	1.8333527250968202		1.8359570455332743	0.7932573128408528	0.08818860603210066
unclassified Eurybiavirus species		0.012801638609742047	0.005984440454817474	0.06439150032195749	0.0516635668526555	0.0076546233925290875	0.1623841818702837		0.06145809326265653	0.01713355606956224	0.08235536339304098	0.05421523448088913	0.022185246810870772		0.0826294528094014	0.06659267480577137	0.09436929852154766	0.0643707756678468	0.04393431819429952	0.04861448711716092	0.04716424949887985	0.06263523516683749	0.1644905931942017	0.039645568616567886	0.024932267340391938	0.058519457719691796	0.013471382933682306	0.05949429846306396	0.0940678464342407
unclassified Libanvirus species		0.006400819304871024				0.0076546233925290875					0.006862946949420081				0.006120700208103807	0.007399186089530152				0.010803219359369093		0.01708233686368295	0.010280662074637606				0.003848966552480659		0.011758480804280087
unclassified Risingsunvirus species		0.012801638609742047	2.289048473967684					0.01058985491898761						0.051833003486947506	0.006120700208103807			0.00804634695848085		0.010803219359369093	0.011791062374719963		0.010280662074637606	0.003964556861656789	1.0737496467928793		0.2867480081598091		
unclassified Salacisavirus species		0.006400819304871024		0.009198785760279642	0.020665426741062202	0.0076546233925290875	0.009552010698251982	0.01058985491898761	0.007682261657832066	0.00214169450869528	0.020588840848260244	0.006776904310111141						0.0321853878339234	0.01098357954857488	0.010803219359369093		0.011388224575788634		0.0019822784308283943	0.001662151156026129	0.009753242953281966	0.0019244832762403295		0.011758480804280087
unclassified Seongnamvirus species		0.48646226717019775	0.18850987432675045		0.6406282289729283		0.019104021396503964	2.4250767764481624	0.030729046631328263	0.6296581855564123	0.32255850662274377	0.006776904310111141	1.3865779256794233	0.18377155781735932	0.6273717713306403	0.022197558268590455	0.9541784628289818	0.0160926939169617		0.18365472910927458	0.648508430609598	0.5978817902289033	0.11308728282101367	0.2576961960076912	0.4670644748433423		0.0846772641545745	1.4179474467030244	
uncultured Mediterranean phage MEDS1 group		0.006400819304871024					0.009552010698251982								0.0030603501040519037				0.00549178977428744				0.010280662074637606			0.009753242953281966			
uncultured phage MedDCM-OCT-S09-C28		0.006400819304871024						0.01058985491898761			0.013725893898840161								0.00549178977428744				0.010280662074637606						
Aeromonas phage 13AhydR10PP			0.002992220227408737							0.00214169450869528	0.020588840848260244									0.005401609679684546		0.02277644915157727		0.003964556861656789					
Aeromonas phage 4_L372D			0.023937761819269897					0.06353912951392565		0.20774436734344212			0.033277870216306155	0.023560456130430684	0.07344840249724569							0.011388224575788634		0.015858227446627154	0.0914183135814371		0.06735691466841152	0.00991571641051066	
Aeromonas phage 4_L372X			0.05385996409335727		0.020665426741062202			0.04235941967595044	0.007682261657832066	0.21631114537822327	0.03431473474710041	0.35917592843589047	0.0776483638380477	0.009424182452172273	0.061207002081038075					0.21606438718738186		0.4270584215920738	0.020561324149275213	0.08920252938727774	0.04986453468078387	0.019506485906563932	0.0327162156960856	0.01983143282102132	0.0058792404021400435
Aeromonas phage 62AhydR11PP			0.002992220227408737							0.07281761329563952	0.04804062864594057									0.054016096796845464		0.05124701059104886		0.0019822784308283943	0.004986453468078387				
Aeromonas phage 65.2			0.005984440454817474				0.09552010698251982	0.01058985491898761																0.009911392154141972	0.001662151156026129	0.004876621476640983	0.0019244832762403295		
Aeromonas phage D3			0.04189108318372232																						0.006648604624104516		0.0019244832762403295		
Aeromonas phage LAh10			0.002992220227408737		0.010332713370531101					0.00214169450869528	0.006862946949420081						0.010485477613505295			0.01620482903905364		0.03985878601526022	0.010280662074637606	0.003964556861656789			0.04618759862976791		
Aeromonas phage phiARM81ld			0.026929982046678635		0.103327133705311			0.1164884041088637		7.071875267711814	0.933360785121131	0.006776904310111141	0.09983361064891848	0.07539345961737819	0.8354755784061697		0.2201950298836112	0.7161248793047956		1.9499810943661213	0.18865699799551938	1.776563033823027	0.22617456564202734	0.0673974666481654	0.12964779017003805	0.024383107383204913	0.023093799314883954	0.1487357461576599	
Aeromonas virus phiO18P			0.16457211250748055		0.6922917958255838			1.111934766493699		1.867557611582284	4.357971312881752		0.5546311702717693	0.09424182452172274	0.7895703268453911		0.5557303135157807	0.0482780817508851	0.00549178977428744	3.2895802949278887	0.2594033722438392	4.082678510420226	0.4831911175079675	0.8622911174103515	0.05318883699283613		0.055810015010969556	0.48587010411502235	
Bacillus phage BCJA1c			0.002992220227408737								0.006862946949420081									0.0702209258358991				0.0019822784308283943			0.0019244832762403295		
Bacillus phage BceA1			0.002992220227408737							0.00214169450869528												0.005694112287894317		0.003964556861656789			0.0019244832762403295		
Bacillus thuringiensis phage MZTP02			0.09275882704967085		0.14465798718743542			0.36005506724557873		0.7945686627259488	1.3863152837828563		0.35496394897393235	0.10366600697389501	0.11935365405802424		0.29359337317814826	0.0643707756678468		0.8642575487495274	0.42447824548991864	1.2527047033367498	0.9869435591652101	0.14867088231212958	0.03158087196449645		0.17705246141411032	0.15865146256817056	
Brevibacillus virus Davies			0.014961101137043686		0.041330853482124404			0.07412898443291327					0.011092623405435386	0.17434737536518705	0.0030603501040519037							0.005694112287894317		0.0019822784308283943	0.021607965028339678		0.028867249143604945	0.0495785820525533	
Brochothrix phage NF5			0.002992220227408737							0.02355863959564808	0.08921831034246105				0.03672420124862284					0.1512450710311673		0.04555289830315454		0.049556960770709854	0.001662151156026129		0.0019244832762403295		
Burkholderia phage Bcep176			0.002992220227408737							0.00428338901739056	0.054903575595360646									0.005401609679684546		0.02277644915157727							
Clostridium botulinum D phage			0.020945541591861162							0.01285016705217168	0.006862946949420081				0.05508630187293427					0.08642575487495274		0.0341646737273659		0.05153923920153825	0.003324302312052258				
Clostridium phage HM T			0.11968880909634949		0.020665426741062202			0.04235941967595044		0.00856677803478112	0.013725893898840161		0.044370493621741544	0.03769672980868909	0.0030603501040519037		0.010485477613505295			0.01620482903905364	0.011791062374719963	0.01708233686368295		0.003964556861656789	0.028256569652444195		0.023093799314883954	0.02974714923153198	
Clostridium phage PhiS63			0.03590664272890485										0.011092623405435386	0.009424182452172273										0.005946835292485183	0.02991872080847032		0.0019244832762403295	0.00991571641051066	
Clostridium phage c-st			0.27827648114901254					0.1270782590278513		0.05996744624346784	0.253929037128543			0.20261992272170387	0.3427592116538132		0.010485477613505295			0.3835142872576028	0.023582124749439926	0.3928937478647079		0.3746506234265665	0.09806691820554161		0.16550556175666833	0.18839861179970252	
Clostridium phage phi3626			0.002992220227408737												0.0030603501040519037					0.005401609679684546		0.011388224575788634		0.003964556861656789	0.003324302312052258		0.0019244832762403295		
Clostridium phage phiCD6356			0.005984440454817474							0.09209286387389704	0.26765493102738314				0.12241400416207615					0.18365472910927458		0.30748206354629315		0.16254683132792833			0.0019244832762403295		
Clostridium phage phiCT19406C			0.002992220227408737	0.009198785760279642						0.00642508352608584	0.0686294694942008				0.006120700208103807					0.10263058391400638		0.07402345974262613		0.009911392154141972	0.004986453468078387		0.009622416381201647		
Clostridium phage phiCT453A			0.023937761819269897					0.01058985491898761		0.3833633170564551	0.4872692334088258				0.4162076141510589					0.3024901420623346		0.5181642181983829		0.477729101829643		0.004876621476640983			
Clostridium phage phiCTC2B			0.08677438659485338		0.06199628022318661			0.04235941967595044		0.00214169450869528	0.006862946949420081		0.044370493621741544	0.018848364904344547	0.012241400416207615	0.007399186089530152				0.021606438718738186	0.011791062374719963	0.011388224575788634		0.01387594901579876	0.05983744161694064		0.021169316038643624	0.0495785820525533	0.0058792404021400435
Clostridium phage phiSM101			0.005984440454817474		0.010332713370531101			0.01058985491898761		0.00642508352608584	0.006862946949420081		0.022185246810870772	0.004712091226086137	0.0030603501040519037					0.03240965807810728	0.011791062374719963			0.01784050587745555	0.011635058092182904		0.017320349486162966	0.00991571641051066	
Cronobacter phage ES2			0.18252543387193298		0.14465798718743542	0.015309246785058175	0.028656032094755944	0.1270782590278513	0.46093569946992397	0.07281761329563952	0.013725893898840161		0.08874098724348309	0.009424182452172273	0.1683192557228547		0.02097095522701059				0.04716424949887985	0.01708233686368295	0.05140331037318803	0.07929113723313577	0.12964779017003805		0.013471382933682306	0.01983143282102132	0.011758480804280087
Cyanophage KBS-S-2A			0.002992220227408737																										
Cyanophage P-RSM3			0.005984440454817474								0.013725893898840161																		
Edwardsiella virus GF2			0.03291442250149611		0.06199628022318661			0.02117970983797522		0.02784202861303864	0.027451787797680323		0.033277870216306155	0.40523984544340774	0.02448280083241523					0.037811267757791825		0.011388224575788634		0.029734176462425915	0.024932267340391934		0.09045071398329549	0.0991571641051066	
Edwardsiella virus eiAU			0.002992220227408737		0.1756561272990287			0.14825796886582654			0.006862946949420081		0.044370493621741544	0.15549901046084252							0.4480603702393586	0.005694112287894317		0.005946835292485183	0.004986453468078387		0.038489665524806586	0.11898859692612791	
Enterobacter phage Arya			0.002992220227408737					0.04235941967595044		0.00856677803478112					0.006120700208103807					0.010803219359369093		0.005694112287894317		0.003964556861656789	0.004986453468078387				
