species	FAME000121_S41	FAME000114_S47	FAME000129_S59	FAME000122_S40	FAME000109_S52	FAME000120_S42	FAME000117_S45	FAME000106_S55	FAME000119_S43	FAME000126_S62	FAME000125_S63	FAME000132_S66	FAME000108_S53	FAME000107_S54	FAME000127_S61	FAME000118_S44	FAME000112_S49	FAME000113_S48	FAME000123_S39	FAME000104_S65	FAME000110_S51	FAME000115_S64	FAME000111_S50	FAME000128_S60	FAME000130_S58	FAME000124_S38	FAME000131_S57	FAME000105_S56	FAME000116_S46
Enterobacteria phage YYZ-2008	0.06879156156844761	0.7360942200601677	0.01795332136445242	0.5519271456167786	0.1859888406695598	0.09185548071034905	0.19104021396503965	0.031769564756962826	0.18437427978796958	0.01499186156086696	0.020588840848260244	0.027107617240444564	0.14420410427066002	0.023560456130430684	0.04590525156077856	0.17758046614872364	0.461361014994233	0.24139040875442552	1.1313086935032126	0.021606438718738186	1.238061549345596		1.4290120283746275	0.011893670584970366	0.024932267340391934	0.019506485906563932	0.021169316038643624	0.02974714923153198	0.44094303016050324
Enterobacteria phage mEp237	0.1375831231368952	0.10241310887793638	0.49371633752244165	1.0670591481924385	0.5992973754908039	0.2985303123086344	0.2101442353615436	0.39182463200254153	0.13059844818314512	0.5075815985607813	0.34314734747100406		0.5324459234608985	0.45707284893035527	0.5202595176888236	0.04439511653718091	0.08388382090804236	0.13678789829417445	0.09336042616288648	0.13504024199211367	1.3441811107180757	0.37581141100102494	0.23645522771666494	0.7889468154697009	0.41719994016255835	0.004876621476640983	0.6042877487394634	0.6048587010411502	0.058792404021400436
Enterobacteria phage phi80	1.3987617518917679	2.131472828522051	0.5385996409335727	1.0854567197129978	0.4443066749328374	0.27556644213104714	1.4996656796255612	0.28592608281266546	0.20742106476146577	0.38978840058254094	0.3705991352686844	1.0436432637571158	0.6433721575152523	0.08481764206955046	0.4162076141510589	0.8583055863854977	1.4994232987312572	0.965561635017702	0.35696633532868355	0.2646788743045428	0.3537318712415989	0.466917207607334	1.4187313662999896	0.5550379606319504	0.30417366155278164	0.863162001365454	0.10584658019321812	0.0991571641051066	0.6231994826268447
Enterobacteria phage phiP27	0.5044714515019492	0.537668821609166	0.14063435068821065	0.09198785760279643	0.2273196941516842	0.352112676056338	0.2101442353615436	0.07412898443291327	0.20742106476146577	0.023558639595648075	1.5510260105689382	0.04743833017077799	0.17748197448696618	0.023560456130430684	0.030603501040519038	0.6807251202367739	0.5557303135157806	0.46668812359188927	0.39540886374869566	0.054016096796845464	0.7664190543567976	0.06263523516683749	0.8841369384188342	0.07929113723313577	0.14793145288632548	1.5117526577587046	0.030791732419845272	0.03966286564204264	0.2586865776941619
Enterobacteria phage phiR73	0.02293052052281587	0.019202457914613072	0.8438061041292639		0.4029758214507129	0.015309246785058175	0.06686407488776387	0.2223869532987398	0.015364523315664132	0.02998372312173392	0.0343147347471004		0.4437049362174154	0.31571011214777117	0.027543150936467132	0.08879023307436182	0.10485477613505295	0.0482780817508851		0.03240965807810728	0.42447824548991864	0.028470561439471586	0.10280662074637606	0.3171645489325431	0.23602546415571032		0.5099880682036874	0.3966286564204264	0.04703392321712035
Erwinia phage Midgardsormr38	0.02293052052281587	0.5888753760481342	0.041891083183722325	0.009198785760279642	0.103327133705311	0.04592774035517452	0.2101442353615436	0.05294927459493805	0.1766920181301375	0.08780947485650648	0.11667009814014137	1.8568717809704527	0.18857459789240155	0.009424182452172273	0.06426735218508997	0.14798372179060304	0.6500996120373282	0.0643707756678468	0.15926190345433577	0.04321287743747637	0.3419408088668789	0.1708233686368295	0.06168397244782564	0.09911392154141971	0.14128284826222098	0.565688091290354	0.15973211192794737	0.03966286564204264	1.0347463107766477
Erwinia virus Eho49	0.015287013681877246	0.08321065096332331	0.18252543387193298		0.0516635668526555	0.02296387017758726	0.019104021396503964	0.01058985491898761	0.046093569946992395	0.01927525057825752	0.027451787797680323	0.44049878015722416	0.12201885745978924	0.028272547356516818	0.027543150936467132	0.05179430262671106	0.07339834329453707	0.0643707756678468		0.005401609679684546	0.1532838108713595	0.02277644915157727	0.06168397244782564	0.04162784704739628	0.05983744161694064	0.7509997074027115	0.017320349486162966	0.01983143282102132	0.06467164442354048
Erysipelothrix phage phi1605	0.02293052052281587	0.15361966331690455	3.6953919808497906	0.009198785760279642	0.0516635668526555	0.0076546233925290875	0.009552010698251982	0.624801440220269		2.1352694251691937	2.0657470317754445	0.040661425860666844	0.055463117027176934	2.893224012816888	3.5959113722609866		0.14679668658907413	0.0160926939169617		2.1390374331550803	0.03537318712415989	1.116046008427286	0.041122648298550425	3.639463199000932	2.689360570450277		2.763557984681113	3.648983639067923	0.0058792404021400435
Escherichia phage APC_JM3.2	0.07643506840938623	0.6976893042309416	0.0718132854578097		0.7852862161603636	0.1224739742804654	1.8339860540643806	0.3071057926506407	0.28424368133978645	0.02784202861303864	0.04117768169652049	3.3613445378151257	0.49916805324459235	0.009424182452172273	0.02448280083241523	0.43655197928227896	1.1848589703260983	1.0299324106855487	0.02196715909714976	0.005401609679684546	0.5423888692371183	0.0341646737273659	0.9046982625681094	0.025769619600769126	0.12798563901401194	2.594362625573003	0.017320349486162966	0.03966286564204264	1.5227232641542712
Escherichia phage D6	0.007643506840938623	0.07680983165845227	0.050867743865948535		0.030998140111593304	0.0076546233925290875	0.028656032094755944	0.01058985491898761	0.030729046631328263	0.03426711213912448	0.04804062864594057	0.05421523448088913	0.0776483638380477	0.13193855433041185	0.0826294528094014		0.031456432840515886	0.02413904087544255		0.037811267757791825		0.02277644915157727	0.010280662074637606	0.005946835292485183	0.004986453468078387		0.017320349486162966		
Escherichia phage Fraca	0.06879156156844761	0.6592843884017154	0.03590664272890485	0.9842700763499218	0.8369497830130193	0.352112676056338	1.0316171554112141	0.11648840410886371	0.6222631942843974	0.16705217167823183	0.34314734747100406	0.013553808620222282	0.2107598447032723	0.19790783149561775	0.09487085322560901	0.8287088420273769	1.1534025374855825	1.8828451882845187	1.6749958811576693	0.14584346135148274	0.47164249498879846	0.44414075845575673	0.19533257941811452	0.19228100779035426	0.14128284826222096	0.048766214766409834	0.12701589623186174	0.3668815071888944	0.9935916279616673
Escherichia phage HK639	0.5809065199113354	1.8050310439736286	1.0353081986834232	0.018397571520559285	3.2341392849762345	0.352112676056338	1.6142898080045849	2.6156941649899395	0.9986940155181686	1.5912790199605928	1.8392697824445816	3.225806451612903	3.2279534109816974	0.9565545188954857	2.255478026686253	1.1912689604143545	1.310684701688162	1.400064370775668	0.03295073864572464	0.7670285745152056	3.678811460912628	1.7310101355198724	1.4495733525239025	1.2111721212361488	0.8958994730980836	2.1115770993855456	0.840999191717024	1.5567674764501735	1.2757951672643895
Escherichia phage Lambda_ev066	0.015287013681877246	0.012801638609742047	0.23040095751047276		0.23765240752221534		0.12417613907727576	0.4553637615164672	0.030729046631328263	0.0107084725434764	0.020588840848260244	0.3930604499864462	0.26622296173044924	0.08010555084346432	0.021422450728363327	0.09618941916389197	0.02097095522701059	0.07241712262632764		0.03240965807810728	0.07074637424831978	0.05124701059104886	0.524313765806518	0.05946835292485182	0.3590246497016439	0.29747391007509993	0.23671144297756053	0.1983143282102132	0.04703392321712035
Escherichia phage Lambda_ev099	1.6586409844836814	1.4145810663764962	0.002992220227408737	0.09198785760279643		0.13012859767299448	0.09552010698251982	0.05294927459493805	0.5454405777060767	0.00214169450869528	0.28138082492622335		0.9872434830837493	0.08010555084346432	0.0030603501040519037	3.3148353681095077	1.2163154031666141	0.9494689411007403	0.2910648580372343	0.01620482903905364	0.9079118028534371	0.03985878601526022	1.100030841986224	0.04757468233988146	0.001662151156026129	0.019506485906563932	0.048112081906008235	0.00991571641051066	0.5232523957904639
Escherichia phage Lambda_ev245	0.007643506840938623										0.006862946949420081					0.007399186089530152													
Escherichia phage PHB10	0.17580065734158834	1.4849900787300776	1.8162776780371035		2.4075222153337466	0.15309246785058175	1.6907058935906008	1.2813724451975008	3.380195129446109	2.9212713098603618	0.7755130052844691	1.5586879913255625	2.7731558513588466	0.6926774102346621	4.351817847961807	2.338142804291528	1.174373492712593	1.2391374316060508	0.01098357954857488	0.35110462917949553	2.6647800966867115	0.8427286186083589	2.045851752852884	2.418379685610641	1.3047886574805112	0.6095776845801228	0.5311573842423309	0.8824987605354487	7.795872773237697
Escherichia phage Rac	0.007643506840938623										0.006862946949420081									0.005401609679684546		0.05124701059104886							
Escherichia phage Rac-SA53	0.9248643277535733	1.0113294501696217	0.25433871932974267	1.2878300064391501	0.5889646621202728	1.1788120024494795	0.554016620498615	1.0695753468177487	0.9986940155181685	0.2098860618521374	0.1852995676343422	0.7590132827324478	0.632279534109817	0.6691169541042314	0.3427592116538132	0.9248982611912689	0.9541784628289819	1.5207595751528806	1.9056510516777418	0.16744990007022093	1.1083598632236764	0.23915271609156133	1.254240773105788	0.28346581560846035	0.19280953409903098	0.5022920120940212	0.26942765867364615	0.7436787307882995	0.817214415897466
Escherichia phage TL-2011b	0.007643506840938623								0.007682261657832066	0.01285016705217168	0.020588840848260244		0.011092623405435386		0.0030603501040519037					0.005401609679684546		0.01708233686368295		0.0019822784308283943	0.001662151156026129			0.00991571641051066	
Escherichia phage phi467	1.5134143545058474	0.30083850732893813	0.005984440454817474	0.46913807377426175	0.0516635668526555	0.22963870177587264	0.019104021396503964		0.22278558807712992	0.00856677803478112	0.013725893898840161		0.08874098724348309		0.07038805239319378	0.36256011838697744	0.7654398657858865	0.3862246540070808	0.038442528420012084	0.021606438718738186	0.27119443461855913	0.005694112287894317	0.24673588979130257	0.013875949015798758	0.004986453468078387	0.3121037745050229	0.044263115353527574		0.5820447998118643
Escherichia virus EC2	0.2751662462737904	0.6976893042309416	0.020945541591861162	0.027596357280838927	0.1136598470758421	0.015309246785058175	0.6113286846881268	0.15884782378481416	0.6299454559422294	0.02998372312173392	0.027451787797680323	0.06099213879100027	0.488075429839157	0.16963528413910092	0.11629330395397233	0.5253422123566408	0.6081577015833072	0.0482780817508851	1.0159811082431764	0.005401609679684546	0.08253743662303974	0.05124701059104886	0.42150714506014186	0.0713620235098222	0.15458005751043	0.16092850872915243	0.2347869597013202	0.08924144769459594	0.14110176965136106
Escherichia virus Lambda	0.007643506840938623		0.06882106523040096	0.08278907184251678	0.2169869807811531		0.009552010698251982	0.8365985386000212	0.007682261657832066	0.5825409063651161	0.19902546153318235	0.020330712930333422	0.18857459789240155	0.09895391574780887	0.27237115926061944	0.014798372179060304	0.04194191045402118	0.00804634695848085	0.6040968751716185	0.2808837033435964	0.34194080886687894	0.5181642181983829	0.05140331037318803	0.04757468233988146	0.15125575519837775	0.1414220228225885	0.03464069897232593	0.18839861179970255	0.0058792404021400435
Escherichia virus P1	0.007643506840938623		0.014961101137043686		0.010332713370531101	0.0076546233925290875		0.02117970983797522		0.00642508352608584	0.08235536339304098		0.19966722129783693		0.006120700208103807					0.2106627775076973	0.08253743662303974	0.21068215465208973	0.010280662074637606	0.0019822784308283943	0.006648604624104516		0.0019244832762403295	0.00991571641051066	0.0058792404021400435
Escherichia virus P2_4C9	0.007643506840938623													0.009424182452172273								0.028470561439471586						0.02974714923153198	
Escherichia virus mEpX1	0.02293052052281587	0.04480573513409717	0.03590664272890484		0.010332713370531101	0.0076546233925290875	0.04776005349125991		0.43788891449642775	0.0214169450869528	0.027451787797680323	0.3659528327460016	0.09983361064891846		0.00918105031215571	0.007399186089530152	0.04194191045402118	0.08850981654328934		0.021606438718738186	0.03537318712415989		0.03084198622391282	0.009911392154141972	0.003324302312052258	0.3023505315517409	0.007697933104961318	0.02974714923153198	0.01763772120642013
Escherichia virus pro147	0.015287013681877246		0.002992220227408737		0.010332713370531101			0.01058985491898761					0.06655574043261231	0.009424182452172273							0.058955311873599814	0.01708233686368295	0.010280662074637606		0.001662151156026129		0.0057734498287209885	0.03966286564204264	
Heterosigma akashiwo virus 01	0.007643506840938623																												
Klebsiella phage 6 LV-2017	0.007643506840938623	0.025603277219484095				0.0076546233925290875			0.007682261657832066	0.006425083526085839	0.013725893898840161					0.4513503514613392				0.005401609679684546		0.005694112287894317	0.010280662074637606						
Klebsiella phage KPP5665-2	0.5121149583428878	1.2353581258401076	0.01795332136445242	0.8370895041854476	0.506302955156024	1.8600734843845683	0.6208806953863788		1.736191134670047	0.0214169450869528	0.061766522544780725	0.027107617240444564	0.6655574043261231	0.009424182452172273	0.015301750520259519	0.8657047724750278	0.7654398657858865	0.9333762471837784	0.8677027843374155	0.08642575487495274	0.48343355736351845	0.028470561439471586	0.26729721394057776	0.06541518821733701	0.009972906936156774	0.12679215839266555	0.009622416381201648	0.00991571641051066	1.0700217531894878
Klebsiella phage ST101-KPC2phi6.3	7.987464648780861	2.9059719644114446	0.6403351286654698	6.816300248367216	1.8495556933250672	4.454990814451929	2.9324672843633586	1.9061738854177699	3.6029807175232387	0.8009937462520347	1.0980715119072129	1.4976958525345623	2.418191902384914	0.8010555084346432	0.8538376790304811	5.024047354790973	4.1522491349480966	1.8023817186997104	5.359986819704542	0.7940366229136283	1.8511967928310342	1.2242341418972782	1.727151228539118	0.9316708624893453	0.9258181939065538	2.4724470886569785	0.4445556368115161	1.725334655428855	5.150214592274678
Klebsiella phage ST11-OXA245phi3.2	5.296950240770466	8.282660180503104	0.9664871334530222	10.118664336307607	7.408555486670799	4.807103490508267	6.180150921769033	2.001482579688658	8.435123300299608	0.8288357748650733	0.7411982705373688	3.8153971265925724	3.627287853577371	1.6068231080953725	2.185089974293059	6.237513873473918	6.092062493446576	10.60508529127776	10.81333406557197	0.7616269648355211	3.5962740242895888	0.8598109554720419	5.767451423871697	1.1536860467421255	0.7562787759918888	7.797717741148932	0.7851891767060545	2.161626177491324	4.903286495384796
Klebsiella phage ST13-OXA48phi12.4	0.32867079416036077	1.2865646802790758	0.22740873728306402	0.5335295740962193	0.3926431080801818	0.8573178199632578	1.2895214442640175	0.6565710049772318	1.1907505569639703	0.1927525057825752	0.20588840848260243	0.6573597180807808	0.5324459234608985	0.15549901046084252	0.5784061696658098	0.34036256011838695	0.9646639404424872	0.45864177663340844	0.7743423581745291	0.2808837033435964	0.5070156821129584	0.31887028812208174	0.41122648298550424	0.3112177136400579	0.24932267340391936	0.46815566175753437	0.051961048458488895	0.6544372830937035	1.628549591392792
Klebsiella phage ST147-VIM1phi7.1	9.348008866467936	6.5608397874927995	1.2387791741472172	7.7729739674362985	3.7094441000206655	6.8815064298836495	4.403476931894164	3.7064492216456633	3.2956902512099564	0.9016533881607128	0.9264978381717109	2.737869341284901	3.760399334442596	3.3173122231646404	1.741339209205533	5.334813170551239	4.320016776764182	7.402639201802382	6.776868581470701	0.7832334035542592	3.466572338167669	0.8427286186083589	5.06836640279634	1.704759450512419	1.6388810398417633	7.466107480737345	1.0315230360648167	2.449181953396133	5.244282438708919
Klebsiella phage ST15-OXA48phi14.1	0.007643506840938623	0.08961147026819433	0.05385996409335727		0.4443066749328374	0.02296387017758726	0.18148820326678766	0.04235941967595044	0.06914035492048859	0.05568405722607728	0.09608125729188113	0.15586879913255627	0.1663893510815308	0.009424182452172273	0.1621985555147509	0.014798372179060304	0.10485477613505295	0.08046346958480849		0.06481931615621456	0.04716424949887985	0.10818813346999202	0.12336794489565128	0.27157214502349	0.03324302312052258	0.2292012094021262	0.0327162156960856	0.00991571641051066	0.15286025045564114
Klebsiella phage ST15-VIM1phi2.1	0.8637162730260644	1.7218203930103053	0.9694793536804309	0.009198785760279642	1.2709237445753254	0.2372933251684017	1.9868182252364124	0.4447739065974796	0.6606745025735576	0.09423455838259231	0.08921831034246105	6.444835998915695	1.5418746533555185	0.16492319291301477	0.15301750520259516	1.6278209396966332	1.1429170598720773	2.0196330865786933	0.0274589488714372	0.1620482903905364	1.6389576700860748	0.1708233686368295	1.4701346766731778	0.5490911253394651	0.6349417416019814	4.032965961182093	0.1558831453754667	0.20823004462072386	1.5403609853606914
Klebsiella phage ST16-OXA48phi5.1	1.9796682718031033	1.324969596108302	0.23937761819269898	1.6925765798914543	0.3719776813391196	1.3778322106552356	0.4871525456108511	0.3494652123265911	0.822001997388031	0.27199520260430055	0.37746208221810446	0.07454594741122256	0.9539656128674432	0.16021110168692865	0.2356469580119966	0.6733259341472438	1.3735975673691936	0.45864177663340844	0.29655664781152175	0.30789175174201916	0.6720905553590378	0.3188702881220818	0.22617456564202734	0.23192657640692213	0.1379585459501687	1.0045840241880426	0.19052384434779263	0.5751115518096183	0.940678464342407
Klebsiella phage ST16-OXA48phi5.2	3.630665749445846	2.163476925046406	0.026929982046678635	3.762303375954374	1.5085761520975407	3.329761175750153	4.986149584487535	0.44477390659747956	4.547898901436583	0.06853422427824896	0.22647724933086266	0.027107617240444564	0.8208541320022186	0.03769672980868909	0.055086301872934264	3.8845726970033296	3.051273985530041	2.027679433537174	2.0649129551320775	0.10263058391400638	2.0162716660771136	0.08541168431841475	1.8402385113601316	0.039645568616567886	0.009972906936156774	0.9216814590851459	0.20399522728147493	0.1983143282102132	4.456464224822152
Klebsiella phage ST16-OXA48phi5.3	1.2306046013911183	0.6592843884017154	0.008976660682226212	0.7726980038634901	0.1756561272990287	1.316595223515003	0.9647530805234502	0.031769564756962826	0.5070292694169163	0.01285016705217168	0.006862946949420081	0.2914068853347791	0.055463117027176934	0.004712091226086137	0.00918105031215571	2.086570477247503	0.4928174478347488	1.2471837785645317	1.0708990059860508	0.037811267757791825	0.1886569979955194	0.05694112287894317	0.7504883314485453	0.003964556861656789	0.001662151156026129	0.11703891543938358	0.0019244832762403295	0.01983143282102132	0.6114410018225644
