name	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
Desulfobulbus	8.0				8.0			13.0		19.0			25.0	16.0		38.0		36.0		26.0	49.0	
Desulfocapsa	1.0													1.0		1.0						
Desulfosediminicola	1.0							1.0					2.0					4.0		1.0		
Pelobacter	1.0							2.0					1.0	2.0				1.0			3.0	
Desulfuromonas	1.0				1.0		2.0	2.0		1.0			3.0	6.0		1.0		4.0	1.0	3.0	5.0	
Geoalkalibacter	4.0				7.0		4.0	5.0		3.0			19.0	14.0		15.0		16.0		23.0	8.0	
Geobacter	1.0		9.0		4.0		1.0	3.0		3.0						1.0		2.0		1.0	1.0	
Geotalea	1.0				2.0			1.0		2.0			3.0	1.0		9.0		3.0		4.0	5.0	
Syntrophobacter	6.0				4.0			5.0		8.0			8.0	9.0		13.0		8.0		3.0	13.0	
Akkermansia	42.0	5.0	9.0		19.0	3.0	17.0	30.0	1.0	52.0	337.0	171.0	57.0	18.0	2.0	48.0	3.0	162.0	1.0	23.0	147.0	293.0
Nibricoccus	1.0																	1.0				
Singulisphaera	5.0	3.0	4.0		3.0		4.0							7.0					4.0			
Lentisphaera	51.0						28.0						1.0					96.0			57.0	
Sebaldella	3.0							1.0		1.0			2.0	2.0		2.0		6.0		2.0	1.0	
Fusobacterium	2.0			16.0	4.0	11.0	1.0	1.0		2.0	31.0	1.0	5.0			15.0	3.0	4.0		2.0	3.0	22.0
Acidisarcina	4.0																					
Archangium	4.0	4.0	17.0	2.0	9.0	8.0	8.0	5.0	6.0				2.0		29.0		18.0	6.0	5.0	3.0		
Polyangium	1.0		1.0		1.0	3.0							1.0		3.0			2.0				
Treponema	3.0	1.0						1.0		1.0	1.0	2.0	1.0	2.0		1.0	1.0	2.0			2.0	1.0
Leptospira	1.0						1.0	1.0													1.0	
Candidatus Saccharimonas	2.0																					
Mucispirillum	1.0																					
Homo	10262.0	8838.0	7970.0	11440.0	3752.0	14599.0	402.0	9912.0	592.0	2802.0	808.0	11550.0	8960.0	6858.0	8597.0	8095.0	4113.0	6674.0	607.0	7779.0	2231.0	830.0
Methanothrix	3.0						1.0	6.0		1.0			1.0	1.0		14.0		5.0		3.0	6.0	
Natrialba	2.0							2.0		1.0			4.0	1.0		4.0		1.0		1.0	1.0	
Methanobrevibacter	3.0		1.0	1.0	2.0			11.0		13.0			17.0	6.0		13.0		17.0		6.0	42.0	
Candidatus Nitrosocosmicus	1.0						3.0					1.0			2.0				2.0			
Methanomethylophilus	1.0							1.0					1.0									
Gallibacterium		1.0					1.0				1.0					1.0				3.0		
Aerosticca		1.0								2.0			3.0								2.0	
Sphingosinicella		9.0						2.0	1.0	6.0			3.0	5.0		1.0		1.0	2.0	4.0	1.0	
Rhodovastum		14.0					1.0				5.0	1.0					2.0					
Lautropia		1.0		5.0		17.0			1.0							1.0		5.0				
Caldimonas		2.0	10.0	10.0	17.0	33.0	9.0	2.0	20.0	8.0	3.0		16.0	3.0	10.0	9.0	17.0	11.0	22.0	6.0	14.0	9.0
Geobacillus		2.0																				
Aminipila		2.0									2.0	1.0		1.0				1.0				
Lachnospira		1.0			3.0		1.0	10.0		7.0			14.0	6.0		2.0		31.0			42.0	
Faecalibaculum		1.0			1.0							1.0				2.0						
Parvimonas		1.0				1.0					1.0			1.0	1.0	1.0						2.0
Marisediminicola		5.0																				
Cellulomonas		1.0	2.0	4.0	1.0	3.0	4.0	1.0	2.0				21.0	1.0	2.0	2.0		1.0	4.0			
Saccharopolyspora		5.0			4.0	1.0	4.0			1.0			2.0	2.0	4.0							
Kutzneria		4.0	5.0	3.0	5.0	5.0	11.0	3.0			10.0			2.0	18.0	20.0	10.0		4.0	4.0		
Couchioplanes		7.0	17.0			7.0			10.0						51.0	8.0		3.0	24.0	4.0		
Streptosporangium		3.0				2.0	1.0		3.0												1.0	
Vulcanimicrobium		4.0		1.0	2.0	1.0	4.0	2.0	1.0		1.0	1.0	3.0	1.0	1.0			1.0				1.0
Mucilaginibacter		1.0	1.0					1.0							1.0				1.0	1.0		
Gemmatimonas		1.0							1.0		2.0				5.0				1.0			1.0
Tautonia		1.0			1.0		3.0		8.0						16.0		4.0			3.0		
Planctomyces		4.0			5.0	1.0		2.0									5.0				3.0	
Planctopirus		1.0											1.0									
Humisphaera		1.0			1.0	2.0	2.0				1.0				1.0			1.0	1.0			
Candidatus Nanosynbacter		5.0			67.0	1.0					18.0			2.0		1.0	61.0			1.0		9.0
Granulicella		1.0	1.0		3.0	3.0	4.0										3.0	3.0				
Occallatibacter		1.0	1.0		1.0										1.0			1.0				
Leptotrichia		2.0	1.0	3.0	80.0	14.0		3.0	1.0	1.0	74.0	1.0		2.0	1.0	1.0	59.0	12.0	2.0	2.0		54.0
Fervidobacterium		1.0															1.0					
Leptospirillum		1.0																				
Candidatus Doolittlea			1.0																2.0			
Luteimonas			1.0										4.0	2.0				2.0		2.0	6.0	
Histophilus			1.0										2.0	2.0		1.0		3.0		1.0		
Francisella			1.0		2.0		1.0	3.0		2.0	1.0	1.0	1.0			1.0		2.0			4.0	
Ramlibacter			1.0		1.0				4.0	1.0			7.0					1.0	1.0		2.0	
Aquincola			1.0	1.0	4.0	1.0	2.0	1.0		3.0			4.0		2.0	2.0	1.0		4.0	2.0	2.0	2.0
Telluria			3.0				1.0			1.0			1.0	1.0		2.0	4.0				1.0	
Usitatibacter			1.0																2.0			
Hyphomicrobium			4.0			2.0	2.0				4.0		1.0		14.0	5.0		6.0			4.0	
Pseudolabrys			3.0	6.0		3.0							1.0	1.0	1.0			1.0	6.0			
Skermanella			22.0	57.0	1.0	1.0	8.0		4.0		2.0		1.0		127.0	1.0	47.0	3.0	64.0	6.0		
Pontivivens			1.0																			
Wolbachia			1.0																			
Pradoshia			1.0																			
Selenomonas			1.0		2.0	2.0					1.0					1.0		2.0			3.0	1.0
Finegoldia			2.0																1.0			
Limnochorda			1.0																			
Pseudoglutamicibacter			5.0																			
Rathayibacter			10.0					1.0					1.0	2.0								
Brevibacterium			1.0										10.0		14.0			1.0	15.0	3.0	1.0	
Kytococcus			1.0						2.0	1.0	1.0			2.0								
Georgenia			1.0				14.0						1.0									
Mycolicibacter			1.0		5.0											1.0						
Dietzia			1.0			5.0		12.0									11.0					
Aeromicrobium			4.0	1.0	2.0							2.0	1.0		1.0	2.0			4.0			
Kribbella			5.0	25.0	6.0	2.0	6.0	1.0	8.0	4.0	6.0	9.0	4.0	1.0	19.0	11.0	8.0	5.0	11.0	2.0	1.0	3.0
Lentzea			4.0	1.0	3.0	10.0	15.0	1.0	4.0	1.0			3.0	1.0	9.0		2.0	4.0	9.0		1.0	
Solwaraspora			1.0												6.0					3.0		
Plantactinospora			1.0								1.0							1.0				
Scardovia			10.0	6.0											34.0	5.0						
Actinoallomurus			2.0	7.0	11.0	3.0			2.0			1.0			3.0	1.0	8.0					1.0
Actinomadura			1.0		1.0	3.0	6.0	4.0	1.0	1.0	1.0	1.0			5.0		5.0	1.0	2.0	4.0		2.0
Thermomonospora			1.0			1.0	4.0	1.0	1.0								1.0					
Nocardiopsis			1.0				1.0				1.0											
Catenulispora			2.0	1.0	1.0		3.0					1.0			1.0		1.0					
Paraconexibacter			4.0	11.0		10.0	10.0	5.0	7.0			7.0			6.0		4.0	3.0	3.0	2.0		2.0
Miltoncostaea			1.0	1.0		1.0			1.0				1.0		1.0	1.0	1.0					1.0
Iamia			1.0			2.0	2.0	3.0	5.0			2.0	2.0		3.0		1.0		5.0			1.0
Aquihabitans			1.0			1.0						3.0	2.0	1.0	6.0				4.0			1.0
Dermatobacter			2.0				1.0							2.0					3.0	2.0		
Leptodesmis			1.0																			
Dehalococcoides			1.0										1.0									
Candidatus Phytoplasma			1.0		1.0		1.0															
Sodaliphilus			1.0								1.0	1.0			1.0			2.0				2.0
Zobellia			1.0				1.0						1.0									
Niastella			1.0															1.0			1.0	
Prosthecochloris			1.0					1.0		1.0			1.0							1.0		
Candidatus Cloacimonas			66.0			46.0											94.0					
Cystobacter			3.0	1.0	8.0		4.0								15.0	1.0	7.0		9.0			
Myxococcus			2.0			1.0				2.0		1.0	3.0				1.0					
Sorangium			1.0	3.0		2.0	1.0	3.0	1.0		3.0			1.0	7.0			1.0	1.0	5.0		
Labilithrix			1.0				1.0															
Gemmata			4.0				1.0	1.0							2.0				2.0			
Paludisphaera			5.0													2.0						1.0
Terriglobus			2.0																			
Luteitalea			3.0			1.0		1.0		1.0	1.0				3.0		1.0		4.0	1.0		2.0
Sulfurivermis				1.0			1.0						1.0	1.0		2.0		1.0		1.0	1.0	
Cardiobacterium				1.0	2.0	12.0					1.0					5.0		10.0				2.0
Sinorhizobium				8.0	4.0		3.0						1.0		10.0				9.0	2.0	1.0	
Enhydrobacter				2.0	1.0														2.0	2.0		
Pseudorhodoplanes				2.0																		
Martelella				1.0																		
Sediminicoccus				2.0															1.0			
Granulibacter				1.0						1.0												
Serinicoccus				1.0																		
Janibacter				2.0					1.0					1.0					7.0			
Pauljensenia				4.0	2.0														12.0			
Gordonia				6.0		3.0	38.0	3.0				1.0	5.0	5.0	1.0	16.0		10.0	18.0	5.0	7.0	2.0
Kibdelosporangium				1.0		1.0									1.0				3.0			
Phytohabitans				24.0		7.0		2.0				3.0			5.0	3.0	1.0	1.0	4.0	5.0		
Olsenella				5.0	1.0			1.0			7.0					1.0		1.0			1.0	3.0
Thermus				2.0	2.0	3.0			3.0	1.0	3.0	2.0	3.0		4.0	2.0	3.0	1.0	4.0	1.0	2.0	2.0
Allomeiothermus				2.0	1.0	3.0		1.0	4.0	1.0			1.0		2.0	2.0	4.0	1.0	2.0	1.0	2.0	
Anaeromyxobacter				1.0	2.0		1.0	1.0	1.0		2.0				1.0							
Chondromyces				3.0												3.0						
Urbifossiella				11.0		9.0	1.0	2.0	3.0				5.0		2.0							1.0
Edaphobacter				5.0				1.0						2.0						2.0		
Paludibaculum				1.0					1.0				1.0	1.0		1.0						
Turneriella				1.0														1.0				
Nitrososphaera				1.0					1.0	1.0			1.0	1.0		1.0			1.0			1.0
Aliiglaciecola					1.0		2.0	2.0		1.0			3.0	4.0		4.0		6.0		2.0	5.0	
Pasteurella					1.0		2.0	6.0		13.0	1.0		3.0	6.0	4.0	1.0		3.0		7.0	1.0	
Actinobacillus					1.0		2.0			2.0			2.0			1.0	1.0	2.0		7.0	2.0	
Bibersteinia					1.0								2.0									
Frateuria					3.0			1.0				1.0	1.0			1.0		2.0			1.0	
Thiorhodovibrio					1.0		1.0						1.0					1.0		1.0	1.0	
Vreelandella					4.0		4.0	13.0		4.0			16.0			18.0		15.0		2.0	1.0	
Aliamphritea					1.0			3.0		3.0			5.0	4.0		2.0		5.0		9.0	1.0	
Methylococcus					2.0			4.0	1.0	2.0			6.0			2.0		3.0	1.0	1.0	6.0	
Spongiibacter					2.0											2.0						
Thiosulfatimonas					1.0																	
Gilliamella					1.0			1.0		1.0			2.0					2.0				
Candidatus Symbiobacter					1.0					1.0			3.0									
Pusillimonas					4.0			4.0		3.0			1.0	1.0		4.0		3.0		13.0	1.0	
Pollutimonas					1.0		3.0	7.0		8.0			13.0	4.0		10.0		12.0		19.0	10.0	
Methylibium					1.0								2.0									
Undibacterium					1.0		1.0	1.0		1.0	1.0					2.0						
Tepidimonas					2.0		1.0						1.0			1.0						
Xylophilus					1.0								6.0									
Eikenella					1.0	2.0		1.0		2.0	3.0					3.0		7.0		2.0		3.0
Chitinimonas					3.0					1.0			2.0			1.0		1.0			2.0	
Deefgea					1.0			1.0		1.0								1.0				
Parazoarcus					2.0		2.0	1.0		5.0			16.0	6.0		3.0		5.0		3.0	7.0	
Nitrogeniibacter					1.0		1.0	2.0					2.0							1.0	1.0	
Methylobacillus					3.0			2.0					2.0			2.0				2.0	2.0	
Ferrigenium					2.0			2.0													3.0	
Neorhizobium					1.0																1.0	
Methylosinus					3.0					1.0		6.0	1.0	1.0		3.0			5.0	3.0	1.0	
Hartmannibacter					1.0																	
Roseibium					1.0																	
Chelatococcus					1.0			1.0														
Methylovirgula					1.0														2.0			
Croceicoccus					1.0													3.0			2.0	
Erythrobacter					1.0								1.0		8.0							
Zymomonas					1.0									1.0								
Pararoseomonas					6.0	4.0	4.0									1.0					3.0	
Rhodospirillum					1.0																	
Hypericibacter					1.0											1.0	1.0		1.0			
Fontisubflavum					1.0								1.0									
Desemzia					1.0		2.0			1.0			1.0									
Globicatella					3.0															1.0		
Ruoffia					2.0			1.0		1.0											1.0	
Heyndrickxia					4.0	9.0		1.0		1.0			1.0	1.0				1.0		2.0	1.0	
Sporosarcina					1.0	26.0										1.0		1.0				
Acetivibrio					1.0																1.0	
Candidatus Arthromitus					2.0																	
Acetobacterium					1.0			1.0		1.0						3.0		6.0			1.0	
Intestinibacillus					1.0		2.0									2.0					1.0	
Anaerocolumna					3.0		1.0	2.0		3.0			1.0	3.0			1.0	2.0				1.0
Novisyntrophococcus					2.0		1.0			3.0			1.0	5.0							1.0	
Butyrivibrio					1.0		2.0	1.0		1.0			3.0			4.0		6.0			7.0	
Lacrimispora					1.0					2.0			1.0	3.0						1.0	1.0	
Wujia					1.0		2.0	2.0		5.0			11.0	1.0		13.0		50.0		1.0	16.0	
Emergencia					1.0											2.0		1.0				
Alkaliphilus					1.0																	
Thermoanaerobacterium					5.0		1.0	7.0		5.0			7.0	8.0		2.0		4.0		7.0	7.0	
Christensenella					1.0								1.0								1.0	
Bulleidia					1.0						1.0											
Longicatena					1.0		1.0	1.0					1.0			2.0				2.0		
Intestinibaculum					1.0		1.0															
Acidilutibacter					3.0								1.0					2.0				
Allobranchiibius					1.0																	1.0
Brachybacterium					1.0								2.0	6.0					21.0			
Trueperella					3.0		5.0															
Mobiluncus					1.0												1.0				2.0	
Kitasatospora					1.0				1.0		1.0		1.0		1.0				1.0	1.0	1.0	
Micropruina					2.0			12.0		1.0			13.0	55.0		35.0		16.0		21.0	13.0	
Umezawaea					4.0		3.0															
Dactylosporangium					1.0		7.0		4.0	1.0	5.0				3.0	3.0	14.0		1.0	1.0	2.0	4.0
Thermoleophilum					2.0														1.0			
Acidimicrobium					2.0													1.0				
Meiothermus					2.0																	1.0
Mycoplasma					1.0		1.0							2.0								
Mangrovibacterium					1.0			1.0		2.0			2.0					1.0			2.0	
Rhodocytophaga					1.0										1.0			1.0				
Sulfuricurvum					1.0		1.0	1.0										1.0				
Desulfosarcina					2.0			1.0					4.0	2.0		6.0				1.0	6.0	
Desulfomonile					93.0			92.0		147.0			176.0	149.0		74.0				85.0		
Pseudoleptotrichia					1.0																	1.0
Candidatus Minimicrobia					10.0									1.0			8.0					7.0
Aquisphaera					2.0					4.0						1.0		7.0	2.0			
Botrimarina					1.0																	
Candidatus Velamenicoccus					1.0					1.0												
Kiritimatiella					1.0																	
Corallococcus					3.0										4.0							
Sandaracinus					1.0				1.0													
Alloacidobacterium					2.0										1.0				4.0			
Desulfurispirillum					1.0		1.0			2.0			1.0	1.0		1.0		4.0		2.0	2.0	
Pyramidobacter					1.0																	
Thermovirga					5.0																	
Halobiforma					1.0																	
Mannheimia						1.0											1.0					
Dyella						1.0				1.0			1.0	1.0		1.0				1.0		1.0
Ahniella						1.0				1.0										1.0		
Nitrobacter						4.0												1.0				
Phyllobacterium						2.0				1.0			1.0								1.0	
Methylocystis						1.0										1.0						
Phaeobacter						2.0							2.0			2.0		1.0				
Metabacillus						192.0											6.0					
Neobacillus						169.0		1.0		1.0	3.0	1.0			1.0		1726.0			1.0	1.0	2.0
Cytobacillus						103.0		1.0			1.0						1.0					
Gracilibacillus						14.0																
Aeribacillus						12.0																
Mesobacillus						8.0											6.0					
Pontibacillus						7.0																
Radiobacillus						2.0																
Siminovitchia						2.0																
Psychrobacillus						2.0																
Gottfriedia						1.0																
Rossellomorea						1.0											1.0					
Parageobacillus						1.0											4.0					
Cohnella						1.0													1.0			
Pullulanibacillus						325.0			1.0			1.0										
Mammaliicoccus						1.0	1.0								23.0							
Ureibacillus						1.0							8.0									
Alicyclobacillus						1.0									1.0		1.0			1.0	1.0	
Fructilactobacillus						2.0																
Mageeibacillus						1.0																
Anaerococcus						1.0																
Caldicellulosiruptor						1.0			2.0								2.0	1.0	1.0			
Cellulosimicrobium						1.0							1111.0				1.0	1.0				1.0
Prescottella						2.0							74.0									
Saccharothrix						1.0	6.0	6.0								1.0						
Crossiella						1.0																
Jiangella						1.0			1.0								1.0	1.0				
Kineococcus						1.0	4.0						1.0									
Euzebya						1.0									1.0							
Nostoc						1.0										1.0				1.0		
Capsulimonas						1.0							1.0		1.0							
Opitutus						1.0													1.0			
Pyxidicoccus						4.0	3.0		1.0						3.0		1.0		4.0			
Fretibacterium						1.0																
Thalassotalea							1.0	2.0		2.0			2.0			2.0		2.0				
Neptunomonas							2.0	1.0		1.0			2.0			2.0		1.0		2.0		
Venatoribacter							1.0						3.0	1.0		1.0				3.0	1.0	
Alloalcanivorax							2.0						5.0			4.0					2.0	
Oleiphilus							1.0						1.0									
Ectothiorhodospira							3.0	3.0		2.0			4.0	3.0		9.0		7.0		7.0		
Avibacterium							2.0															
Marinimicrobium							1.0									1.0						
Candidatus Vondammii							1.0						2.0									
Kangiella							1.0			1.0												
Oxalobacter							1.0	3.0		2.0			6.0					4.0			6.0	
Duodenibacillus							1.0	2.0					2.0	1.0		2.0		2.0			8.0	
Crenobacter							1.0			2.0						1.0		1.0			2.0	
Sulfurimicrobium							1.0	3.0		2.0			2.0			2.0		1.0			3.0	
Afipia							1.0															
Azorhizobium							1.0															
Phreatobacter							2.0										6.0		8.0			
Magnetospirillum							1.0	2.0		1.0			1.0	1.0		2.0						
Pararhodospirillum							1.0															
Amygdalobacter							1.0															
Flintibacter							1.0			4.0				1.0							1.0	2.0
Massilistercora							1.0	1.0								8.0		21.0			1.0	
Anaeromusa							1.0	1.0		2.0			1.0	2.0		4.0		5.0		3.0	5.0	
Clavibacter							7.0								2.0							
Embleya							2.0															
Alloactinosynnema							4.0															
Microbispora							3.0										3.0					
Parolsenella							10.0						5.0	9.0				7.0			2.0	
Gordonibacter							1.0	1.0			5.0		7.0			1.0		5.0		3.0	1.0	
Halarcobacter							3.0	5.0		12.0			27.0	3.0		2.0		1.0		2.0	5.0	
Wolinella							1.0			2.0			6.0			1.0						
Coprobacter							4.0	2.0		1.0			3.0					10.0			5.0	
Barnesiella							3.0	1.0		1.0								2.0			5.0	
Paludibacter							1.0	1.0					1.0							1.0	1.0	
Spirosoma							1.0															
Desulfococcus							4.0	2.0		1.0								2.0		2.0		
Candidatus Xiphinematobacter							1.0															
Mariniblastus							1.0															
Nannocystis							1.0															
Haliangium							1.0													1.0		
Candidatus Korobacter							1.0				2.0								1.0			
Methanomethylovorans							1.0	1.0						1.0		1.0						
Candidatus Fukatsuia								1.0											1.0			
Dongshaea								1.0					2.0					5.0		3.0	2.0	
Thiopseudomonas								2.0		2.0				2.0		1.0		1.0				
Moritella								1.0								1.0						
Thermomonas								2.0		1.0			3.0			1.0		2.0			2.0	
Rhodanobacter								1.0		1.0										1.0	1.0	2.0
Luteibacter								1.0		2.0			6.0	1.0			1.0				1.0	
Tahibacter								1.0						1.0								
Zymobacter								1.0						1.0						1.0		
Neptuniibacter								1.0														
Gynuella								2.0					1.0					2.0		1.0		
Pleionea								1.0					1.0					1.0				
Thiocystis								1.0										1.0				
Thermochromatium								1.0					1.0	1.0								
Sedimenticola								1.0													1.0	
Cellvibrio								2.0		8.0			5.0	4.0		5.0			257.0	1.0	3.0	
Piscirickettsia								1.0														
Wohlfahrtiimonas								1.0						1.0								
Zophobihabitans								1.0														
Mycoavidus								1.0														
Actimicrobium								1.0					1.0									
Turicimonas								1.0				1.0										
Iodobacter								1.0										1.0				
Denitromonas								1.0														
Fluviibacter								3.0										1.0		2.0	3.0	
Pannonibacter								7.0		3.0			4.0					4.0				
Mariluticola								1.0														
Qipengyuania								1.0					1.0									
Frigidibacter								7.0						2.0		4.0						
Jeotgalicoccus								1.0		1.0		1.0										
Sellimonas								1.0		1.0			7.0	6.0		3.0		6.0		1.0	5.0	
Cellulosilyticum								1.0		1.0										1.0		
Desulfitobacterium								1.0														
Dehalobacter								1.0		1.0								1.0			1.0	
Dehalobacterium								1.0		3.0				1.0							3.0	
Intestinibacter								1.0														
Tepidanaerobacter								1.0														
Monoglobus								1.0					2.0				1.0	6.0		1.0	1.0	
Turicibacter								1.0		1.0				1.0				1.0			1.0	
Frondihabitans								1.0														
Streptacidiphilus								2.0														2.0
Yinghuangia								1.0														
Allokutzneria								13.0	2.0											5.0		
Polymorphospora								5.0														
Allocoleopsis								1.0														
Fimbriimonas								1.0														
Poseidonibacter								1.0		10.0			16.0	2.0		1.0		1.0		1.0	16.0	
Petrimonas								6.0					1.0					3.0		3.0	3.0	
Winogradskyella								1.0		1.0			1.0	11.0								
Aegicerativicinus								1.0														
Pseudocnuella								2.0														
Desulfolutivibrio								1.0		1.0			1.0	1.0		1.0				1.0	1.0	
Syntrophotalea								1.0													1.0	
Trichlorobacter								2.0					1.0	2.0		1.0				2.0		
Desulfobacter								2.0		2.0				3.0		1.0				3.0	1.0	
Desulfarculus								5.0		3.0			3.0	2.0				10.0		5.0	3.0	
Holophaga								1.0												2.0		
Thermospira								4.0														
Pelagibacterium									9.0													
Pelagerythrobacter									22.0													
Neoasaia									3.0													
Ruegeria									3.0	1.0												
Hydrogenophilus									1.0										1.0			
Curtobacterium									1.0	2.0	2.0		7.0	3.0		5.0	2.0	1.0				
Glaciihabitans									2.0													
Actinosynnema									1.0													
Actinotignum									3.0													
Spirillospora									2.0											5.0		
Oceanithermus									1.0													
Pragia										1.0						1.0				2.0		
Parashewanella										1.0			2.0					1.0			1.0	
Lacimicrobium										1.0				1.0		1.0		1.0		1.0		
Alkalimarinus										1.0			2.0			1.0				2.0	1.0	
Thalassomonas										1.0			1.0	1.0		1.0		1.0		1.0		
Halotalea										2.0			1.0									
Candidatus Portiera										1.0												
Amphritea										1.0										1.0	1.0	
Methylogaea										1.0												
Methylotuvimicrobium										1.0			1.0								1.0	
Thiosocius										1.0						1.0						
Rodentibacter										1.0												
Thiomicrospira										1.0			1.0									
Salinisphaera										1.0				1.0		1.0				2.0	1.0	
Hylemonella										1.0			2.0									
Pigmentiphaga										1.0	2.0		3.0	2.0					1.0			
Leptothrix										1.0			1.0					1.0				
Morococcus										6.0												
Methyloversatilis										1.0								1.0				
Sulfuricella										1.0												
Nitrosospira										1.0			3.0							1.0	1.0	
Gallionella										1.0												
Candidatus Nitrotoga										1.0												
Ferriphaselus										1.0						1.0						
Tardiphaga										3.0						1.0					5.0	
Kaistia										1.0								1.0		1.0		
Cereibacter										2.0						3.0				3.0		
Gemmobacter										1.0						3.0				2.0		
Tabrizicola										1.0											1.0	
Niveispirillum										1.0												
Haematospirillum										1.0												
Oenococcus										3.0			1.0									
Niallia										3.0			1.0				5.0			1.0		
Allobacillus										1.0												
Paenalkalicoccus										1.0												
Wansuia										2.0				2.0		4.0		1.0			2.0	
Tyzzerella										1.0												
Chordicoccus										1.0												
Proteiniclasticum										1.0			1.0			3.0					2.0	
Amedibacterium										1.0								3.0		1.0	2.0	
Allocoprobacillus										1.0												
Gudongella										2.0			3.0								1.0	
Glutamicibacter										1.0				1.0								
Gulosibacter										3.0							6.0					
Miniimonas										1.0					4.0			4.0				
Actinacidiphila										1.0				2.0								
Acidipropionibacterium										3.0	3.0		4.0					9.0		5.0		
Halomicronema										1.0												
Draconibacterium										1.0								1.0				
Marnyiella										1.0												
Solitalea										1.0				1.0								
Phnomibacter										2.0												
Oceanidesulfovibrio										1.0												
Geomonas										1.0						1.0				1.0		
Syntrophus										1.0											1.0	
Caulifigura										1.0												
Candidatus Mycosynbacter										2.0						1.0						
Sphaerochaeta										1.0			2.0	1.0		1.0		2.0				
Micavibrio										1.0										1.0		
Methanospirillum										1.0			1.0									
Permianibacter											1.0		1.0				1.0				1.0	
Labrys											1.0		1.0									
Kaustia											1.0											
Stella											1.0											
Acutalibacter											1.0		1.0									
Humibacter											5.0											
Leptogranulimonas											1.0											
Paramuribaculum											2.0										1.0	
Variibacter												2.0										
Starkeya												5.0										
Blastochloris												5.0										
Actinocatenispora												1.0										
Frigoriglobus												4.0			2.0							
Aquirhabdus													1.0	1.0		1.0						
Psychrosphaera													1.0					1.0				
Methylomicrobium													1.0	2.0								
Candidatus Methylospira													1.0			3.0						
Caldichromatium													2.0									
Agarilytica													1.0		1.0					1.0		
Congregibacter													3.0					2.0				
Hydrogenovibrio													1.0							1.0		
Acidiferrobacter													2.0									
Thiohalobacter													1.0	2.0								
Limnobacter													5.0									
Robbsia													1.0									
Ephemeroptericola													1.0									
Inhella													2.0								1.0	
Azohydromonas													1.0								1.0	
Eleftheria													1.0							1.0	1.0	
Conchiformibius													1.0									
Propionivibrio													1.0	1.0								
Sulfuritalea													1.0									
Nitratireductor													1.0		8.0							
Chenggangzhangella													1.0									
Terricaulis													1.0									
Tsuneonella													8.0									
Rhodovulum													1.0	1.0								
Salipiger													14.0			1.0						
Leisingera													2.0									
Komagataeibacter													1.0			3.0		1.0				
Thalassobaculum													1.0									
Paramagnetospirillum													7.0					3.0				
Claveliimonas													1.0	2.0						1.0		
Marvinbryantia													1.0			2.0		1.0			2.0	
Pseudobutyrivibrio													1.0									
Caproicibacter													1.0					4.0				
Frigoribacterium													2.0									
Isoptericola													74.0							2.0		
Xylanimonas													6.0									
Oerskovia													3.0									
Paraoerskovia													2.0									
Luteimicrobium													3.0									
Ruania													1.0									
Solicola													88.0									
Flaviflexus													3.0									
Mycolicibacillus													6.0									
Moorena													2.0								1.0	
Brevefilum													1.0									
Helicobacter													1.0								1.0	
Carboxylicivirga													1.0	1.0								
Riemerella													1.0			1.0				1.0	2.0	
Belliella													1.0									
Algoriphagus													1.0									
Candidatus Electrothrix													1.0									
Chlamydia													1.0									
Geothrix													1.0									
Methanosphaera													1.0	1.0								
Nitrosopumilus													1.0					1.0				
Billgrantia														7.0						8.0		
Salinicola														1.0				1.0				
Allochromatium														1.0						1.0		
Wenzhouxiangella														1.0								
Thiothrix														2.0		2.0						
Candidatus Palibaumannia														1.0								
Duganella														3.0		1.0		14.0		1.0	8.0	
Rhizobacter														1.0								
Methylorubrum														1.0								
Aureimonas														1.0				1.0	4.0	1.0		
Blastomonas														3.0								
Rhizorhabdus														7.0								
Evansella														1.0								
Macrococcus														2.0								
Petroclostridium														1.0		1.0						
Ktedonosporobacter														2.0								
Desulfuromusa														1.0								
Acidobacterium														1.0								
Candidatus Babela														1.0								
Cloacibacillus														1.0				3.0				
Candidatus Regiella															4.0					1.0	1.0	
Lichenihabitans															3.0							
Altererythrobacter															16.0	1.0			8.0			
Candidatus Fonsibacter															1.0							
Microcella															1.0							
Actinoalloteichus															1.0							
Parascardovia															2.0							
Ilumatobacter															3.0							
Suicoccus															1.0							
Leptolyngbya															1.0	1.0	1.0					1.0
Adhaeribacter															1.0							
Niabella															1.0							
Flavisolibacter															1.0					2.0		
Limnoglobus															1.0		2.0					
Lacipirellula															2.0	1.0				1.0		
Candidatus Kuenenia															1.0							
Ereboglobus															1.0	2.0		1.0				
Synoicihabitans															1.0							
Chloracidobacterium															3.0	1.0						
Candidatus Haliotispira															1.0							
Succinivibrio																1.0					1.0	
Salinimonas																1.0		2.0				
Catenovulum																1.0						
Planctobacterium																1.0						
Kushneria																1.0						
Reinekea																1.0						
Candidatus Thiodiazotropha																1.0						
Simiduia																1.0					1.0	
Silvimonas																1.0						
Liberibacter																1.0						
Pleomorphomonas																5.0		3.0		2.0		
Pseudosulfitobacter																4.0						
Ethanoligenens																2.0						
Filifactor																1.0						
