name	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
Caulobacter	3.0		5.0	16.0	8.0	1.0	2.0	4.0	9.0	2.0		12.0	5.0	1.0	6.0	3.0	3.0	3.0	2.0		3.0	
Asticcacaulis	2.0											1.0										
Phenylobacterium	1.0	3.0	3.0				3.0	3.0		1.0			14.0		21.0	4.0		5.0	1.0	1.0	1.0	
Pseudoroseomonas	6.0		6.0																			
Acidiphilium	2.0						2.0	13.0		10.0			3.0	5.0		15.0		7.0	1.0	8.0	26.0	
Acetobacter	2.0						1.0			1.0				1.0		8.0	1.0	3.0				
Roseomonas	1.0	1.0	1.0				2.0						5.0	2.0	39.0	1.0	27.0	1.0	1.0	1.0	1.0	
Azospirillum	6.0		2.0	4.0	10.0	41.0	6.0	5.0	5.0	3.0	2.0	5.0	20.0	5.0	16.0	3.0	8.0	1.0	9.0	3.0	11.0	7.0
Thalassospira	1.0						1.0	1.0		3.0			1.0	1.0		3.0		7.0		3.0	1.0	
Paracoccus	5.0		41.0	1.0	27.0		16.0	19.0	58.0	19.0			51.0	44.0	6.0	56.0		55.0	22.0	44.0	31.0	1.0
Rhodobacter	7.0							1.0						3.0				9.0				
Sulfitobacter	5.0		1.0										2.0							1.0		
Antarctobacter	1.0												1.0									
Acidithiobacillus	1.0					1.0	1.0	3.0		18.0			4.0		1.0	14.0		7.0		6.0	16.0	
Lactococcus	1827476.0	3659.0	203039.0	2757.0	1703235.0	2900.0	239405.0	849755.0	2098.0	955565.0	2433.0	1662.0	1230076.0	1317804.0	2421.0	257589.0	3074.0	378726.0	1631.0	767601.0	656053.0	1578.0
Streptococcus	10368.0	1422.0	2834.0	1440.0	14840.0	2645.0	2580.0	9205.0	6000.0	14435.0	1856.0	642.0	14336.0	13997.0	2258.0	6260.0	5514.0	7518.0	72.0	7198.0	11684.0	1489.0
Enterococcus	19474.0	17.0	396.0	9.0	6461.0	44.0	409.0	1381.0	10.0	1738.0	11.0	13.0	2151.0	1975.0	12.0	673.0	5.0	641.0	2.0	1439.0	1319.0	2.0
Vagococcus	646.0	1.0	9.0		250.0		34.0	107.0		203.0			241.0	75.0		33.0		32.0		60.0	86.0	
Tetragenococcus	40.0		2.0		58.0		3.0	12.0		10.0			22.0	9.0		12.0		3.0		9.0	10.0	
Leuconostoc	1447.0		54.0		927.0		87.0	261.0		397.0	1.0		344.0	302.0	1.0	148.0		198.0		426.0	288.0	1.0
Lactiplantibacillus	1104.0	2.0	66.0	2.0	795.0	1.0	101.0	317.0		437.0	1.0		485.0	469.0		163.0	2.0	160.0		421.0	256.0	
Latilactobacillus	688.0	1.0	27.0	1.0	417.0		26.0	66.0	1.0	92.0			77.0	100.0		16.0		26.0		76.0	52.0	
Lacticaseibacillus	239.0		14.0		172.0		45.0	88.0		145.0		1.0	147.0	167.0	1.0	37.0	1.0	60.0		85.0	78.0	
Lactobacillus	199.0		10.0		119.0	77.0	29.0	57.0		97.0			106.0	140.0		45.0	1.0	216.0		95.0	94.0	1.0
Weissella	124.0		1.0		132.0		23.0	53.0		92.0			103.0	81.0	1.0	57.0		19.0		113.0	50.0	1.0
Ligilactobacillus	120.0		2.0		106.0		24.0	129.0	18.0	122.0	1.0	1.0	150.0	111.0		49.0	1.0	34.0		62.0	92.0	1.0
Pediococcus	638.0		64.0		1354.0		51.0	127.0		99.0			55.0	47.0		16.0		111.0		318.0	515.0	
Limosilactobacillus	210.0			1.0	210.0	15.0	16.0	51.0	1.0	128.0			161.0	127.0		37.0	1.0	81.0		63.0	44.0	
Loigolactobacillus	48.0		1.0		18.0		9.0	39.0		67.0			36.0	78.0		17.0		5.0		16.0	3.0	
Liquorilactobacillus	18.0		2.0		28.0		4.0	5.0		6.0		1.0	12.0	15.0		2.0				8.0	5.0	
Levilactobacillus	20.0				8.0		1.0	4.0		7.0			27.0	11.0		1.0		3.0		12.0	13.0	
Lentilactobacillus	14.0				11.0		1.0	3.0					9.0			1.0		1.0		9.0	2.0	
Companilactobacillus	10.0				12.0		2.0	2.0		1.0			4.0	3.0		1.0				3.0	2.0	
Amylolactobacillus	7.0				19.0			11.0		10.0	1.0		10.0	13.0		1.0		1.0		2.0		
Paucilactobacillus	7.0				12.0		1.0	8.0		12.0			16.0	13.0		4.0				5.0	4.0	
Secundilactobacillus	2.0				1.0									1.0								
Lapidilactobacillus	1.0				2.0																	
Trichococcus	334.0		10.0	1.0	130.0	1.0	58.0	238.0	2.0	349.0			273.0	169.0	2.0	372.0	4.0	356.0	1.0	606.0	1074.0	
Carnobacterium	165.0		5.0		98.0		7.0	18.0		14.0			37.0	16.0		3.0		13.0		18.0	21.0	
Granulicatella	113.0	51.0	63.0	64.0	111.0	102.0	2.0	33.0		181.0	126.0	54.0	72.0	25.0	77.0	32.0	118.0	83.0	1.0	20.0	154.0	86.0
Jeotgalibaca	25.0		2.0		32.0		8.0	25.0		33.0			56.0	43.0		17.0		21.0		21.0	41.0	
Dolosigranulum	7.0				3.0	1.0		4.0		2.0	1.0		2.0	3.0			4.0			4.0	1.0	
Abiotrophia	32.0	2.0	1.0	57.0	4.0	2.0	2.0	12.0	12.0	251.0	6.0	12.0	35.0	2.0		44.0	3.0		1.0	10.0	231.0	2.0
Aerococcus	31.0		1.0		34.0		2.0	2.0		10.0			13.0	11.0		7.0		30.0		9.0	10.0	
Ignavigranum	1.0				1.0																	
Fundicoccus	1.0				2.0		1.0	1.0		2.0			2.0	6.0		1.0		1.0		3.0	2.0	
Kurthia	4728.0	2.0	4.0	3.0	82.0		24.0	78.0	1.0	102.0	3.0		150.0	211.0	2.0	55.0	1.0	28.0		65.0	123.0	
Planococcus	1.0		1.0			1.0				1.0			2.0			1.0						
Solibacillus	1.0																					
Peribacillus	2491.0	1895.0	1973.0	1644.0	1584.0	3805118.0	1082.0	3105.0	1127.0	1088.0	1180.0	1179.0	10.0	21.0	9.0	12.0	19.0	2361.0	2.0	13.0	10.0	5.0
Bacillus	268.0	5.0	4.0	13.0	231.0	8043.0	140.0	112.0	9.0	223.0	3.0	181.0	404.0	295.0	4.0	126.0	37.0	276.0	4.0	240.0	337.0	2.0
Priestia	3.0		4.0	5.0	6.0	638.0	8.0	3.0	1.0	6.0	1.0		15.0	10.0	1.0	5.0	85.0	1.0		5.0	6.0	
Lysinibacillus	3.0		7.0	1.0	2.0	50.0		1.0		2.0			1.0	1.0		1.0	1.0	1.0		5.0		
Virgibacillus	1.0																					
Amphibacillus	1.0				1.0			1.0					2.0	2.0						2.0	1.0	
Listeria	240.0		3.0	1.0	198.0	2.0	48.0	76.0		165.0	1.0		355.0	221.0	1.0	89.0		48.0	1.0	103.0	142.0	
Brochothrix	14.0				18.0			5.0		12.0			19.0	13.0		1.0		1.0	1.0	6.0	5.0	
Staphylococcus	157.0	19.0	35.0	55.0	1508.0	112.0	10.0	26.0	29.0	41.0	5.0	21.0	350.0	86.0	307.0	90.0	1938.0	102.0	34.0	39.0	66.0	20.0
Exiguobacterium	78.0		3964.0	2.0	359.0	4.0	2.0	3.0	1.0	19.0		1.0	140.0	13.0	4.0	683.0	1.0	79.0	1.0	63.0	64.0	
Gemella	37.0	20.0	3.0	146.0	219.0	37.0		7.0		12.0	520.0	44.0	34.0	6.0	3.0	109.0	226.0	31.0	3.0	8.0	2.0	460.0
Paenibacillus	11.0	1.0	7.0		11.0	246.0	14.0	14.0	1.0	17.0	4.0		16.0	23.0	2.0	10.0	11.0	13.0	16334.0	20.0	11.0	5.0
Brevibacillus	16.0	9.0	3.0	4.0	6.0	16639.0	6.0	12.0	9.0	8.0	4.0	8.0					1.0	14.0	7.0			
Sporolactobacillus	2.0				5.0					1.0			1.0								1.0	
Blautia	141.0		5.0		64.0		33.0	186.0		243.0	1.0		274.0	183.0		324.0	4.0	300.0		78.0	329.0	16.0
Agathobacter	69.0		2.0		39.0		146.0	210.0		140.0	3.0	7.0	231.0	97.0	3.0	170.0		397.0		47.0	458.0	6.0
Mediterraneibacter	48.0		2.0		39.0		26.0	71.0		90.0	2.0		115.0	72.0	4.0	102.0	1.0	212.0		78.0	160.0	1.0
Stomatobaculum	35.0	4.0		7.0	5.0			13.0		1.0	49.0	1.0	39.0			6.0	1.0			10.0		29.0
Coprococcus	24.0				12.0		17.0	21.0		52.0			42.0	30.0		41.0		164.0		9.0	108.0	
Dorea	17.0			1.0	8.0		19.0	33.0		27.0			59.0	17.0		57.0		72.0		24.0	71.0	
Roseburia	11.0	1.0			5.0		15.0	24.0		24.0	8.0		36.0	13.0		23.0		87.0		17.0	87.0	
Enterocloster	8.0		1.0		4.0		2.0	3.0		3.0			6.0	5.0		6.0		8.0		1.0	18.0	
Anaerobutyricum	9.0				2.0		3.0	13.0		11.0			20.0	7.0		23.0		11.0		2.0	24.0	
Anaerostipes	9.0				2.0		1.0	12.0		12.0			26.0	9.0		37.0		18.0		13.0	23.0	
Lachnoanaerobaculum	7.0		1.0	1.0	4.0	16.0		3.0			10.0		2.0			1.0		12.0		1.0		10.0
Simiaoa	6.0				2.0		11.0	6.0		22.0		7.0	41.0	9.0	5.0	16.0		129.0		4.0	60.0	
Lachnoclostridium	4.0				2.0		5.0	6.0		3.0		2.0	7.0	5.0		3.0		16.0		7.0	14.0	1.0
Kineothrix	2.0						1.0	2.0		3.0	1.0		5.0	10.0		1.0		1.0		4.0		
Petrocella	20.0		1.0		11.0	1.0		7.0		14.0			12.0	10.0		2.0		4.0		19.0	13.0	
Anaerotignum	18.0		6.0		15.0		2.0	17.0		14.0			9.0	20.0		4.0		12.0		4.0	8.0	
Faecalibacterium	136.0	12.0	4.0	3.0	147.0	2.0	127.0	235.0		358.0	15.0	5.0	354.0	155.0	4.0	341.0		823.0		261.0	735.0	3.0
Ruminococcus	87.0		7.0		130.0		11.0	79.0		73.0	1.0		97.0	101.0		120.0		185.0	1.0	81.0	110.0	2.0
Vescimonas	7.0				1.0		3.0	3.0		9.0		4.0	16.0	10.0		12.0		74.0		9.0	26.0	
Ruthenibacterium	5.0						1.0	6.0		1.0			7.0	3.0		6.0		14.0		1.0	18.0	
Flavonifractor	4.0	2.0			1.0		5.0	8.0		15.0			18.0	6.0	2.0	6.0		15.0		3.0	16.0	
Anaerotruncus	2.0							1.0					2.0			2.0		4.0		2.0	2.0	
Pusillibacter	2.0						2.0			2.0			6.0	4.0		4.0		8.0			2.0	
Subdoligranulum	2.0							1.0		3.0			9.0	3.0				6.0			6.0	
Dysosmobacter	12.0						17.0	13.0		17.0			14.0	7.0		18.0		35.0		5.0	24.0	
Oscillibacter	6.0							2.0			3.0		23.0	7.0		7.0		29.0		7.0	38.0	
Ruminiclostridium	1.0				1.0		1.0															
Solibaculum	1.0																	7.0		1.0	8.0	
Lawsonibacter	1.0				6.0		2.0	7.0		7.0			7.0	7.0		6.0		8.0		1.0	8.0	
Caproicibacterium	1.0	2.0	1.0		5.0			1.0		2.0	2.0		2.0	2.0		4.0		3.0		1.0	2.0	5.0
Clostridium	13.0		5.0		4.0	3.0	5.0	21.0		8.0			6.0	10.0	4.0	20.0		16.0		19.0	41.0	
Hungatella	2.0							2.0		4.0			2.0	1.0		1.0		1.0		1.0	2.0	
Caloramator	1.0					4.0															1.0	
Eubacterium	16.0		3.0		4.0	1.0	7.0	6.0	1.0	11.0	1.0		16.0	15.0		10.0		24.0		1.0	18.0	4.0
Intestinimonas	2.0						3.0	2.0		2.0			11.0	1.0		2.0		6.0		1.0	11.0	
Proteiniborus	1.0						2.0	7.0		7.0			3.0	21.0								
Sinanaerobacter	1.0																					
Butyricicoccus	1.0													1.0								
Agathobaculum	1.0						1.0															
Aristaeella	2.0	2.0			1.0					2.0	2.0		2.0	2.0							2.0	3.0
Clostridioides	6.0				2.0		1.0	3.0		1.0			1.0			5.0		7.0			3.0	
Terrisporobacter	2.0				7.0		1.0	1.0		1.0				1.0						1.0		
Romboutsia	1.0							4.0					1.0			4.0		4.0			3.0	
Peptoclostridium	8.0		1.0		4.0		1.0	5.0		3.0			11.0	2.0		8.0		9.0		2.0	1.0	
Acetoanaerobium	4.0		1.0		3.0		3.0	3.0		9.0			7.0	11.0		9.0		10.0		6.0	4.0	
Mogibacterium	2.0	10.0		3.0	15.0	24.0			3.0	1.0	127.0	6.0		4.0	1.0	2.0	11.0	13.0	2.0		1.0	89.0
Geosporobacter	1.0				1.0			1.0					1.0			1.0				1.0		
Veillonella	363.0	182.0	105.0	85.0	188.0	38.0	9.0	119.0	8.0	358.0	374.0	83.0	183.0	158.0	100.0	96.0	151.0	28.0	3.0	72.0	269.0	274.0
Dialister	74.0		1.0		18.0	1.0	5.0	33.0		13.0			26.0	16.0		21.0		18.0		12.0	20.0	
Megasphaera	4.0				1.0					3.0			2.0	1.0				1.0		3.0	3.0	
Phascolarctobacterium	36.0		2.0		16.0		6.0	15.0		35.0			46.0	13.0		28.0	1.0	56.0		10.0	101.0	
Acidaminococcus	2.0				2.0		1.0	1.0		4.0			5.0	3.0		3.0		3.0		2.0	9.0	
Sporomusa	6.0				1.0			1.0					1.0	3.0				1.0				
Pectinatus	4.0							2.0		1.0			2.0	2.0		7.0				2.0	2.0	
Megamonas	1.0				1.0			6.0		1.0			4.0	2.0		4.0						
Selenobaculum	1.0							1.0								1.0						
Erysipelothrix	75.0		4.0		35.0		5.0	56.0		23.0			67.0	22.0		9.0		15.0		5.0	24.0	
Solobacterium	78.0		9.0	3.0	17.0	12.0		5.0		1.0	18.0	12.0	65.0		10.0	1.0	18.0	7.0				25.0
Thomasclavelia	8.0				2.0		1.0	9.0		2.0	1.0		9.0	7.0		2.0		11.0		2.0	12.0	
Catenibacterium	3.0				1.0			4.0		2.0			5.0	3.0		6.0		17.0		6.0	7.0	
Faecalibacillus	2.0				2.0		1.0	2.0		1.0			9.0	1.0		5.0		11.0			7.0	
Peptoniphilus	6.0				26.0		2.0	9.0		16.0			13.0	12.0		3.0		6.0		7.0	8.0	
Helcococcus	2.0									1.0												
Rothia	1349.0	359.0	3089.0	1258.0	3534.0	2262.0	105.0	228.0	1715.0	1831.0	1620.0	251.0	1264.0	272.0	3255.0	746.0	3441.0	1901.0	133.0	184.0	1463.0	1147.0
Arthrobacter	4.0		1.0	1.0		1.0	15.0	1.0	2.0	2.0	5.0		5.0	1.0	1.0		2.0	1.0	14.0		2.0	1.0
Kocuria	3.0		5.0	2.0	1.0	12.0	25.0	2.0	8.0	1.0	2.0			4.0	4.0	4.0	1.0	3.0	13.0	12.0		12.0
Pseudarthrobacter	2.0				1.0	2.0	5.0		1.0						1.0		1.0		1.0			1.0
Micrococcus	2.0	10.0	7.0		3.0	11.0	25.0	1.0		2.0	1.0		5.0	5.0	1.0	6.0		2.0		7.0		
Microbacterium	10.0	2.0	1.0	16.0	10.0	1.0	9.0	7.0	6.0	5.0	1.0		789.0	8.0	34.0	22.0	2.0	23.0	1.0	13.0	6.0	
Agrococcus	16.0			1.0	12.0			9.0			8.0		6.0				5.0	4.0				
Agromyces	1.0				1.0		19.0						7.0									
Leucobacter	3.0		4.0										7.0					5.0				
Leifsonia	1.0		3.0				1.0				4.0		2.0	1.0	9.0	1.0						
Dermacoccus	10.0		19.0	42.0	13.0	31.0	59.0	5.0	93.0	6.0	6.0	20.0	16.0	16.0	16.0	10.0	20.0	11.0	105.0	2.0	1.0	21.0
Demequina	1.0		1.0		1.0																1.0	
Sanguibacter	1.0									1.0			1.0						3.0	3.0		
Schaalia	317.0	817.0	101.0	193.0	766.0	153.0	20.0	912.0	5.0	86.0	1101.0	384.0	248.0	587.0	100.0	123.0	694.0	133.0	12.0	664.0	57.0	777.0
Actinomyces	45.0	27.0	528.0	118.0	210.0	741.0	5.0	58.0	29.0	40.0	53.0	103.0	37.0	8.0	784.0	102.0	205.0	538.0	25.0	43.0	38.0	44.0
Bifidobacterium	155.0		9.0	1.0	65.0	1.0	57.0	102.0	2.0	119.0			188.0	96.0	4.0	204.0	3.0	185.0	7.0	86.0	179.0	
Gardnerella	1.0		1.0											2.0					1.0	2.0		
Streptomyces	124.0	39.0	88.0	118.0	200.0	60.0	366.0	159.0	56.0	110.0	55.0	50.0	412.0	146.0	155.0	237.0	104.0	181.0	108.0	188.0	148.0	60.0
Mycobacterium	40.0	95.0	86.0	106.0	102.0	29.0	113.0	74.0	37.0	4.0	62.0	46.0	32.0	47.0	99.0	66.0	114.0	16.0	79.0	54.0	2.0	31.0
Mycolicibacterium	22.0	28.0	65.0	45.0	12.0	36.0	6.0	61.0	35.0	29.0	20.0	9.0	29.0	41.0	70.0	74.0	13.0	56.0	10.0	69.0	26.0	34.0
Rhodococcus	10.0		1.0	2.0	12.0	1.0	2.0	1.0	3.0		16.0	10.0	8.0	10.0	8.0	3.0	1.0		23.0			4.0
Nocardia	2.0	4.0			2.0	1.0	6.0		1.0				1.0	1.0	1.0	2.0	1.0	1.0		3.0	1.0	1.0
Corynebacterium	6.0	1.0	6.0	4.0	27.0	96.0	2.0	2.0	8.0		9.0	4.0	17.0	6.0		39.0	25.0	8.0	44.0	2.0	2.0	13.0
Tessaracoccus	10.0		3.0	1.0	5.0	1.0	27.0	10.0		13.0			32.0	13.0		57.0		43.0		28.0	7.0	
Propioniciclava	10.0				10.0			25.0		8.0			12.0	7.0		30.0		7.0		14.0	4.0	
Cutibacterium	4.0	3.0	24.0	9.0	10.0	17.0	38.0	9.0	30.0		8.0	19.0	21.0	17.0	7.0	22.0	17.0	8.0	33.0	11.0	8.0	4.0
Brooklawnia	4.0							10.0		1.0			3.0	2.0		11.0		13.0		6.0	1.0	
Propionibacterium	1.0		3.0		21.0		22.0					7.0			7.0		12.0					
Microlunatus	1.0	1.0	6.0	8.0	5.0		23.0					1.0	4.0		4.0	6.0	6.0	2.0	8.0	4.0	5.0	
Arachnia	1.0		1.0	6.0		2.0	2.0				1.0	9.0		1.0	5.0	2.0	1.0		1.0			2.0
Nocardioides	21.0	5.0	64.0	75.0	24.0	16.0	56.0	16.0	22.0	11.0	25.0	24.0	160.0	14.0	89.0	56.0	31.0	17.0	51.0	19.0	8.0	24.0
Friedmanniella	2.0			2.0				2.0				3.0			4.0							3.0
Geodermatophilus	14.0	27.0	54.0	43.0	20.0	33.0	108.0	20.0	34.0	1.0	6.0	7.0	26.0	9.0	215.0	37.0	28.0	24.0	56.0	19.0		6.0
Blastococcus	14.0	6.0	13.0	11.0	7.0	11.0	17.0	2.0	7.0	2.0	14.0	15.0	7.0	9.0	49.0	13.0	9.0	6.0	78.0	3.0	2.0	14.0
Modestobacter	13.0	12.0	13.0	18.0	10.0	3.0	17.0	4.0	2.0	6.0	7.0	4.0	10.0	3.0	21.0	6.0	2.0	10.0		6.0	2.0	2.0
Actinoplanes	16.0	6.0	10.0	16.0	25.0	14.0	26.0	16.0	3.0	4.0	9.0	6.0	14.0	3.0	68.0	16.0	2.0	6.0	20.0	11.0	2.0	7.0
Micromonospora	4.0	2.0	19.0	7.0	2.0	10.0	41.0	16.0	17.0	19.0	9.0	14.0	3.0	14.0	83.0	6.0	5.0	27.0	21.0	24.0	11.0	7.0
Actinomycetospora	9.0		8.0	10.0	3.0	1.0		2.0			5.0	2.0	109.0		10.0	15.0	8.0		3.0	3.0		9.0
Pseudonocardia	7.0	8.0	9.0	13.0	13.0	7.0	36.0	5.0	11.0	4.0	12.0	11.0	27.0	6.0	22.0	11.0	11.0	11.0	36.0	4.0	4.0	9.0
Amycolatopsis	2.0	7.0	31.0	70.0	22.0	11.0	33.0	16.0	26.0	9.0	19.0	9.0	1.0	4.0	52.0	41.0	20.0	7.0	46.0	9.0	6.0	4.0
Protofrankia	5.0				4.0			6.0		8.0			6.0	10.0	1.0	10.0		5.0		2.0	15.0	
Pseudofrankia	1.0				1.0													1.0				
Nonomuraea	2.0	2.0	2.0		9.0	2.0	16.0	3.0	1.0						2.0	2.0	4.0	2.0	7.0	2.0		
Jatrophihabitans	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0			3.0				2.0	2.0	1.0	1.0	2.0			1.0
Nakamurella	1.0												4.0			9.0		7.0		10.0	2.0	
Slackia	16.0		2.0		1.0								7.0									
Adlercreutzia	9.0						8.0	5.0		2.0			7.0	5.0		3.0		10.0			9.0	
Eggerthella	4.0				3.0		1.0	7.0		3.0	1.0		11.0	7.0		1.0		8.0			9.0	
Collinsella	44.0				37.0		112.0	96.0		93.0			192.0	71.0		101.0	2.0	199.0		40.0	187.0	4.0
Lancefieldella	1.0	22.0	8.0	1.0	69.0	13.0	1.0	1.0			29.0	26.0	1.0	17.0	2.0	1.0	66.0	10.0		1.0		22.0
Parafannyhessea	2.0																					
Conexibacter	6.0	19.0	11.0	18.0	14.0	5.0	35.0	9.0	16.0	10.0	33.0	29.0	14.0	11.0	47.0	11.0	18.0	16.0	17.0	9.0	11.0	18.0
Baekduia	11.0	5.0	28.0	20.0	21.0	14.0	12.0	1.0	12.0	14.0	11.0	28.0	9.0	5.0	42.0	13.0	13.0	10.0	24.0	10.0	10.0	6.0
Capillimicrobium	5.0	9.0	16.0	13.0	14.0	4.0	6.0	6.0	26.0	4.0	9.0	5.0	9.0	3.0	30.0	13.0	5.0	3.0	32.0	9.0		10.0
Rubrobacter	6.0	4.0	10.0	9.0	9.0	13.0	12.0	6.0	11.0	3.0	15.0	2.0	2.0	3.0	24.0	5.0	6.0	8.0	11.0	4.0	5.0	19.0
Actinomarinicola	1.0						2.0					4.0				1.0			4.0			1.0
Synechocystis	19.0		6.0		4.0	1.0																
Richelia	9.0				7.0	1.0	4.0	19.0		22.0			35.0	24.0		2.0		11.0		1.0	23.0	
Oscillatoria	5.0		1.0				6.0		6.0		1.0	1.0	2.0		2.0			1.0	6.0			
Pseudanabaena	1.0																					
Deinococcus	2.0	1.0	3.0	1.0										2.0		1.0	1.0		1.0		2.0	
Bacteroides	2056.0	19.0	60.0	3.0	521.0	9.0	605.0	1902.0	5.0	1606.0	55.0	36.0	2276.0	1127.0	44.0	1836.0	7.0	3222.0	5.0	1414.0	4138.0	35.0
Phocaeicola	642.0	7.0	9.0	2.0	119.0	1.0	193.0	376.0	288.0	420.0	6.0	5.0	659.0	182.0	9.0	369.0	5.0	622.0		97.0	877.0	5.0
Prevotella	2206.0	132.0	215.0	108.0	771.0	1440.0	23.0	36.0	28.0	69.0	1588.0	598.0	1470.0	149.0	235.0	143.0	760.0	1309.0	19.0	59.0	359.0	1233.0
Segatella	60.0		11.0	2.0	53.0	14.0	73.0	103.0	1.0	150.0		1.0	221.0	76.0	9.0	131.0	3.0	212.0		46.0	342.0	1.0
Paraprevotella	20.0				1.0		3.0	4.0		13.0			12.0	4.0		17.0		37.0		1.0	20.0	
Hoylesella	1.0		1.0	1.0	1.0	1.0					7.0	2.0	1.0		2.0		2.0	4.0				3.0
Parabacteroides	374.0	15.0	8.0	1.0	95.0		72.0	301.0		278.0	8.0	10.0	366.0	134.0	6.0	199.0	1.0	367.0		83.0	396.0	9.0
Tannerella	2.0				4.0	1.0					65.0					1.0	7.0					59.0
Alistipes	69.0	5.0	3.0		9.0	2.0	41.0	49.0		68.0	5.0		111.0	29.0	1.0	89.0	2.0	477.0	1.0	23.0	357.0	1.0
Acetobacteroides	1.0				1.0		2.0	3.0		1.0			5.0	2.0		4.0				4.0	7.0	
Dysgonomonas	26.0				5.0		2.0	13.0		3.0			11.0	4.0		1.0		5.0			8.0	
Proteiniphilum	1.0				1.0	1.0	1.0			2.0		16.0	2.0	3.0		1.0					3.0	
Porphyromonas	12.0		15.0	14.0	9.0	1.0					48.0		8.0	1.0	12.0	5.0	4.0	1.0		1.0	3.0	26.0
Macellibacteroides	9.0				10.0		6.0	16.0		26.0			39.0	9.0		5.0		19.0		25.0	31.0	
Butyricimonas	9.0	3.0	1.0		1.0		5.0	13.0		4.0			15.0	6.0	2.0	21.0		28.0		4.0	48.0	1.0
Odoribacter	7.0	1.0	1.0		4.0		9.0	9.0		9.0			26.0	6.0		14.0		52.0		3.0	39.0	
Muribaculum	1.0		1.0					3.0		1.0	1.0	2.0	2.0			1.0		3.0			3.0	
Duncaniella	1.0									1.0	1.0	1.0			1.0						1.0	
Cloacibacterium	863.0	2.0	17.0	1.0	254.0		193.0	445.0	1.0	778.0	1.0		1420.0	418.0		219.0		531.0		368.0	996.0	3.0
Empedobacter	334.0		1.0		78.0		35.0	103.0		188.0			424.0	35.0	1.0	13.0		39.0		11.0	125.0	
Chryseobacterium	153.0		11.0	2.0	33.0	1.0	113.0	22.0	27.0	47.0		2.0	83.0	20.0	3.0	17.0	29.0	26.0		16.0	47.0	108.0
Epilithonimonas	46.0		1.0		18.0	1.0	5.0	27.0		26.0			41.0	6.0		7.0		26.0		8.0	32.0	
Kaistella	4.0				1.0					1.0			1.0			1.0		2.0		2.0	2.0	
Elizabethkingia	31.0				5.0		3.0	7.0		7.0			15.0	3.0		1.0		4.0		4.0	6.0	
Ornithobacterium	1.0												1.0					1.0				
Bergeyella	1.0							2.0		3.0			3.0	3.0				2.0			1.0	
Cruoricaptor	1.0									1.0	2.0		4.0					1.0			2.0	1.0
Faecalibacter	1.0				2.0			2.0		2.0			2.0								1.0	
Flavobacterium	909.0	1.0	2.0	1.0	138.0		13.0	34.0		34.0	1.0		91.0	17.0		44.0	1.0	92.0		15.0	76.0	
Amniculibacterium	11.0				1.0		1.0			1.0			3.0			2.0		4.0			2.0	
Myroides	7.0				1.0		2.0			2.0			4.0	2.0		1.0		1.0			1.0	
Paenimyroides	21.0									9.0												
Mariniflexile	2.0				1.0																	
Capnocytophaga	1.0		11.0	8.0	5.0	42.0	1.0	7.0	1.0	1.0	130.0	3.0			14.0	3.0	3.0	42.0	3.0	5.0	1.0	106.0
Cellulophaga	1.0																					
Sphingobacterium	7.0						2.0	15.0		7.0			6.0	6.0		7.0			2.0	3.0	3.0	
Pseudopedobacter	2.0												1.0									
Runella	1.0																					
Dyadobacter	1.0										1.0				1.0							
Hymenobacter	1.0	4.0		3.0				1.0	1.0			8.0		4.0	2.0					1.0		3.0
Haliscomenobacter	1.0																					
Chlorobium	1.0													1.0								
Gemmatirosa	1.0	4.0	3.0	5.0	2.0	4.0	3.0	1.0	7.0	1.0	6.0				12.0	2.0	2.0	2.0	1.0		2.0	3.0
Aliarcobacter	1355.0	18.0	18.0	5.0	815.0	9.0	3651.0	10943.0	8.0	10667.0	12.0	4.0	37678.0	6729.0	30.0	4039.0	27.0	2791.0	12.0	6964.0	8359.0	26.0
Arcobacter	175.0		1.0		167.0		479.0	848.0	1.0	943.0	1.0		5205.0	637.0	2.0	587.0	6.0	668.0		828.0	2167.0	1.0
Malaciobacter	2.0				7.0		10.0	12.0		13.0			40.0	8.0		8.0		6.0		8.0	22.0	1.0
Sulfurospirillum	19.0				5.0		18.0	46.0		25.0			123.0	74.0		5.0		10.0		37.0	47.0	
Campylobacter	1.0	1.0			3.0	5.0		8.0	1.0	1.0	6.0		4.0	1.0	1.0	1.0		2.0	1.0	3.0	12.0	2.0
Sulfurimonas	1.0				2.0		4.0	9.0		9.0			34.0	6.0		2.0		4.0		2.0	8.0	
Desulfovibrio	15.0	1.0			4.0	1.0	15.0	43.0		38.0			68.0	28.0		32.0		49.0		28.0	41.0	
Pseudodesulfovibrio	34.0		1.0		52.0		15.0	30.0		46.0			42.0	36.0		39.0		48.0		47.0	43.0	
Oleidesulfovibrio	12.0				20.0		17.0	32.0		21.0			22.0	28.0		53.0		50.0		56.0	17.0	
Nitratidesulfovibrio	1.0		1.0				1.0	6.0		8.0			5.0	1.0		2.0		1.0		3.0	2.0	
Solidesulfovibrio	1.0													1.0		1.0						
Desulfomicrobium	1.0				3.0					2.0			2.0	1.0		1.0		1.0				
