Contig	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
contig_17470	77.07	30.27	86.7	52.5	130.0	22.98	12.48	77.2	35.04	96.69	83.4	40.42	87.02	73.53	12.68	61.07	77.13	68.63	113.4	49.84	75.13	44.74
contig_17478	91.32	15.08	86.78	86.99	150.5	2.955	16.07	87.57	38.9	108.6	24.84	14.97	88.71	74.79	26.01	59.15	101.8	59.02	44.7	44.57	82.47	47.28
contig_17800	17.25	12.48	42.97	36.36	19.51	18.03	4.58	20.83	20.79	20.47	28.58	2.08	28.23	28.33	19.68	53.57	35.9	40.23	41.69	31.48	42.42	18.23
contig_18020	68.75	0.2044	1.849	0.2392	46.26	0.08656	1.603	20.08	0.06032	22.11	0.02266	0.09051	28.92	24.82	0.06328	13.22	0.07177	7.878	0.02502	14.89	25.8	0.04516
contig_1806	269.1	1145.0	890.5	2179.0	544.1	798.8	160.7	390.7	1091.0	434.1	1193.0	426.5	398.8	547.5	724.0	520.9	2062.0	489.0	1831.0	531.9	441.1	1134.0
contig_18471	32.94	0.5712	117.2	0.3502	62.81	0.1478	1.339	46.61	0.0	31.74	0.3483	0.0	28.43	41.84	0.2702	47.28	0.5884	28.82	0.0	59.79	38.98	0.0
contig_18527	14.92	0.1089	0.8525	0.0	14.5	0.04228	2.853	24.99	0.101	28.77	0.0	0.0	38.78	19.06	0.1546	30.65	0.0	35.96	0.07333	41.2	31.71	0.0
contig_1855	294.1	623.0	737.2	1577.0	565.4	598.3	158.3	405.4	794.6	522.6	1043.0	419.3	489.1	544.7	498.2	493.9	1609.0	508.0	2641.0	506.3	471.6	828.6
contig_18990	42.68	0.5042	4.228	0.9273	38.91	0.1957	5.815	133.5	0.1559	110.8	0.0	0.0	184.0	109.8	0.2385	10.35	0.3895	36.56	0.3395	11.58	110.3	0.1361
contig_19409	29.86	0.304	17.67	0.559	56.59	5.64	3.134	33.29	0.1128	41.89	0.0	0.0	49.78	24.41	0.0	30.79	0.04696	41.29	0.2456	28.56	37.01	0.394
contig_19413	103.0	0.7138	2.794	0.0	50.64	0.0	5.658	100.9	0.0	91.87	0.0	0.0	139.9	102.8	0.0	44.1	0.0	30.77	0.0	62.26	86.97	0.5782
contig_19493	194.4	355.5	726.7	272.5	337.7	258.4	49.68	284.6	138.8	354.7	382.7	98.45	323.4	402.3	247.5	471.5	178.1	430.5	1024.0	462.6	346.2	140.7
contig_19664	4.578	0.0	1.639	0.0	30.55	0.0	0.8819	11.73	0.2473	16.35	0.0	0.0	22.88	15.8	0.0	20.0	0.0	14.52	0.0	23.71	13.49	0.0
contig_19867	75.81	1.98	350.3	33.0	193.6	0.5765	4.487	124.6	0.4591	101.2	26.34	0.4822	78.29	136.3	0.4566	151.1	1.147	114.6	0.4166	165.7	122.2	13.43
contig_19871	61.09	86.73	245.7	49.08	152.8	25.27	5.796	96.64	15.56	76.61	97.75	0.1969	67.3	123.6	0.1148	113.7	30.3	98.21	8.575	134.9	95.62	13.76
contig_19878	57.25	3.156	325.1	51.31	121.5	0.5012	6.881	92.9	8.648	68.5	5.51	0.8384	60.82	99.03	25.65	103.2	117.6	75.97	0.5795	125.9	89.63	21.15
contig_19881	185.7	218.7	656.5	541.2	411.6	258.8	60.53	277.7	274.2	304.2	236.6	243.6	288.9	354.6	141.1	353.2	422.5	325.7	694.8	389.3	316.0	228.0
contig_19883	60.04	0.6023	195.1	0.2769	89.13	0.0	2.076	75.78	0.1397	50.6	0.0	0.7335	45.18	64.75	0.08547	75.77	0.6979	44.63	0.2028	91.49	57.53	0.0
contig_20022	117.4	1365.0	372.0	814.7	321.7	800.8	77.74	208.7	409.2	244.4	1246.0	16.38	239.4	341.9	594.6	263.8	737.3	266.8	1863.0	209.1	194.9	461.5
contig_20067	8.97	19.4	65.45	0.4246	40.33	0.0	0.6047	32.95	0.0	18.07	0.2816	0.0	17.15	30.21	0.1311	11.96	0.0	15.74	0.0	24.95	11.48	0.0
contig_20127	14.38	0.0	4.191	0.5302	14.37	0.0	1.749	17.55	0.0	18.77	0.0	0.0	17.0	11.41	0.0	12.29	0.0	13.63	0.0	10.43	15.3	0.0
contig_20370	18.64	0.1007	0.5163	0.09264	19.17	0.05866	2.764	25.44	0.04672	32.16	0.04095	0.09814	39.04	45.34	0.09055	31.25	0.2335	18.72	0.09044	25.86	59.42	0.1088
contig_20518	16.43	0.0	155.5	0.387	60.8	0.3267	1.856	36.76	0.09757	29.37	0.0	0.0	16.18	32.1	0.2389	56.11	0.3251	38.88	0.1417	52.46	32.7	0.0
contig_20522	15.25	0.2143	131.9	0.5913	50.38	0.1664	3.087	28.93	0.0	26.37	0.3267	0.0	16.92	26.45	0.06083	45.97	0.4967	40.21	0.1443	46.05	30.34	0.0
contig_20763	27.31	4.702	140.5	1.658	40.26	0.8214	7.368	40.58	0.4725	43.83	0.3823	1.374	42.44	45.01	21.22	54.46	4.783	46.45	0.2638	51.65	41.49	27.17
contig_20764	23.1	0.2792	40.48	1.369	33.15	49.82	3.553	31.96	0.9063	35.44	0.1702	1.45	33.2	33.74	1.294	36.62	1.653	41.07	0.06265	37.85	31.64	0.98
contig_20771	76.12	52.53	263.7	0.8828	133.9	51.86	11.28	101.7	0.4309	127.4	91.1	0.3017	126.3	95.96	0.2988	105.5	0.9091	114.8	0.5213	83.25	131.3	0.276
contig_20927	57.17	51.53	164.2	232.6	90.93	75.37	18.5	80.65	68.63	80.51	107.4	56.88	95.63	104.1	130.5	185.2	161.1	129.9	166.6	158.9	99.18	94.17
contig_20959	136.3	1.192	11.33	0.6577	102.3	0.4627	11.19	356.6	0.4975	213.8	0.5815	0.2322	455.2	256.1	0.3721	32.47	1.381	97.74	0.5618	33.78	389.5	0.7725
contig_21133	128.5	188.8	559.5	369.6	293.7	96.11	36.92	199.8	105.4	210.1	51.4	17.31	158.7	274.8	30.32	282.4	534.3	244.0	302.0	301.9	213.9	260.3
contig_21135	176.2	338.4	743.9	1252.0	395.1	322.5	86.63	284.7	495.3	303.7	404.9	2.646	250.0	379.1	235.6	374.6	839.4	351.6	786.5	378.9	292.2	606.4
contig_21137	167.7	324.6	671.1	1354.0	353.3	212.6	116.5	256.1	663.7	279.7	593.7	2.309	234.5	350.9	358.7	344.8	1163.0	302.7	658.8	319.1	279.7	761.1
contig_21294	55.75	208.7	230.2	11.75	128.0	29.62	9.87	95.92	5.142	128.9	39.1	0.3192	112.1	120.3	10.93	150.3	9.662	137.8	106.9	167.3	108.2	1.195
contig_21303	202.1	957.8	778.1	1429.0	455.4	801.4	115.6	329.0	766.2	353.1	1111.0	187.1	306.8	454.3	454.7	431.1	1375.0	371.3	1397.0	423.2	321.2	893.0
contig_21304	106.3	57.04	435.3	84.09	239.1	87.92	14.39	161.3	15.4	141.3	41.73	50.77	111.2	185.2	62.26	202.5	83.3	162.9	118.4	231.0	150.7	68.83
contig_21533	8.444	0.0572	7.643	0.0526	16.33	0.111	2.373	15.81	0.02653	24.73	0.1744	0.0	37.7	23.75	0.0487	30.07	0.04419	31.86	0.0	26.21	21.47	0.0
contig_21630	119.6	226.6	528.0	535.9	165.4	291.2	52.69	165.6	255.5	186.7	371.6	1.302	171.7	274.2	239.0	269.9	455.5	229.6	537.0	232.8	244.7	283.4
contig_21670	32.63	0.8802	4.593	0.0	42.1	0.1139	1.416	28.95	0.2721	42.73	0.0	0.0	28.36	46.52	0.1665	82.79	0.4533	52.93	0.0	3.37	69.39	0.0
contig_21728	333.7	0.3419	0.3823	0.3458	10.1	0.1991	0.06126	2.132	0.1268	1.763	0.3752	0.2331	0.2297	0.194	0.0	0.02788	0.1585	15.98	0.0	0.1746	2.282	0.0
contig_21729	18.05	0.0	0.0	0.0	14.05	0.0	0.0	0.7396	0.0	0.76	0.0	0.0	0.323	0.09095	0.0	0.0	0.0	4.435	0.0	0.1228	1.292	0.0
contig_21730	29.66	0.03829	0.02141	0.03521	1.653	0.02973	0.0475	0.4907	0.0	2.421	0.0	0.0	0.04287	0.4345	0.02173	0.06245	0.2662	115.3	0.0	2.9	18.63	0.0
contig_21731	229.4	0.0	0.0	0.0	3.293	0.09604	0.06821	2.008	0.0	1.769	0.0	0.0	0.1847	0.4679	0.0	0.0	0.0	34.3	0.0	0.7368	5.984	0.0
contig_21732	226.5	0.5039	0.3034	0.0	0.6292	0.07523	0.04808	0.4305	0.03595	0.2625	0.09453	0.0	0.0	0.11	0.0	0.0	0.0	3.199	0.0	0.08245	0.7812	0.0
contig_21733	369.3	0.4313	0.223	0.2857	12.1	0.2124	0.1547	4.87	0.1054	3.731	0.263	0.1807	0.893	1.136	0.03422	0.09076	0.1505	167.6	0.04683	3.731	25.26	0.09391
contig_21734	300.6	0.2188	0.1223	0.3018	15.9	0.1982	0.02513	0.4362	0.1353	0.3979	0.2223	0.0	1.157	0.01149	0.0	0.0	0.0	3.898	0.0	0.1086	0.98	0.0
contig_21738	354.2	0.0	0.3751	0.0	13.5	0.2604	0.0	1.72	0.1556	1.01	0.0	0.6535	1.127	0.0	0.0	0.0	0.0	10.87	0.0	0.5709	3.456	0.0
contig_21751	337.3	0.3422	0.1913	0.6294	22.22	0.0	0.0	0.2193	0.0	1.03	0.1043	0.0	1.469	0.5933	0.0	0.0	0.0	4.002	0.0	0.2184	1.533	0.0
contig_21753	256.2	0.7135	0.133	0.3281	2.008	0.09233	0.06557	1.423	0.0	1.208	0.0	0.2317	0.3551	0.2249	0.0	0.0	0.0	10.69	0.0	0.3036	2.717	0.0
contig_21755	289.5	0.0	0.3676	0.3023	19.14	0.08508	0.01511	2.294	0.1016	0.7011	0.0	0.6405	1.145	0.03455	0.0	0.0	0.0	11.42	0.0	0.3264	2.553	0.0
contig_21907	123.8	0.4049	78.32	0.7447	237.8	103.0	15.6	166.1	0.7511	216.4	0.7407	0.3944	177.9	163.1	0.1149	150.4	0.0	140.6	0.2726	96.22	144.9	16.89
contig_22077	5.61	0.01375	0.03842	0.08848	1.859	0.02401	9.435	7.875	0.01275	11.65	0.01676	0.03348	31.55	19.38	0.0117	2.046	0.04248	2.887	0.03702	0.2281	2.457	0.0167
contig_22146	27.96	0.7758	55.02	1.223	70.42	0.6884	5.378	56.25	0.514	61.27	1216.0	0.2159	60.47	85.84	0.06291	59.16	0.08562	40.88	0.0	33.53	36.59	1.077
contig_2216	34.87	0.1758	20.05	0.0	29.11	0.0	6.374	60.99	0.0	60.67	0.4288	0.0	67.71	61.74	0.2495	73.98	0.0	71.72	0.4735	72.63	69.14	0.0
contig_22225	50.52	11.12	217.6	28.21	115.1	32.27	5.02	79.61	15.28	62.15	16.91	17.37	51.36	84.44	11.96	90.25	23.12	65.55	35.23	105.7	74.53	11.63
contig_22268	101.7	0.7796	47.95	81.91	70.47	43.01	19.05	108.8	35.97	113.1	87.0	0.5696	133.6	111.0	2.904	209.8	72.8	196.4	0.4593	205.2	184.1	43.73
contig_22359	68.79	0.1619	120.5	0.7445	95.47	0.3143	52.21	73.46	0.0	79.09	0.0	0.3155	75.23	62.88	0.3217	96.33	1.001	85.58	8.285	92.59	90.8	0.3935
contig_22454	84.11	1.739	231.4	441.9	159.3	192.6	45.21	127.7	226.4	137.0	345.7	2.796	132.3	164.3	199.4	170.4	461.2	166.9	685.4	178.8	137.7	264.0
contig_22513	26.84	0.0	41.91	0.3572	32.22	0.0	2.784	41.81	0.0	41.73	0.0	0.0	31.31	41.99	0.1102	46.64	0.6001	49.77	0.0	57.92	28.71	0.1573
contig_22620	21.33	0.1411	0.5161	0.2201	1.031	0.1825	4.747	51.48	0.03568	2.911	1.53	0.09993	22.26	11.48	0.01092	0.2701	0.05283	0.3585	0.4173	0.2528	0.2125	0.04847
contig_22622	4.869	0.0	0.0	0.0	0.1137	0.0	1.062	16.31	0.0	1.318	0.0	0.0	14.64	2.981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_22623	0.7373	0.0	0.0	0.0	0.4683	0.0	4.325	8.781	0.0	1.764	0.0	0.0	9.555	8.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_22764	407.1	1.182	19.02	1.932	180.3	0.6628	58.73	501.7	0.1218	455.6	0.5606	0.6397	522.2	414.3	1.081	643.2	1.928	643.0	1.326	711.7	619.0	2.873
contig_22935	415.1	0.9408	73.5	0.9805	321.3	0.7061	14.74	169.5	0.3781	192.8	0.5737	0.7332	251.3	319.2	0.5696	36.42	0.6783	61.93	0.5067	185.9	150.8	0.4573
contig_22974	115.9	5.708	74.94	1.394	264.6	0.6924	19.11	146.2	0.2482	214.9	0.9245	0.6082	213.1	142.3	0.1519	101.4	1.102	116.7	0.2402	97.22	170.5	13.94
contig_22981	706.6	9.487	294.2	4.732	1243.0	4.057	75.98	688.2	0.1491	907.4	5.098	1.723	804.4	535.9	1.278	380.5	4.223	489.9	2.273	295.0	668.5	12.76
contig_22982	105.5	3.798	36.89	0.582	147.0	1.044	13.74	146.0	0.2935	227.8	0.4824	0.3083	151.6	99.26	0.2695	59.75	0.6112	49.49	0.4261	47.8	78.32	145.7
contig_22988	188.0	10.51	32.7	0.4835	247.7	12.65	21.72	235.0	0.5486	276.2	1.122	0.5122	256.0	166.6	0.4103	102.2	1.218	98.02	0.7079	99.49	201.4	1.065
contig_22989	149.8	107.9	55.92	11.64	128.2	29.49	12.33	185.2	2.789	286.4	3.763	7.092	195.6	236.7	10.53	219.7	7.824	168.4	0.6393	319.9	247.3	4.679
contig_23047	28.19	0.7984	55.5	0.6118	74.4	0.2583	6.383	62.36	0.3085	62.89	1220.0	0.0	70.27	81.63	0.1888	58.87	0.0	41.66	0.0	34.2	40.71	0.3234
contig_23048	24.24	0.9572	47.09	0.7545	55.87	0.2123	5.316	53.74	0.1585	56.73	1276.0	0.1332	59.5	72.05	0.09702	47.34	0.1056	37.03	0.0	28.51	32.25	0.4431
contig_23064	55.17	167.4	85.43	457.9	106.5	97.03	44.57	81.25	219.7	98.16	380.6	1.707	90.38	92.23	187.7	71.92	211.3	80.0	129.8	68.0	93.04	249.3
contig_23182	23.41	45.93	180.9	1.224	31.55	0.1723	3.059	31.85	0.4116	30.73	35.72	0.2162	27.33	55.26	0.1259	59.53	1.371	45.22	1.494	48.43	54.07	0.0
contig_23640	26.21	0.6713	17.83	0.6173	42.17	0.2606	2.822	24.81	0.6226	36.12	0.0	0.0	21.29	19.78	5.715	8.211	0.5186	14.35	0.0	7.997	15.94	0.0
contig_23657	9.744	50.93	9.403	0.0	5.461	0.0	1.159	16.17	0.0	17.93	0.0	0.0	12.47	29.16	0.0	12.48	0.0	20.92	0.9436	10.83	12.77	0.0
contig_23662	172.7	440.4	710.7	806.8	386.0	377.9	63.66	261.9	364.1	260.1	364.0	20.66	229.6	347.4	172.8	358.9	644.4	309.4	526.2	379.7	269.2	388.1
contig_23682	9.858	8.572	101.4	0.0	48.24	0.1386	0.6893	26.7	0.1656	20.7	0.0	0.0	18.06	28.82	0.05068	20.02	0.0	17.36	0.3607	31.91	17.04	0.0
contig_23719	112.1	101.7	506.7	321.1	278.2	74.73	33.37	184.9	150.9	164.4	94.81	1.032	145.9	213.9	64.77	220.0	246.4	175.8	152.1	252.1	172.4	175.4
contig_23724	73.34	47.92	375.1	2.377	189.9	32.26	3.974	115.3	0.3688	100.8	0.6062	1.356	72.95	144.7	11.4	135.6	1.229	119.7	288.8	147.0	122.7	0.1611
contig_23729	211.8	38.93	740.7	262.7	436.0	0.7884	40.69	274.7	149.8	312.5	3.302	0.9892	267.4	342.3	77.53	366.6	264.4	322.8	77.03	411.2	326.7	134.6
contig_23736	152.4	673.6	597.1	1630.0	340.5	465.9	33.99	227.3	48.23	226.9	323.0	7.76	193.7	271.5	517.7	268.0	1399.0	250.3	1374.0	277.7	239.0	145.0
contig_2378	19.37	5.59	22.16	4.74	31.63	1055.0	3.124	35.61	0.2018	41.0	0.3878	0.8152	39.32	41.39	16.42	34.05	0.07757	32.04	0.1803	26.69	27.69	0.8134
contig_23782	69.86	0.2456	0.09806	0.3548	1.982	0.02724	2.166	29.19	0.04881	15.95	0.0	0.0	8.274	28.12	0.08961	0.4005	0.0542	5.169	0.0	17.99	0.2986	0.05683
contig_23787	20.34	0.0	33.83	0.0	38.16	0.0	3.14	31.38	0.0	36.46	0.0	0.0	43.1	37.98	0.0765	37.31	0.0	41.47	0.0	43.01	40.27	0.0
contig_23789	17.32	0.4333	31.19	0.1992	32.92	0.0	3.539	26.89	0.0	29.03	0.0	0.0	41.28	36.85	0.09224	36.93	0.1674	37.79	0.0	38.4	38.58	0.08775
contig_23802	67.14	111.1	266.2	65.33	121.2	33.78	16.82	91.49	33.2	119.9	75.78	0.3959	100.7	135.5	16.59	164.4	96.64	146.5	33.65	160.5	117.3	37.25
contig_2381	13.1	2.066	24.64	0.9499	23.59	0.401	1.899	15.0	0.0	26.18	0.0	0.0	17.61	18.45	0.0	14.6	0.0	16.11	0.0	10.55	17.12	0.0
contig_2383	6.237	1.664	2.016	8.671	7.383	847.7	0.7264	10.31	0.2572	14.51	0.3382	0.2702	14.08	10.4	0.0	10.4	0.0	10.01	0.1867	9.44	8.944	0.0
contig_2388	8.099	0.0	19.1	0.0	12.22	185.3	1.98	14.69	0.0	16.95	0.0	0.0	16.0	17.29	0.0	13.13	0.5044	13.09	0.0	12.69	13.65	0.0
contig_23885	0.1423	0.02785	0.1012	0.0	0.01808	0.02702	4.601	21.72	0.01291	22.33	0.03396	0.06782	59.35	5.574	0.007903	0.1135	0.05378	0.08839	0.01875	0.07109	0.3493	0.02256
contig_2391	8.695	0.0	26.75	0.0	15.53	9.924	1.5	14.06	0.0	20.1	0.3087	0.0	17.1	17.48	0.0	22.19	0.0	15.98	0.0	17.66	17.8	0.4101
contig_2392	30.03	335.0	96.14	1.269	55.93	31.37	4.652	56.35	0.5077	61.42	1283.0	0.6955	60.3	70.01	0.1081	76.73	0.1838	61.11	0.2083	64.01	58.27	0.9831
contig_23930	12.77	0.0	69.6	0.0	30.62	0.02682	1.781	17.26	0.06407	18.46	0.1685	0.4038	21.37	24.11	0.03921	20.85	0.1067	23.13	0.0	20.69	16.03	0.1119
contig_23960	167.2	387.6	645.2	269.7	340.4	477.7	47.88	306.9	97.69	354.0	255.0	1.402	368.9	402.9	122.9	444.6	232.1	414.7	307.5	492.0	350.9	257.1
contig_23986	30.79	0.2924	3.678	0.2689	30.86	0.0	4.767	100.4	0.06781	87.98	0.1783	0.2137	143.1	85.85	0.0415	6.439	0.4518	25.87	0.1969	6.345	103.0	0.0
contig_2400	6.989	0.0	24.67	0.0	6.457	0.0	0.257	8.098	0.0	7.367	0.0	11.81	8.35	14.4	0.0	33.45	0.0	19.62	0.0	29.88	10.16	0.0
contig_24002	5.763	0.2273	1.017	0.0	8.783	0.2647	1.755	13.21	0.0	19.67	0.0	3.322	19.43	13.54	0.06452	24.01	0.0	28.48	0.0	18.38	35.84	0.5524
contig_24044	67.68	0.0	3.872	0.2196	42.57	0.0	0.5596	9.488	0.0	8.807	0.0	0.4653	14.62	10.84	0.0	7.303	0.0	5.506	0.0	24.89	19.79	0.0
contig_24101	38.09	0.0	32.35	0.0	49.03	0.2739	3.308	27.43	0.0	35.98	0.0	0.0	34.24	22.02	0.1001	8.345	0.0	20.75	0.0	10.51	31.93	23.72
contig_24120	54.15	0.6246	134.6	1.149	102.5	0.08082	3.229	62.22	0.1931	74.51	0.3174	0.3042	55.09	72.39	0.2364	89.82	1.126	71.16	0.6308	88.81	72.18	1009.0
contig_24154	53.74	0.3425	5.03	0.9734	43.41	0.2175	8.172	82.82	0.2599	79.63	0.1139	0.1213	112.9	87.78	0.3181	154.0	0.9861	136.9	0.3563	189.3	174.4	0.5801
contig_24444	37.23	0.3114	23.47	0.0859	74.65	0.1813	6.13	45.56	0.08665	67.04	0.2468	0.06067	62.01	47.55	13.86	20.94	0.1684	27.66	0.08386	13.12	40.44	0.227
contig_24446	25.55	0.1235	8.698	0.1703	58.99	0.09587	4.69	34.42	0.0859	52.16	0.0	0.0	51.91	36.28	0.2103	13.85	0.09539	19.43	0.08313	7.566	29.87	0.15
contig_24533	32.33	1.96	20.45	9.458	69.91	5.758	10.88	89.15	4.334	83.46	5.947	8.172	68.8	48.16	4.223	25.37	7.982	32.06	4.887	20.66	45.25	4.763
contig_24639	24.54	0.0	9.294	0.2389	32.05	0.0	2.22	22.14	0.0	36.85	0.0	0.0	20.84	18.05	0.1106	10.17	0.0	12.97	0.0	7.57	21.58	0.2104
contig_24640	20.79	0.0	24.8	0.0	38.63	0.0	1.603	17.89	0.1541	23.2	0.0	0.0	16.43	17.08	0.0	30.35	0.0	20.93	0.0	35.77	13.25	0.0
contig_247475	38.06	73.59	164.9	116.8	46.38	33.19	24.89	54.86	125.7	52.47	26.18	11.42	50.55	92.22	56.57	116.4	231.0	87.02	3.764	104.3	72.07	86.35
contig_247520	112.4	1.231	89.96	1.051	101.5	0.3755	61.24	108.6	0.4894	129.6	0.05362	0.0	124.8	113.7	0.2745	150.3	1.155	147.4	746.0	132.6	142.5	0.4274
contig_247535	190.3	1.44	173.7	1.103	347.3	13.88	23.62	246.8	0.3338	332.5	0.7315	0.2337	289.3	255.3	0.5448	271.4	1.483	256.7	1.615	198.9	283.7	1.361
contig_247541	57.12	3.575	131.9	0.2422	81.98	0.1461	7.999	76.59	0.0349	97.41	0.09178	0.2933	93.42	71.33	0.1282	106.5	0.5523	86.9	0.228	111.3	82.15	0.1219
contig_247543	27.64	0.3098	28.41	0.3324	49.8	0.1804	3.374	31.88	0.02395	38.79	0.1889	0.0	34.71	21.93	0.04397	19.73	0.03989	33.87	0.0	21.05	36.43	0.0
contig_24755	18.03	0.3368	6.705	0.09528	43.89	0.04022	4.528	38.14	0.02403	39.94	0.1106	0.0	41.85	29.09	0.04411	39.56	0.04002	45.64	0.03488	39.41	43.16	0.1049
contig_247550	66.88	0.7145	168.9	0.4693	96.11	0.2179	10.67	106.8	0.1499	120.1	0.2593	0.348	130.9	97.41	0.2076	154.4	0.5782	115.4	0.3894	146.0	116.3	0.2894
contig_247561	105.1	35.62	29.45	167.8	75.65	6.1	28.59	137.5	81.68	146.4	21.72	0.2916	177.2	146.1	43.96	222.4	149.2	226.6	0.3023	247.2	224.1	87.52
contig_247566	21.84	0.3722	78.55	0.3422	62.35	0.1445	3.412	48.18	0.1726	64.14	0.2269	0.0	59.52	46.75	0.1056	96.9	1.15	35.0	133.3	65.24	60.1	0.0
contig_247571	54.87	1.416	62.1	68.13	119.0	69.79	8.877	74.34	0.1011	101.7	207.8	0.2654	96.11	74.31	28.09	77.11	63.72	81.85	51.2	61.08	93.36	0.3972
contig_247577	35.93	4.11	52.85	0.9123	48.41	12.32	469.3	41.42	0.2629	48.48	4.321	0.4142	44.11	46.47	197.5	63.92	0.6569	59.15	70.99	42.82	45.71	264.4
contig_247578	94.85	44.33	133.4	0.4375	166.5	293.4	87.0	168.9	0.2942	192.9	0.6286	0.4635	200.4	192.2	174.6	219.0	1.96	224.9	498.6	192.5	195.9	84.66
contig_247589	12.17	0.4191	13.47	0.0	25.04	0.1627	1.877	16.02	0.0	16.48	4.216	0.0	19.0	16.51	0.2379	12.22	0.0	15.61	3.104	15.24	13.33	0.0
contig_247591	25.66	0.0	67.6	0.2106	35.61	11.2	3.63	38.35	0.0	41.1	0.0	0.0	34.7	32.92	0.13	32.68	0.0	35.27	0.0	25.14	34.36	0.1855
contig_247596	95.39	1.724	111.8	213.5	115.1	0.2059	31.68	97.22	128.4	117.5	10.76	0.3876	133.8	103.6	78.52	189.8	213.9	108.5	1.964	119.4	114.7	2057.0
contig_247610	5.19	1.455	99.04	49.96	10.04	13.92	1.672	10.81	0.0	11.73	23.59	0.1181	12.23	15.35	6.7	12.81	55.99	10.39	0.08164	7.498	6.753	0.06548
contig_247693	27.15	0.5035	2.413	0.1323	22.49	0.08376	3.797	46.86	0.0	47.02	0.08772	0.0	61.77	122.9	0.0	2.434	0.3334	1.298	0.09685	12.79	6.186	0.0
contig_247694	111.9	0.5915	14.91	0.1255	81.28	0.2119	1.944	23.07	0.1899	28.75	0.3884	0.0	36.3	39.47	0.09039	5.547	0.3163	10.09	0.0919	32.04	22.24	0.3317
contig_247696	77.82	0.4687	6.813	0.0	49.0	0.0	2.261	27.9	0.1449	32.34	0.0	0.0	62.1	40.34	0.133	8.919	0.0	11.59	0.0	31.11	24.07	0.2531
contig_247750	8.967	0.0	3.907	0.4432	21.67	147.1	0.1993	6.074	0.0	6.439	0.0	0.0	7.465	12.84	0.0	9.826	0.1862	5.636	0.0	5.844	7.556	0.0
contig_247847	214.7	166.5	225.5	1.377	270.6	0.9967	52.56	243.9	0.3969	294.0	897.8	0.6253	292.3	233.3	14.21	323.2	1.818	302.6	14.55	298.6	342.7	2.08
contig_247915	350.2	1109.0	1016.0	1759.0	631.4	712.9	171.7	488.2	899.2	514.7	938.1	416.3	469.0	586.1	684.6	624.5	1802.0	548.0	1504.0	674.8	529.7	1178.0
contig_247950	15.0	0.4419	27.59	0.2709	30.95	0.0	3.269	26.06	0.0	32.65	0.0	0.287	34.86	42.68	0.08362	16.7	0.2276	28.45	0.1984	16.61	19.27	1.432
contig_247978	6.265	5.926	13.17	1.329	15.34	0.0	1.693	13.21	0.0	20.56	0.0	0.2816	15.1	16.95	0.0	15.15	0.0	17.05	0.0	20.29	13.14	0.2341
contig_248029	5.008	0.3266	0.2739	0.0	2.81	0.0	2.701	28.81	0.0	15.92	0.0	0.0	18.83	10.24	0.0	8.589	0.0	11.89	0.0	10.49	12.73	0.0
contig_248034	3.895	1.148	26.43	0.4221	6.073	1590.0	0.9017	11.23	0.5854	8.248	77.11	0.2236	11.78	8.176	0.0	5.615	0.08865	5.521	0.0	5.322	4.369	0.0
contig_248118	2.239	0.15	5.745	0.0	2.508	1.922	0.2688	3.012	0.0	2.343	0.0	3.873	3.835	5.249	58.44	13.18	3998.0	3.684	0.808	3.766	3.763	1.154
contig_248135	13.91	159.3	8.17	0.0	19.69	0.1004	2.282	22.93	0.0	34.26	38.8	0.0	22.83	36.32	0.0	25.26	0.0	32.28	0.1741	21.46	26.24	0.0
contig_248150	48.6	0.5659	127.7	1.561	64.68	46.24	6.104	64.73	0.7217	76.51	22.26	49.89	71.86	103.2	49.11	100.5	45.03	91.47	237.9	96.19	78.46	1.031
contig_248151	195.4	117.5	766.1	502.9	357.8	197.7	62.2	299.7	226.7	350.2	458.8	90.98	327.2	377.3	104.5	445.3	375.7	378.5	622.0	493.6	356.3	253.3
contig_248192	69.6	54.9	344.6	53.1	143.2	78.49	9.09	95.52	29.92	83.7	130.5	56.34	83.68	112.5	28.28	116.0	53.15	92.12	120.0	134.6	95.6	25.27
contig_248229	2.488	1.217	10.69	0.4796	3.951	0.2699	191.4	6.387	0.1612	11.84	0.212	0.0	18.55	8.549	0.0	21.9	0.2686	13.65	0.0	8.728	9.967	0.0
contig_248241	10.98	5.277	14.38	3.64	15.36	8.816	20.46	14.57	0.0	16.17	0.1149	0.3672	19.27	17.85	40.87	23.06	0.8008	16.94	0.3807	17.76	16.29	1959.0
contig_248266	7.543	0.0	5.509	0.4647	9.024	0.0	1.08	12.09	0.0	7.417	0.0	0.0	14.43	7.885	0.2151	6.285	0.3904	11.31	0.0	6.235	17.32	0.0
contig_248267	75.79	42.0	96.59	92.25	125.0	51.95	21.01	93.41	52.59	125.4	104.6	47.04	116.9	93.02	50.13	84.36	77.33	102.3	70.89	71.09	112.6	49.95
