species	FAME000016	FAME000003	FAME000008	FAME000022	FAME000023	FAME000015	FAME000001	FAME000018	FAME000013	FAME000019	FAME000006	FAME000011	FAME000014	FAME000002	FAME000012	FAME000009	FAME000020	FAME000010	FAME000017	FAME000005	FAME000007	FAME000004
Aeromonas phage 4_L372X	0.006762109005197164		0.0003263909968307434	0.0025366975580058174		0.0043074979180426735		0.0007963051441312311	0.03232119036005806				0.0037550575931958358				0.0022229302666775344	0.008335808026341153			0.0037101817989081466	
Aeromonas phage 51	0.007728124577368187	0.007053927274009805	0.34923836660889546	0.08540215111952919			0.0001922474301324777	0.004777830864787387	0.014691450163662753			0.001161872008179579	0.21122198961726577	0.0015041212923410144			0.005186837288914246	0.0020839520065852883		0.0009317233154442457	0.5310860232151375	
Aeromonas phage 62AhydR11PP	0.03670859174249889	0.0023513090913366017	0.2474043755977035	0.09385780964621525			0.00249921659172221	0.009157509157509158	0.017042082189848796		0.000964315504746843		0.11030481680012767	0.0015041212923410144		0.0046840601433322405	0.007409767555591781	0.05157781216298589		0.004192754919499105	0.3095351672231939	0.002902336380786533
Aeromonas phage AhyVDH1	0.004830077860855117		0.0019583459809844606	0.0008455658526686058				0.0007963051441312311	0.004113606045825571				0.00046938219914947947				0.0037048837777958906	0.0010419760032926442		0.00046586165772212284	0.0005300259712725924	
Aeromonas phage AsXd-1	0.987267914758786	1.1439118729352566	0.30648114602406806	0.602888452952716	0.0019904854794084276	0.2943456910662493	0.08305088981723037	0.4451345755693582	0.746325668314068		7.9155838207144615	0.63438211646605	0.732236230673188	0.012032970338728115	0.004977353043651386	0.018736240573328962	0.515719821869188	0.6512350020579026	0.004527755139002083	0.4775081991651759	0.14257698627232734	0.026121027427078797
Aeromonas phage Aswh_1	0.0009660155721710234	0.0011756545456683008		0.0008455658526686058				0.001990762860328078	0.0005876580065465102								0.005186837288914246	0.0015629640049389664				
Aeromonas phage LAh10	0.010626171293881258		0.010444511898583789	0.017756882906040723			0.0023069691615897323	0.008361204013377926	0.008227212091651143				0.006101968588943233				0.0066687908000326035	0.007293832023048509		0.0009317233154442457	0.0005300259712725924	
Aeromonas phage LAh9	0.006762109005197164	0.011756545456683008	0.006527819936614868	0.005073395116011635			0.003652701172517076	0.002787068004459309	0.007051896078558122								0.005186837288914246	0.006251856019755865		0.012578264758497316	0.0026501298563629616	
Aeromonas phage LAh_6	0.0009660155721710234			0.0008455658526686058				0.00039815257206561556	0.0017629740196395305				0.0018775287965979179				0.0007409767555591781	0.0026049400082316103			0.0005300259712725924	
Aeromonas phage LAh_7	0.0019320311443420468							0.00039815257206561556	0.0011753160130930204												0.0005300259712725924	
Aeromonas phage MJG	0.0009660155721710234							0.00039815257206561556					0.00046938219914947947									
Aeromonas phage PAS-1	0.024150389304275585		0.002284736977815204	0.02198471216938375			0.0023069691615897323	0.011148272017837236	0.002938290032732551				0.00938764398298959				0.011114651333387671	0.004688892014816899		0.0009317233154442457	0.0015900779138177772	
Aeromonas phage PX29	0.0028980467165130703			0.05242508286545356				0.005175983436853002	0.0005876580065465102				0.005163204190644274				0.007409767555591781	0.0005209880016463221				
Aeromonas phage phiARM81ld	0.8375355010722773	0.010580890911014707	0.16417467140586395	0.6730704187242103		0.0028716652786951154	0.047100620382457034	0.35156872113393856	0.7927506508312423				0.27083352890924967				0.8254481056929244	0.24173843276389345	0.6995381689758219	0.09224060822898032	0.10812529813960883	
Aeromonas phage phiARM81mr	3.3549720821499642	0.1434298545715327	1.3998909854070585	3.799127376040046	0.013933398355858993	0.008614995836085347	0.8604994972729701	2.1930243669374105	1.8816809369619256	0.01975829024928376	0.0043394197713607936	0.008133104057257052	1.540981759807741	0.01654533421575116	0.014932059130954158	0.032788421003325685	2.928340137969872	1.5681738849554294	0.020374898125509373	1.0756745676803816	1.1411459161498914	0.026121027427078797
Aeromonas phage phiAS5	0.0028980467165130703			0.0025366975580058174			0.0001922474301324777	0.0011944577161968467	0.0011753160130930204				0.00046938219914947947				0.0014819535111183562				0.0005300259712725924	
Aeromonas virus 25	0.0019320311443420468							0.00039815257206561556														
Aeromonas virus 56	0.0028980467165130703		0.0616878984010105	0.02621254143272678		0.0014358326393475577	0.0001922474301324777	0.0007963051441312311	0.007051896078558123				0.030040460745566683	0.0015041212923410144	0.004977353043651386		0.0022229302666775344	0.0015629640049389664			0.11236550590978958	
Aeromonas virus Aes12	0.004830077860855117	0.0011756545456683008	0.005548646946122638	0.007610092674017452			0.0015379794410598216	0.004379678292721771	0.019392714216034838				0.0075101151863916716				0.016301488622301918	0.007293832023048509		0.004192754919499105	0.0021201038850903694	
Aeromonas virus AhSzq1	0.0028980467165130703		0.0003263909968307434	0.0033822634106744232			0.0005767422903974331	0.0023889154323936935	0.002938290032732551				0.0018775287965979179				0.0029639070222367125	0.0010419760032926442		0.0009317233154442457		
Aeromonas virus AhSzw1	0.0009660155721710234		0.0003263909968307434				0.0017302268711922994	0.00039815257206561556	0.0011753160130930204				0.0009387643982989589				0.0007409767555591781				0.0005300259712725924	
Aeromonas virus pIS4A	0.0009660155721710234		0.001631954984153717	0.0033822634106744232			0.0007689897205299108	0.00039815257206561556	0.003525948039279061				0.00046938219914947947				0.0022229302666775344	0.0015629640049389664		0.004658616577221228		
Aeromonas virus phiO18P	1.7059835004540274	0.07641754546843955	0.25164745855650317	1.0053777988229724	0.003980970958816855	0.008614995836085347	0.08612684869935001	0.8564261825131391	0.8585683475644514	0.013172193499522507	0.0004821577523734215	0.002323744016359158	0.6585432254067197	0.0015041212923410144		0.0046840601433322405	1.4752847203183237	0.551726293743455	0.020374898125509373	0.2226818723911747	0.16536810303704882	0.002902336380786533
Alteromonadaceae phage B23	0.0038640622886840937	0.004702618182673203	0.003263909968307434	0.004227829263343029				0.004777830864787387	0.007639554085104632				0.007040732987242192	0.14439564406473737			0.012596604844506028	0.0036469160115242547		0.002329308288610614	0.0005300259712725924	
Alteromonas phage P24	0.0009660155721710234			0.0008455658526686058			0.0001922474301324777	0.0011944577161968467	0.0005876580065465102				0.00046938219914947947				0.0007409767555591781		0.0022638775695010415			
Alteromonas phage vB_AmaP_AD45-P1	0.0009660155721710234			0.0008455658526686058			0.00422944346291451	0.0015926102882624622	0.0011753160130930204								0.0014819535111183562			0.004658616577221228		
Bacillus phage BCJA1c	0.0028980467165130703	0.0011756545456683008	0.0006527819936614868	0.0033822634106744232			0.0003844948602649554	0.002787068004459309	0.015279108170209266		0.01542904807594949		0.002816293194896877				0.005186837288914246	0.005209880016463221		0.006056201550387596	0.0005300259712725924	0.002902336380786533
Bacillus phage vB_BanS-Tsamsa	0.0009660155721710234		0.0003263909968307434						0.0005876580065465102													
Bacillus thuringiensis phage MZTP02	0.49846403524024807	0.0023513090913366017	0.06103511640734902	0.39149698978556446	0.0019904854794084276	0.0028716652786951154	0.015379794410598216	0.2225672877846791	0.1621936098068368		0.0004821577523734215		0.12954948696525634				0.37048837777958904	0.0942988282979843		0.05963029218843172	0.03392166216144591	0.002902336380786533
Bacteriophage Eos	0.0009660155721710234			0.0008455658526686058				0.00039815257206561556					0.00046938219914947947							0.00046586165772212284		
Bacteriophage R18C	0.007728124577368187	0.10580890911014708	0.004895864952461151	0.0025366975580058174			0.0023069691615897323	0.005972288580984233	0.005288922058918592				0.022530345559175016				0.007409767555591781	0.004167904013170577		0.015373434704830054	0.0010600519425451847	
Bacteriophage Reminis	0.0009660155721710234												0.0009387643982989589								0.0010600519425451847	
Bacteriophage T5-like cott162	0.0038640622886840937		0.0009791729904922303	0.0008455658526686058				0.0007963051441312311	0.0017629740196395305				0.0023469109957473975				0.0007409767555591781	0.0010419760032926442		0.0018634466308884913		
Bacteriophage sp.	1.6644448308506734	2.082084200378561	0.7771369634540001	0.8793884867753501	0.10947670136746353	2.1637997874967696	0.21858532806062714	0.7815734989648033	1.3228181727361945	1.5213883491948497	4.188986552620286	0.027884928196309895	1.0101104925696798	0.8302749533722399	2.4936538748693446	1.1101222539697408	1.040331364805086	0.9231907389172828	5.691388209725618	0.9489601967799642	0.32490592039009913	0.6878537222464084
Bacteroides phage crAss001	0.0019320311443420468			0.0008455658526686058				0.00039815257206561556	0.0011753160130930204													
Bordetella phage vB_BbrS_PHB09	0.01738828029907842	0.007053927274009805	0.003916691961968921	0.016911317053372114		0.0014358326393475577	0.001922474301324777	0.01075011944577162	0.011165502124383693				0.012203937177886466				0.012596604844506028	0.009377784029633797		0.004658616577221228	0.0031801558276355543	
Bordetella virus BPP1	0.0028980467165130703	0.0011756545456683008	0.0003263909968307434	0.0016911317053372116			0.0001922474301324777	0.00039815257206561556	0.005288922058918592				0.0009387643982989589				0.0007409767555591781	0.0020839520065852883			0.0005300259712725924	
Brevibacillus virus Davies	0.0009660155721710234	0.0023513090913366017	0.0003263909968307434					0.00039815257206561556	0.009990186111290673				0.015020230372783341				0.0029639070222367125	0.0020839520065852883		0.002795169946332737		
Brevibacillus virus Jenst	0.0009660155721710234	0.0011756545456683008	0.0003263909968307434				0.0007689897205299108		0.0017629740196395305		0.0694307163417727		0.00046938219914947947					0.0005209880016463221		0.007919648181276088	0.0005300259712725924	
Brochothrix phage NF5	0.016422264726907398	0.009405236365346407	0.01827789582252163	0.030440370696069807			0.00999686636688884	0.007564898869246696	0.048775614543360345	0.003293048374880627			0.08730508904180319				0.036307861022399725	0.0354271841119499		0.018634466308884913	0.007420363597816293	
Burkholderia phage Bcep176	0.007728124577368187	0.007053927274009805	0.0013055639873229736	0.013529053642697693		0.0014358326393475577	0.0007689897205299108	0.005972288580984233	0.013516134150569735	0.003293048374880627			0.007040732987242192				0.005186837288914246	0.0031259280098779323		0.006056201550387597	0.0021201038850903694	
Burkholderia phage PE067	0.0009660155721710234																					
Burkholderia virus AH2	0.0009660155721710234		0.0003263909968307434	0.0016911317053372116				0.00039815257206561556	0.0011753160130930204				0.0023469109957473975				0.0007409767555591781	0.0020839520065852883		0.0037268932617769827	0.0005300259712725924	
Burkholderia virus BcepF1	0.0009660155721710234							0.00039815257206561556														
Burkholderia virus BcepMu	0.006762109005197164	0.008229581819678106	0.002937518971476691	0.005073395116011635			0.0013457320109273438	0.006768593725115464	0.007639554085104632		0.09498507721756404		0.007040732987242193				0.007409767555591781	0.009377784029633797		0.013975849731663685	0.005830285683998516	
Burkholderia virus KL3	0.013524218010394329		0.0035903009651381775	0.013529053642697693			0.0009612371506623885	0.0023889154323936935	0.009990186111290673				0.010326408381288548				0.007409767555591781	0.005209880016463221		0.004192754919499105	0.0015900779138177772	
Burkholderia virus KS14	0.01449023358256535		0.0003263909968307434	0.012683487790029088			0.0009612371506623885	0.0023889154323936935	0.002938290032732551				0.003285675394046356				0.0029639070222367125	0.0005209880016463221		0.00046586165772212284	0.0010600519425451847	
Burkholderia virus KS5	0.00869414014953921		0.0009791729904922303	0.0008455658526686058				0.0015926102882624622	0.0005876580065465102				0.00046938219914947947				0.0022229302666775344	0.0005209880016463221				
Burkholderia virus ST79	0.0009660155721710234		0.0003263909968307434																			
Burkholderia virus phi6442	0.0009660155721710234								0.0017629740196395305									0.0010419760032926442		0.0009317233154442457		
Burkholderia virus phiE255	0.0019320311443420468	0.0035269636370049025	0.0006527819936614868	0.007610092674017452			0.0011534845807948662	0.0031852205765249245	0.002350632026186041									0.0005209880016463221		0.00046586165772212284	0.0021201038850903694	
Campylobacter phage PC5	0.0019320311443420468																					
Caudovirales sp.	0.018354295871249444	0.16811860003056703	0.0052222559492918945	0.011837921937360482			0.0001922474301324777	0.03503742634177417	0.007639554085104632				0.020183434563427617				0.04890446586690576	0.004688892014816899		0.013975849731663685	0.0026501298563629616	
Cellulophaga phage phi47:1	5.46475009177148	6.643623837571568	1.5996422754674735	3.0947710207670975	54.479587571408665	0.03589581598368894	0.4473597699182756	2.0074852683548334	3.058172266068039	0.05927487074785128	0.017839836837816595	25.0	4.302357237404129	25.616689729859814	0.07466029565477078	0.08899714272331256	2.945382603347733	3.558869039246026	0.06791632708503124	4.699612403100775	0.7870885673397997	0.09287476418516906
Circular genetic element sp.	0.0009660155721710234		0.0003263909968307434	0.0008455658526686058				0.00039815257206561556	0.004113606045825571									0.0026049400082316103		0.0013975849731663686	0.0005300259712725924	
Citrobacter phage Margaery	0.0009660155721710234		0.4520515306105796	0.0016911317053372116	0.0019904854794084276		0.12688330388743527	0.0023889154323936935	0.40548402451709203		0.0014464732571202645		0.1764877068802043		0.009954706087302772			0.04376299213829105		0.011646541443053071	0.2014098690835851	
Citrobacter phage Maroon	0.0009660155721710234		0.1697233183519866				0.04844635239338438		0.1551417137282787		0.0004821577523734215		0.07275424086816931					0.015629640049389663	0.0022638775695010415	0.006056201550387597	0.08798431123125033	0.002902336380786533
Citrobacter virus Stevie	0.0009660155721710234							0.00039815257206561556									0.0007409767555591781					
Clostridium phage phiCD146	0.0019320311443420468		0.0003263909968307434	0.0016911317053372116			0.0001922474301324777	0.0007963051441312311														
Corynebacterium phage IME1320_01	0.0009660155721710234																					
Cronobacter phage CR5	0.03091249830947275	0.11051152729282028	0.6083928180925057	6.8947439626598115	0.037819224108760124	0.10912328059041439	35.60364731824448	27.92562509953814	0.2767869210834063	0.220634241117002	0.053037352761076365	0.08016916856439095	0.20605878542662148	0.11732146080259913	0.18913941565875267	0.2623073680266055	0.8632379202264425	0.8215980785962499	0.07244408222403333	3.3476818723911745	0.10547516828324588	0.22347990132056306
Cronobacter phage ENT39118	0.2772464692130837	0.23042829095098696	0.04373639357531962	0.16657647297571535	0.0019904854794084276	0.005743330557390231	0.02230070189536741	0.12581621277273453	0.12282052336822064		1.1108914614683632	2.9964679090951343	0.12673319377035946	0.004512363877023043	0.004977353043651386	0.009368120286664481	0.14745437435627645	0.09481981629963063	0.0022638775695010415	0.10109197972570065	0.02491122064981184	0.002902336380786533
Cronobacter phage ENT47670	0.14297030468131147	0.24688745459034317	0.034923836660889544	0.09470337549888386		2.126468138873733	0.017302268711922992	0.0637044115304985	0.07933383088377888	1.4094247044489083			0.09199891103329798	0.028578304554479274			0.08965818742266055	0.06668646421072923	0.0022638775695010415	0.07640131186642815	0.021731064822176287	
Cronobacter phage ES2	0.05989296547460345	0.04349921818972713	0.011097293892245275	0.03297706825407563		0.5728972230996755	0.00499843318344442	0.01990762860328078	0.03408416437969759		0.0004821577523734215		0.01783652356768022				0.036307861022399725	0.02240248407079185	0.03622204111201666	0.031212731067382232	0.005300259712725923	
Cronobacter phage JC01	0.0009660155721710234			0.0016911317053372116			0.0005767422903974331											0.0026049400082316103				
Cronobacter phage S13	0.0057960934330261405		0.0003263909968307434	0.0025366975580058174			0.0249921659172221		0.0011753160130930204				0.00046938219914947947					0.004167904013170577				
Cronobacter phage phiES15	0.09949960393361541	0.11991676365816668	0.027416843733782448	0.059189609686802404	0.08758136109397081	0.0028716652786951154	0.011919340668213617	0.05096352922439879	0.06464238072011612	0.003293048374880627	0.6128225032666188	1.3849514337500581	0.05773401049538598	0.0015041212923410144	0.004977353043651386	0.009368120286664481	0.04519958208910987	0.05939263218768072	0.0022638775695010415	0.07314028026237329	0.07844384374834366	0.002902336380786533
Cronobacter phage vB_CsaM_GAP161	0.0028980467165130703	0.0011756545456683008	0.9021447152401748	0.0008455658526686058	0.003980970958816855	0.0028716652786951154	0.26299448442122947	0.00039815257206561556	0.8867759318786839	0.003293048374880627	0.000964315504746843	0.003485616024538737	0.41024004205664505	0.004512363877023043		0.0046840601433322405	0.0022229302666775344	0.09117290028810636	0.0022638775695010415	0.02795169946332737	0.44151163407006944	0.005804672761573066
Cronobacter phage vB_CsaP_009	0.0009660155721710234		0.004895864952461151	0.0008455658526686058			0.009035629216226452	0.00039815257206561556	0.005876580065465102				0.00844887958469063				0.0014819535111183562	0.0005209880016463221			0.0031801558276355543	0.002902336380786533
Cronobacter phage vB_CsaP_GAP52	0.0038640622886840937		0.07017406431860984	0.007610092674017452			0.03152857854172634	0.00039815257206561556	0.3502441719017201				0.09575396862649381			0.0046840601433322405	0.0014819535111183562	0.012503712039511729		0.00978309481216458	0.03392166216144591	
Cronobacter virus ESSI2	0.24150389304275585	0.23748221822499677	0.054180905473903404	0.14290062910099438	0.003980970958816855	0.0014358326393475577	0.0447936512208673	0.12422360248447205	0.18746290408833674	0.003293048374880627	0.0004821577523734215	0.001161872008179579	0.1966711414436319	3.540701522170748	1.314021203523966	0.009368120286664481	0.19117200293426795	0.13389391642310478		0.11367024448419798	0.029681454391265173	
Cronobacter virus Esp2949-1	0.0009660155721710234																					
Cronobacter virus GAP32	0.00869414014953921		0.0003263909968307434	0.0008455658526686058			0.0017302268711922994		0.0005876580065465102				0.006571350788092713				0.0014819535111183562	0.004688892014816899		0.008851371496720334	0.004240207770180739	
Curvibacter phage TJ1	0.0028980467165130703		0.0013055639873229736	0.0016911317053372116			0.0011534845807948662	0.0031852205765249245	0.002938290032732551				0.0014081465974484385				0.005927814044473425	0.0026049400082316103		0.0013975849731663686	0.0005300259712725924	
Dickeya phage phiDP10.3	0.040572654031182986	0.0011756545456683008	0.004895864952461151	0.016065751200703512			0.003268206312252121	0.0179168657429527	0.011165502124383693	2.542233345407844		0.001161872008179579	0.006101968588943233				0.032602977244603835	0.016671616052682307		0.005124478234943351	0.0047702337414533315	
Dickeya phage phiDP23.1	3.996406422071524	1.332016600242185	0.8016162882163058	2.4225461678955558	3.1071478333565556	5.655744766390029	0.2585727935281825	2.140468227424749	1.959251793826065	30.96782691737742	0.6967179521795941	6.67611655899986	1.267801319902744	4.163407737199928	28.928375889701854	18.52077380673568	2.134754032765992	1.7463517815184717	9.800325998370008	1.740925014907573	1.2058090846451477	3.784646640545639
Dickeya virus AD1	0.03477656059815684	0.20456389094628435	4.906309464359735	0.13444497057430832	0.003980970958816855	0.0014358326393475577	4.620474735803969	0.13338111164198121	1.3128279866249037	0.013172193499522507	0.00964315504746843	0.018589952130873263	1.441942115787201	0.0315865471391613	0.024886765218256928	0.032788421003325685	0.2652696784901858	0.4553435134388855	0.004527755139002083	0.20125223613595705	0.4542322573806116	0.04643738209258453
Edwardsiella phage Edno5	0.02801445159295968	0.024688745459034316	0.004569473955630407	0.016065751200703512			0.0026914640218546875	0.008759356585443542	0.024093978268406917				0.007040732987242192				0.007409767555591781	0.01510865204774334		0.010248956469886703	0.003180155827635554	
Edwardsiella virus GF2	0.046368747464209124	0.034093981824380726	0.009791729904922303	0.04735168774944193			0.006151917764239286	0.02508361204013378	0.02703226830113947		0.07039503184651955		0.01736714136853074				0.0474225123557874	0.019276556060913917		0.01677101967799642	0.004240207770180739	0.005804672761573066
Edwardsiella virus PEi21	0.006762109005197164			0.0016911317053372116			0.0007689897205299108	0.0015926102882624622	0.0005876580065465102				0.0009387643982989589				0.0007409767555591781	0.0010419760032926442		0.0009317233154442457		
Edwardsiella virus eiAU	0.016422264726907398	0.0035269636370049025	0.0026111279746459473	0.011837921937360482			0.0015379794410598216	0.004777830864787387	0.005876580065465102				0.004224439792345315				0.0022229302666775344	0.005730868018109543		0.002329308288610614	0.0015900779138177772	0.002902336380786533
Edwardsiella virus pEtSU	0.009660155721710233	0.0023513090913366017	0.3133353569575137	0.11246025840492457		0.0028716652786951154	0.025761155637752012	0.18275203057811754	0.06993130277903471				0.004693821991494795	0.0015041212923410144			0.008891721066710137	0.22037792469639425		0.007453786523553965	0.19239942757195103	0.014511681903932665
Enterobacter phage Arya	0.006762109005197164	0.0023513090913366017	0.0022847369778152037	0.015220185348034904			0.0013457320109273438	0.002787068004459309	0.003525948039279061		0.000964315504746843		0.005163204190644274				0.005927814044473425	0.006772844021402187		0.0013975849731663686	0.0021201038850903694	
Enterobacter phage EBPL	0.0009660155721710234	0.0035269636370049025	0.08845196014113146				0.023454186476162278	0.0011944577161968467	0.07404490882486028				0.03332613613961304					0.006772844021402187		0.0013975849731663686	0.047702337414533315	
Enterobacter phage EcP1	0.0009660155721710234		0.0003263909968307434	0.0008455658526686058			0.0001922474301324777	0.0007963051441312311					0.00046938219914947947									
Enterobacter phage EspM4VN	0.0009660155721710234								0.0005876580065465102				0.0014081465974484385								0.0005300259712725924	
Enterobacter phage LAU1	0.9389671361502347	1.0792508729235002	0.2676406174012096	0.5707569505513089	1.2042437150420988	2.476811302874537	0.0913175293129269	0.43040293040293043	0.6211545129196613	11.110745216847235	1.1711611805150408	2.336524608449133	0.605033654703679	1.9388123458275675	1.4981832661390673	6.004965103751932	0.5409130315582	0.5512053057418088	3.3663859458480485	0.5711463923673226	0.5618275295489479	4.518937744884632
Enterobacter phage Tyrion	0.17195077184644217	0.12226807274950328	0.03720857363870475	0.10062233646756409			0.01576428927086317	0.0613154960981048	0.0810968049034184		1.1229454052776988		0.08683570684265371	0.03459478972384333			0.09854990848937069	0.10784451634078868	0.02943040840351354	0.08338923673226	0.02279111676472147	
Enterobacter phage phiT5282H	1.1524565776000308	1.297922618417804	0.37632881934584717	0.8286545356152337	0.003980970958816855	0.0043074979180426735	0.17686763572187947	0.6589425067685938	0.8291854472371258	0.006586096749761254	0.003375104266613951	0.003485616024538737	0.7589910160247083	0.007520606461705073	0.009954706087302772	0.009368120286664481	1.064783597738539	0.6783263781435114	0.009055510278004166	0.8292337507453786	0.2724333492341125	0.0087070091423596
