species	FAME000016	FAME000003	FAME000008	FAME000022	FAME000023	FAME000015	FAME000001	FAME000018	FAME000013	FAME000019	FAME000006	FAME000011	FAME000014	FAME000002	FAME000012	FAME000009	FAME000020	FAME000010	FAME000017	FAME000005	FAME000007	FAME000004
Streptococcus phage Javan618	0.18064491199598137	0.0035269636370049025	0.05059060450876523	0.3069404045187039	0.0019904854794084276		0.02172395960496998	0.0613154960981048	0.15161576568899962	0.006586096749761254			0.17883461787595167				0.13485776951177042	0.11461736036219086		0.07640131186642815	0.028091376477447395	0.005804672761573066
Streptococcus phage Javan630	0.04443671631986708	0.017634818185024513	0.03525022765772029	0.05242508286545356			0.024799918487089623	0.014731645166427776	0.03232119036005806			0.001161872008179579	0.05304018850389118				0.03408493075572219	0.04845188415310796	0.0022638775695010415	0.04612030411449016	0.009540467482906663	0.002902336380786533
Streptococcus phage Javan69	0.026082420448617635		0.004895864952461151	0.059189609686802404			0.0036527011725170765	0.004379678292721771	0.015866766176755774				0.02628540315237085				0.01185562808894685	0.01979754406256024		0.00978309481216458	0.0021201038850903694	
Streptococcus phage Javan85	0.0028980467165130703		0.001631954984153717	0.0033822634106744232			0.0005767422903974331		0.005288922058918592				0.002816293194896877				0.0014819535111183562	0.004167904013170577		0.0009317233154442457	0.0005300259712725924	
Streptococcus phage TP-J34	0.0009660155721710234																					
Streptococcus phage phi-SC181	0.025116404876446608	0.0011756545456683008	0.003916691961968921	0.03720489751741866			0.0013457320109273438	0.0011944577161968467	0.007639554085104633				0.015020230372783341				0.01185562808894685	0.0020839520065852883		0.002795169946332737	0.0037101817989081466	
Streptococcus phage phi-SsUD.1	0.016422264726907398	0.0035269636370049025	0.007180601930276355	0.03889602922275587		0.0014358326393475577	0.004037196032782032	0.005175983436853002	0.012928476144023223		0.000964315504746843		0.00891826178384011				0.016301488622301918	0.00989877203128012	0.0022638775695010415	0.00838550983899821	0.0015900779138177772	
Streptococcus phage phi-m46.1	0.011592186866052281		0.005875037942953382	0.03044037069606981			0.003844948602649554	0.0023889154323936935	0.019980372222581345				0.01783652356768022				0.021488325911216164	0.01719260405432863		0.008851371496720334	0.003180155827635554	
Streptococcus phage phi1207.3	0.018354295871249444		0.006854210933445612	0.033822634106744236			0.013841814969538395	0.006370441153049849	0.014103792157116246				0.012203937177886466				0.02445223293345288	0.014587664046097019		0.04099582587954681	0.007420363597816293	
Streptococcus phage phi5218	0.0009660155721710234								0.0005876580065465102													
Streptococcus phage phiD12	0.14200428910914045	0.04467487273539543	0.10705624696048384	0.2629709801799364	0.0019904854794084276	0.0043074979180426735	0.08228190009670046	0.07206561554387642	0.30323153137799924		0.0014464732571202645	0.002323744016359158	0.23844615716793557			0.0046840601433322405	0.15338218840074988	0.2703927728544412		0.21942084078711985	0.05459267504107701	
Streptococcus phage phiJH1301-1	0.0019320311443420468						0.0001922474301324777	0.0007963051441312311	0.0017629740196395305				0.00046938219914947947	0.0015041212923410144						0.00046586165772212284		
Streptococcus phage phiJH1301-2	0.018354295871249444		0.01534037685104494	0.025366975580058175			0.0069209074847691975	0.00995381430164039	0.06464238072011612				0.014550848173633864		0.004977353043651386	0.0046840601433322405	0.12448409493394191	0.010419760032926441	0.0022638775695010415	0.1448829755515802	0.0026501298563629616	
Streptococcus phage phiNJ3	0.0009660155721710234			0.0033822634106744232			0.0011534845807948662	0.0007963051441312311	0.003525948039279061				0.0014081465974484385				0.004445860533355069			0.0009317233154442457	0.0010600519425451847	
Streptococcus phage phiSC070807	0.0038640622886840937		0.0006527819936614868	0.0008455658526686058				0.0011944577161968467	0.0017629740196395305				0.0014081465974484385				0.0007409767555591781	0.0031259280098779327		0.0009317233154442457	0.0005300259712725924	
Streptococcus phage phiZJ20091101-2	0.011592186866052281	0.0035269636370049025	0.0019583459809844606	0.031285936548738416			0.0034604537423845987	0.00637044115304985	0.03408416437969759				0.02534663875407189				0.019265395644538632	0.010940748034572763		0.00652206320810972	0.007420363597816293	
Streptococcus satellite phage Javan256	0.0009660155721710234												0.00046938219914947947				0.0007409767555591781					
Streptococcus satellite phage Javan276	0.0019320311443420468	0.0011756545456683008	0.0006527819936614868	0.0016911317053372116			0.0013457320109273438	0.00039815257206561556	0.004701264052372082				0.0018775287965979179			0.0046840601433322405	0.0007409767555591781	0.0031259280098779327		0.00326103160405486	0.0005300259712725924	
Streptococcus satellite phage Javan293	0.09660155721710234	0.034093981824380726	0.06527819936614869	0.11499695596293039			0.0784369514940509	0.03264851090938047	0.4025457344843595	0.00987914512464188	0.000964315504746843	0.001161872008179579	0.3384245655867747				0.08298939662262794	0.38292618121004673	0.004527755139002083	0.12531678592725104	0.06360311655271109	
Streptococcus satellite phage Javan462	0.0009660155721710234			0.0016911317053372116			0.0001922474301324777	0.00039815257206561556	0.002350632026186041				0.00046938219914947947				0.0007409767555591781	0.0005209880016463221		0.006056201550387597		
Streptococcus satellite phage Javan622	0.0009660155721710234	0.0011756545456683008					0.0001922474301324777		0.0011753160130930204								0.0022229302666775344	0.0005209880016463221		0.0013975849731663686		
Streptococcus virus MS1	0.0009660155721710234																					
Streptomyces phage Janus	0.028014451592959677	0.07171492728576635	0.004243082958799664	0.015220185348034904			0.003844948602649554	0.012342729734034082	0.010577844117837184				0.0075101151863916716		0.004977353043651386		0.025193209689012057	0.004688892014816899		0.0037268932617769827	0.0010600519425451847	
Streptomyces phage Mischief19	0.0009660155721710234																					
Streptomyces virus Attoomi	0.009660155721710233	0.0023513090913366017	0.003916691961968921	0.01860244875870933			0.0007689897205299108	0.00358337314859054	0.007639554085104633				0.006571350788092712				0.0037048837777958906	0.012503712039511729		0.007919648181276088	0.003180155827635554	
Stx converting phage vB_EcoS_P27	0.0009660155721710234	0.0011756545456683008							0.0011753160130930204													
Stx1 converting phage AU6Stx1	0.0028980467165130703	0.02939136364170752	0.0026111279746459473	0.0008455658526686058			0.0003844948602649554		0.009402528104744163				0.0032856753940463564				0.0014819535111183562	0.0026049400082316103		0.0037268932617769827	0.0005300259712725924	
Stx1-converting phage phi-O153	0.0019320311443420468	0.009405236365346407						0.0011944577161968467														
Stx2-converting phage 1717	0.018354295871249444	0.01528350909368791	0.006527819936614869	0.011837921937360482			0.0003844948602649554	0.001990762860328078	0.008814870098197654				0.008918261783840111				0.02000637240009781	0.0057308680181095435		0.006056201550387597	0.0005300259712725924	
Stx2-converting phage 86	0.018354295871249444	0.007053927274009805	0.0019583459809844606	0.004227829263343029			0.001922474301324777	0.0031852205765249245	0.004113606045825571				0.007040732987242193				0.007409767555591781	0.0026049400082316103		0.007453786523553965		
Stx2-converting phage Stx2a 981509	0.0019320311443420468	0.0011756545456683008	0.0003263909968307434	0.0008455658526686058				0.0011944577161968467	0.0005876580065465102				0.0023469109957473975				0.0007409767555591781	0.0010419760032926442		0.005590339892665474		
Stx2-converting phage Stx2a_1447	0.006762109005197164	0.03056701818737582	0.0009791729904922303	0.005918960968680241			0.001922474301324777	0.00039815257206561556	0.002938290032732551				0.004693821991494795				0.007409767555591781	0.009377784029633797		0.006522063208109719	0.0005300259712725924	
Stx2-converting phage Stx2a_WGPS2	0.010626171293881258	0.005878272728341504	0.0019583459809844606	0.005918960968680241			0.0005767422903974331	0.0031852205765249245	0.003525948039279061		0.09787802373180457		0.004693821991494795				0.012596604844506028	0.005730868018109543		0.005590339892665474		
Stx2-converting phage Stx2a_WGPS4	0.013524218010394327	0.004702618182673203	0.017298722832029403	0.012683487790029088			0.0013457320109273438	0.0023889154323936935	0.003525948039279061				0.002816293194896877				0.008891721066710137	0.004688892014816899		0.012578264758497316	0.0010600519425451847	
Stx2-converting phage Stx2a_WGPS6	0.0038640622886840937	0.010580890911014707	0.0003263909968307434	0.0033822634106744232					0.002938290032732551		0.038090462437500305		0.0023469109957473975					0.0020839520065852883		0.002329308288610614	0.0010600519425451847	
Stx2-converting phage Stx2a_WGPS8	0.0009660155721710234	0.0023513090913366017	0.0003263909968307434														0.0014819535111183562			0.0009317233154442457		
Stx2-converting phage Stx2a_WGPS9	0.0009660155721710234	0.005878272728341504	0.001631954984153717	0.0008455658526686058			0.0003844948602649554	0.001990762860328078	0.002350632026186041				0.0009387643982989589					0.0010419760032926442		0.006522063208109719	0.0010600519425451847	
Synechococcus phage S-CAM7	0.0009660155721710234																					
Vibrio phage 1.052.A._10N.286.46.C3	0.010626171293881258	0.010580890911014707	0.049611431518273	0.03044037069606981		0.0014358326393475577	0.0005767422903974331	0.0031852205765249245	0.004113606045825571				0.03379551833876252				0.005186837288914246	0.0036469160115242547		0.0013975849731663686	0.06784332432289182	
Vibrio phage 1.081.O._10N.286.52.C2	0.0038640622886840937			0.0008455658526686058				0.0007963051441312311	0.0005876580065465102												0.0005300259712725924	
Vibrio phage 1.136.O._10N.261.45.E11	0.0009660155721710234			0.004227829263343029				0.0011944577161968467	0.0005876580065465102				0.00046938219914947947				0.0007409767555591781			0.0013975849731663686		
Vibrio phage 1.151.O._10N.222.46.B1	0.0019320311443420468							0.00039815257206561556	0.0005876580065465102									0.0005209880016463221				
Vibrio phage 1.175.O._10N.261.55.B3	0.0019320311443420468		0.0009791729904922303						0.002350632026186041				0.00046938219914947947					0.004167904013170577				
Vibrio phage 1.205.O._10N.222.51.A7	0.0009660155721710234		0.0003263909968307434	0.0008455658526686058		0.0674841340493352	0.0001922474301324777	0.00039815257206561556	0.0011753160130930204				0.00046938219914947947				0.0007409767555591781	0.0005209880016463221			0.0037101817989081466	
Vibrio phage 1.276.O._10N.286.54.E4	0.007728124577368187																0.0007409767555591781					
Vibrio phage 2.275.O._10N.286.54.E11	0.0009660155721710234			0.0008455658526686058					0.0005876580065465102				0.0014081465974484385				0.0007409767555591781	0.0020839520065852883				
Vibrio phage Athena1	0.0028980467165130703			0.004227829263343029			0.0013457320109273438	0.0011944577161968467	0.0011753160130930204				0.00046938219914947947				0.0007409767555591781	0.004688892014816899			0.0005300259712725924	
Vibrio phage CKB-S1	0.0009660155721710234																					
Vibrio phage Cla	0.0009660155721710234								0.0005876580065465102													
Vibrio phage Rostov 7	0.0009660155721710234																				0.0005300259712725924	
Vibrio phage Strym	0.0028980467165130703							0.00039815257206561556	0.0005876580065465102				0.00046938219914947947				0.0007409767555591781	0.0010419760032926442				
Vibrio phage VAP7	0.0019320311443420468		0.003590300965138178				0.003268206312252121		0.004701264052372082				0.006101968588943233					0.004167904013170577			0.0015900779138177772	
Vibrio phage VD1	0.007728124577368187		0.0022847369778152037	0.005073395116011635			0.0007689897205299108	0.006370441153049849	0.004113606045825571				0.0018775287965979179				0.013337581600065207	0.0036469160115242543		0.0009317233154442457	0.005830285683998516	
Vibrio phage VPUSM 8	0.0009660155721710234			0.0008455658526686058									0.00046938219914947947				0.0007409767555591781	0.0010419760032926442		0.0013975849731663686		
Vibrio phage Va_90-11-286_p16	0.050232809752893216		0.004895864952461151	0.028749238990732597			0.005575175473841854	0.020703933747412008	0.03349650637315108				0.00938764398298959				0.013337581600065207	0.00989877203128012		0.00326103160405486	0.0010600519425451847	
Vibrio phage Va_90-11-287_p41	0.0009660155721710234		0.0003263909968307434	0.0016911317053372116			0.0003844948602649554										0.0007409767555591781					
Vibrio phage Va_PF430-3_p42	0.004830077860855117						0.0003844948602649554		0.004701264052372082									0.0036469160115242547				
Vibrio phage VpKK5	0.0019320311443420468		0.0003263909968307434			0.6288946960342302		0.00358337314859054	0.002350632026186041							4.627851421612254		0.0010419760032926442			0.15741771346795994	
Vibrio phage douglas 12A4	0.009660155721710233	0.024688745459034316	0.0013055639873229736	0.008455658526686057				0.005972288580984234	0.004701264052372082				0.004693821991494794				0.007409767555591781	0.0020839520065852883		0.002329308288610614		
Vibrio phage martha 12B12	0.011592186866052281	0.0023513090913366017	0.0032639099683074344	0.012683487790029088			0.0038449486026495543	0.005972288580984234	0.011165502124383693				0.006571350788092713				0.008150744311150959	0.0036469160115242547		0.002795169946332737	0.0005300259712725924	
Vibrio phage pVa-21	0.024150389304275585		0.07572271126473247	0.01860244875870933			0.0026914640218546875	0.007963051441312312	0.19745309019962742		0.0004821577523734215		0.1919773194521371	0.0015041212923410144			0.005927814044473425	0.15942232850377455		0.0037268932617769827	0.1113054539672444	
Vibrio phage pVa-3	0.0038640622886840937		0.0006527819936614868	0.0033822634106744232			0.0001922474301324777	0.0007963051441312311	0.002938290032732551				0.0009387643982989589				0.0066687908000326035	0.004688892014816899		0.00046586165772212284		
Vibrio phage pYD38-A	0.0038640622886840937		0.0003263909968307434	0.0067645268213488464			0.0011534845807948662	0.003981525720656156	0.005288922058918592				0.004224439792345315				0.004445860533355069	0.006251856019755865		0.005124478234943351	0.0010600519425451847	
Vibrio phage phi50-12	0.019320311443420467	0.004702618182673203	0.0006527819936614868	0.0033822634106744232			0.0009612371506623885	0.0031852205765249245	0.004113606045825571				0.017836523567680222					0.0010419760032926442		0.004192754919499105	0.0005300259712725924	
Vibrio phage vB_VchM_Kuja	0.0009660155721710234								0.0005876580065465102									0.0005209880016463221				
Vibrio phage vB_VchM_VP-3213	0.0009660155721710234		0.0009791729904922303	0.0025366975580058174			0.0001922474301324777	0.0011944577161968467										0.0010419760032926442				
Vibrio phage vB_VmeM-Yong XC31	0.03091249830947275	0.0011756545456683008	0.006201428939784125	0.004227829263343029			0.0005767422903974331	0.001990762860328078	0.004701264052372082				0.0032856753940463564		0.09954706087302771		0.011114651333387671	0.0036469160115242547		0.006987924865831842	0.0010600519425451847	
Vibrio phage vB_VpaM_VP-3212	0.0705191367684847	0.009405236365346407	0.01142368488907602	0.04227829263343029	0.0019904854794084276		0.007113154914901674	0.029861442904921168	0.03055821634041853		0.0004821577523734215	0.002323744016359158	0.030040460745566686	0.3309066843150232	0.004977353043651386		0.04371762857799151	0.029175328092194037		0.02795169946332737	0.009540467482906663	
Vibrio virus Ceto	0.0009660155721710234												0.0014081465974484385									
Vibrio virus VCY	0.0009660155721710234		0.0003263909968307434						0.0005876580065465102									0.0005209880016463221				
Weissella phage WCP30	0.00869414014953921	0.004702618182673203	0.001631954984153717	0.0067645268213488464			0.0005767422903974331	0.004777830864787387	0.0017629740196395305				0.005632586389793754				0.004445860533355069	0.0031259280098779323		0.0013975849731663686	0.0010600519425451847	
Yersinia phage JC221	0.0009660155721710234		0.0013055639873229736				0.0009612371506623885		0.002938290032732551				0.0037550575931958358							0.00046586165772212284		
Yersinia phage PY54	0.17581483413512627	0.9946037456353825	0.0248057157591365	0.06426300480281404		0.0014358326393475577	0.008074392065564063	0.0844083452779105	0.06758067075284867		0.000964315504746843	0.001161872008179579	0.04881574871154586				0.07483865231147699	0.04636793214652266	0.0022638775695010415	0.04518858079904591	0.0206710128796311	
Yersinia phage YeP1	0.024150389304275585	0.01293220000235131	0.007506992927107098	0.019448014611377934		0.33024150704993827	0.0021147217314572545	0.020305781175346392	0.02409397826840692				0.029571078546417207	0.03459478972384333			0.02000637240009781	0.02031853206420656		0.02608825283243888	0.0031801558276355543	
Yersinia phage YeP2	0.02801445159295968	0.023513090913366015	0.003263909968307434	0.01606575120070351			0.0015379794410598216	0.012342729734034082	0.008814870098197654				0.010326408381288548		0.6769200139365885		0.013337581600065207	0.005209880016463221		0.017702742993440667	0.0021201038850903694	0.002902336380786533
Yersinia phage YeP3	0.004830077860855117	0.01410785454801961	0.0013055639873229736	0.005073395116011636		0.0014358326393475577	0.0013457320109273438	0.001990762860328078	0.0017629740196395305				0.005163204190644274				0.004445860533355069	0.004167904013170577		0.002329308288610614		
Yersinia phage YeP4	0.01738828029907842	0.011756545456683008	0.0035903009651381775	0.008455658526686057			0.0013457320109273438	0.006370441153049849	0.012928476144023225		0.19623820521598256		0.00844887958469063				0.0066687908000326035	0.004167904013170577		0.0037268932617769827	0.0026501298563629616	
Yersinia phage YeP5	0.028014451592959677	0.022337436367697715	0.009138947911260815	0.016911317053372114			0.003268206312252121	0.011944577161968468	0.028207584314232488		0.35101084372785085		0.014081465974484383		0.004977353043651386		0.011114651333387671	0.016150628051035985		0.013975849731663685	0.007950389569088886	
Yersinia phage YeP6	0.011592186866052281	0.02704005455037092	0.005548646946122638	0.014374619495366298			0.001922474301324777	0.009953814301640388	0.017629740196395308		0.27338344559573		0.00891826178384011				0.014819535111183562	0.021881496069145526		0.00978309481216458	0.0037101817989081466	
Yersinia phage fEV-1	0.029946482737301727	0.04232356364405883	0.0035903009651381775	0.019448014611377934			0.00249921659172221	0.019111323459149548	0.013516134150569735				0.02440787435577293				0.029639070222367125	0.013024700041158053		0.015839296362552175	0.0037101817989081466	
Yersinia virus L413C	0.004830077860855117	0.0023513090913366017	0.0013055639873229736	0.005073395116011635			0.0009612371506623885	0.005972288580984233	0.007639554085104632				0.015958994771082303				0.014819535111183562	0.0031259280098779327		0.015839296362552175		
Yersinia virus phiR201	0.027048436020788658	0.02821570909603922	0.004895864952461151	0.02029358046404654		0.0014358326393475577	0.003652701172517076	0.01353718745023093	0.007051896078558122				0.016428376970231782				0.04149469831131397	0.008856796027987475		0.006987924865831842	0.0005300259712725924	
environmental Halophage eHP-29	0.0009660155721710234																					
unclassified Ackermannviridae species	0.0009660155721710234		0.0019583459809844606	0.005918960968680241			0.0013457320109273438	0.0011944577161968467	0.005288922058918592			0.001161872008179579	0.004693821991494795				0.0007409767555591781	0.0031259280098779327		0.0009317233154442457	0.0026501298563629616	
unclassified Agricanvirus species	0.0028980467165130703	0.03997225455272223	0.11717436786223688	1.8839207197456538	0.003980970958816855	0.007179163196737788	0.4208296245599937	0.21579869405956364	0.3614096740261038	0.006586096749761254	0.0014464732571202645		1.0645588276710194	0.003008242584682029		0.0046840601433322405	0.005927814044473425	0.8481684666802124	0.006791632708503125	0.11646541443053071	0.10547516828324588	0.0087070091423596
unclassified Alexandravirus species	0.027048436020788658	0.1469568182085376	4.948413902950901	0.09301224379354664	0.003980970958816855	0.0028716652786951154	1.8534574739072174	0.15926102882624624	1.3081267225725317	0.00987914512464188	0.008678839542721587	0.009294976065436632	1.5245533828375093	0.019553576800433188	0.0348414713055597	0.0468406014333224	0.34825907511281373	0.3683385171639497	0.004527755139002083	0.06801580202742993	0.29416441405628874	0.023218691046292265
unclassified Aresaunavirus species	0.03091249830947275	0.0011756545456683008	0.001631954984153717	0.01860244875870933			0.003652701172517076	0.009953814301640388	0.011165502124383693				0.015489612571932822				0.017783442133420275	0.010940748034572763		0.006056201550387597	0.0026501298563629616	
unclassified Asteriusvirus species	0.0009660155721710234	0.010580890911014707	3.0014916068555166	0.005918960968680241			2.9102415973454474	0.00039815257206561556	0.2650337609524761	0.006586096749761254	0.006750208533227902	0.015104336106334527	0.2238953089943017	0.01804945550809217	0.05972823652381663	0.05152466157665465	0.0037048837777958906	7.899220080961536		0.04938133571854502	3.2156675677108177	0.04643738209258453
unclassified Autographiviridae species	0.01738828029907842	0.01293220000235131	4.724509679125011	0.012683487790029088		0.7595554662148579	0.04556264094139721	0.012342729734034082	0.026444610294592958	0.003293048374880627	0.005303735276107637	0.004647488032718316	0.009857026182139069	0.003008242584682029	0.009954706087302772	0.032788421003325685	0.010373674577828493	0.00989877203128012		0.013509988073941562	1.2863730322785816	0.0174140182847192
unclassified Bcepmuvirus species	0.025116404876446608	0.007053927274009805	0.0035903009651381775	0.03297706825407563	0.0019904854794084276		0.007689897205299108	0.015926102882624624	0.019980372222581345		0.17839836837816597		0.01736714136853074				0.011114651333387671	0.014066676044450697		0.025622391174716756	0.005830285683998516	
unclassified Bellamyvirus species	0.004830077860855117																					
unclassified Biquartavirus species	0.025116404876446608		0.01795150482569089	0.03720489751741866			0.009612371506623885	0.0031852205765249245	0.011753160130930205				0.0023469109957473975			0.0046840601433322405	0.014078558355624384	0.006251856019755865		0.015839296362552175	0.0037101817989081466	
unclassified Carltongylesvirus species	0.013524218010394329	0.0011756545456683008	0.22292505083539776	0.16911317053372116	0.0059714564382252824	0.0028716652786951154	0.028452619659606698	0.005972288580984233	0.020568030229127857	0.19099680574307637		0.001161872008179579	0.032856753940463564	0.003008242584682029		0.0046840601433322405	5.0164126351356355	0.008856796027987475	0.004527755139002083	0.023293082886106143	0.7393862299252664	
unclassified Casadabanvirus species	0.03477656059815684	0.02821570909603922	0.013708421866891224	0.015220185348034904			0.0023069691615897323	0.024685459468068164	0.034671822386244104			0.397360226797416	0.04553007331749951		0.004977353043651386	0.0046840601433322405	0.02297027942233452	0.02969631609384036	0.0022638775695010415	0.020032051282051284	0.005300259712725923	
unclassified Caudovirales species	2.1619428505187503	2.4547666913554123	3.115402064749446	2.3236149631333287	0.5473835068373176	3.210521781581139	0.5150308653249077	1.129956999522217	1.7835420498686585	2.713471860901637	0.9353860396044378	1.6905237719012873	2.3159317706035316	0.5730702123819265	0.9954706087302773	3.035270972879292	4.57108560504457	1.5290997848319554	3.226025536538984	1.7884429039952296	4.223246939100016	0.4585691481642722
unclassified Certrevirus species	0.0009660155721710234	0.0035269636370049025	0.0009791729904922303				0.005575175473841853	0.00039815257206561556	0.004113606045825571				0.0032856753940463564				0.0014819535111183562	0.0020839520065852883		0.002795169946332737	0.004240207770180739	
unclassified Chaseviridae species	0.0009660155721710234	0.0011756545456683008	0.2891824231920387	0.02621254143272678	0.003980970958816855		0.03902622831689297	0.0007963051441312311	0.007051896078558122	0.006586096749761254	0.0004821577523734215		0.04975451310984482	0.0015041212923410144		0.0046840601433322405	6.852553035411279		0.006791632708503125	0.009317233154442457	1.2031589547887847	0.002902336380786533
unclassified Chatterjeevirus species	0.007728124577368187	0.016459163639356213	0.002937518971476691	0.01014679023202327	0.13137204164095623	0.025844987508256038	0.0009612371506623885	0.008759356585443542	0.008814870098197654	0.003293048374880627			0.00844887958469063			0.32320014988992457	0.004445860533355069	0.006251856019755865	0.01584714298650729	0.0018634466308884913	0.057772830868712564	0.2205775649397765
unclassified Chiangmaivirus species	0.0038640622886840937		0.001631954984153717	0.0008455658526686058			0.0003844948602649554		0.002350632026186041				0.0023469109957473975					0.004688892014816899			0.007950389569088886	
unclassified Chivirus species	0.0009660155721710234	0.008229581819678106	0.0006527819936614868	0.0067645268213488464			0.0003844948602649554	0.0011944577161968467	0.005876580065465101				0.0183059057668297				0.0022229302666775344	0.0031259280098779327		0.002795169946332737	0.0005300259712725924	
unclassified Citexvirus species	0.016422264726907398		0.005548646946122638	0.02029358046404654			0.0013457320109273438	0.01632425545469024	0.019392714216034838				0.012203937177886466				0.009632697822269316	0.016150628051035985		0.004658616577221228	0.0037101817989081466	
unclassified Coetzeevirus species	0.0028980467165130703		0.004895864952461151	0.011837921937360482			0.003268206312252121	0.0007963051441312311	0.018217398202941815	0.003293048374880627	0.0004821577523734215		0.00938764398298959				0.004445860533355069	0.010419760032926443	0.0022638775695010415	0.00838550983899821	0.0021201038850903694	
unclassified Cornellvirus species	0.004830077860855117	0.04467487273539543	0.012729248876398994					0.0011944577161968467	0.11870691732239506				0.007040732987242192				0.0007409767555591781	0.018234580057621273		0.0009317233154442457	0.029681454391265173	
unclassified Demerecviridae species	0.0038640622886840937	0.0011756545456683008	0.008159774920768584	0.004227829263343029			0.021916207035102456	0.0023889154323936935	0.007639554085104632				0.014550848173633864				0.008150744311150959	0.005209880016463221		0.01490757304710793	0.007420363597816293	
unclassified Derbicusvirus species	0.015456249154736375	0.03644529091571733	0.4908920592334381	1.5397754177095313	0.039809709588168554	0.11343077850845706	8.15859643996209	6.761028826246218	0.08756104297543002	0.09220535449665755	0.01301825931408238	0.09643537667890505	0.15254921472358082	0.03008242584682029	0.5325767756706983	0.07962902243664809	0.2334076780011411	0.19224457260749286	0.01811102055600833	0.6470818425760286	0.054062649069804423	0.05804672761573066
unclassified Diegovirus species	0.0009660155721710234	0.0011756545456683008	0.0006527819936614868										0.00046938219914947947				0.0007409767555591781	0.0005209880016463221		0.00046586165772212284		0.002902336380786533
unclassified Drexlerviridae species	0.0057960934330261405	0.007053927274009804	0.004895864952461151	0.0016911317053372116	0.00796194191763371		0.01845575329271786	0.005574136008918618	0.005288922058918592		0.0024107887618671077		0.004693821991494795				0.005927814044473425	0.0020839520065852883		0.028883422778771616	0.0005300259712725924	
unclassified Eganvirus species	0.8935644042581966	1.1697762729399592	0.20105685404773793	0.4853547994317797	0.003980970958816855	0.0043074979180426735	0.08439662182815771	0.4917184265010352	0.47600298530267326	0.003293048374880627		0.23586001766045453	0.40836251326004713	0.44672402382528126	1.702254740928774	0.0046840601433322405	0.5890765206695466	0.40845459329071654	0.006791632708503125	0.5730098389982111	0.09540467482906662	0.014511681903932665
unclassified Erskinevirus species	0.0028980467165130703		0.025132106755967245	0.0025366975580058174			0.0013457320109273438	0.006768593725115465	0.004113606045825571		0.0004821577523734215		0.014550848173633864				0.0007409767555591781	0.014066676044450697		0.0013975849731663686	0.0026501298563629616	
unclassified Felixounavirus species	0.004830077860855117	0.0011756545456683008		0.0025366975580058174			0.0001922474301324777	0.0011944577161968467	0.0005876580065465102				0.00046938219914947947				0.0037048837777958906	0.0005209880016463221		0.00326103160405486		
unclassified Felsduovirus species	0.2357077996097297	0.1598890182108889	0.054833687467564896	0.10738686328891293		0.0014358326393475577	0.025376660777487056	0.09953814301640389	0.11047970523074392				0.1211006073805657	0.004512363877023043			0.16227390946746	0.09013092428481372	0.0022638775695010415	0.06708407871198568	0.02226109079344888	
unclassified Feofaniavirus species	0.0028980467165130703	0.0011756545456683008		0.004227829263343029			0.0001922474301324777	0.0015926102882624622	0.0011753160130930204				0.0009387643982989589		0.5226220695833955		0.0007409767555591781	0.0015629640049389664		0.00046586165772212284		
unclassified Flaumdravirus species	0.0038640622886840937		0.0003263909968307434					0.0015926102882624622	0.0005876580065465102												0.0005300259712725924	
unclassified Fromanvirus species	0.0009660155721710234							0.00039815257206561556									0.0007409767555591781			0.00046586165772212284	0.0005300259712725924	
unclassified Ghunavirus species	0.0009660155721710234	0.0035269636370049025	0.0003263909968307434					0.00039815257206561556	0.0011753160130930204				0.0018775287965979179				0.0037048837777958906				0.005830285683998516	
unclassified Gofduovirus species	0.17581483413512627	0.10110629092747388	0.029375189714766905	0.18433335588175606			0.010958103517551228	0.0919732441471572	0.07110661879212773				0.055856481698788055	0.07971842849407376			0.1385626532895663	0.06460251220414394		0.048915474060822896	0.014840727195632586	0.002902336380786533
unclassified Gorganvirus species	0.0009660155721710234								0.0011753160130930204								0.0007409767555591781	0.0005209880016463221		0.0009317233154442457		
unclassified Hanrivervirus species	0.0009660155721710234			0.0008455658526686058			0.0001922474301324777						0.0014081465974484385				0.0007409767555591781					
unclassified Helsettvirus species	0.0019320311443420468		0.0009791729904922303					0.00039815257206561556					0.0009387643982989589	0.0015041212923410144			0.0022229302666775344				0.0005300259712725924	
unclassified Hendrixvirus species	0.22894569060453254	0.23513090913366017	0.055812860458057126	0.1293715754582967			0.022877444185764845	0.09913999044433827	0.13163539346641828		0.7256474173219994		0.14034527754569437			0.0046840601433322405	0.1393036300451255	0.1463976284626165		0.09922853309481217	0.03180155827635554	
unclassified Herelleviridae species	0.0028980467165130703	0.019986127276361114	0.004569473955630408	0.0008455658526686058			0.00749764977516663	0.00796305144131231	0.026444610294592958		0.17213031759731148		0.044121926720051066				0.04594055884466905	0.0005209880016463221	0.004527755139002083	0.023293082886106143	0.006360311655271109	0.005804672761573066
unclassified Hollowayvirus species	0.007728124577368187		0.0009791729904922303	0.005918960968680241		0.0014358326393475577	0.0005767422903974331	0.0023889154323936935	0.008227212091651143				0.0037550575931958358			0.0046840601433322405		0.004167904013170577		0.00046586165772212284	0.0005300259712725924	
unclassified Inoviridae species	0.0492667941807222	0.007053927274009805	0.011097293892245275	0.013529053642697693			0.0017302268711922994	0.018713170887083932	0.019392714216034838			0.001161872008179579	0.015958994771082303				0.014078558355624384	0.03282224410371829		0.01490757304710793	0.005830285683998516	0.002902336380786533
