#FeatureID	FAME000001_good_out	FAME000002_good_out	FAME000003_good_out	FAME000004_good_out	FAME000005_good_out	FAME000006_good_out	FAME000007_good_out	FAME000008_good_out	FAME000009_good_out	FAME000010_good_out	FAME000011_good_out	FAME000012_good_out	FAME000013_good_out	FAME000014_good_out	FAME000015_good_out	FAME000016_good_out	FAME000017_good_out	FAME000018_good_out	FAME000019_good_out	FAME000020_good_out	FAME000022_good_out	FAME000023_good_out
N6788	0	2	4	0	1	0	2	4	1	1	0	0	2	3	0	1	1	0	0	2	0	1
N6789	0	1	0	0	1	0	2	2	2	0	0	0	0	4	2	0	2	0	1	0	0	2
N6790	0	1	11	6	2	0	2	0	2	0	4	0	2	2	3	0	0	0	2	6	0	2
N6791	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
N6792	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
N6793	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6795	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
N6796	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
N6797	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	8	0	0	0	0
N6798	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2
N6799	0	0	6	4	0	4	2	1	0	0	0	2	11	5	8	5	4	0	3	0	0	5
N6800	3	0	2	8	3	0	0	4	4	2	5	2	25	0	4	5	5	3	4	0	2	3
N6801	0	0	4	4	0	2	0	3	3	0	0	2	3	0	7	3	2	0	2	2	1	2
N6803	1	0	1	0	2	0	1	1	0	0	0	2	1	0	2	1	1	0	0	0	0	1
N6804	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
N6806	1	0	6	7	5	1	3	2	4	0	0	0	0	2	7	2	6	2	3	0	0	1
N6808	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
N6810	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
N6811	0	0	0	2	4	0	0	0	2	0	3	1	0	0	3	1	0	1	0	0	0	0
N6813	37	0	3	0	63	0	52	122	0	107	0	0	149	102	0	124	0	181	0	150	108	0
N6815	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2
N6817	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
N6818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N6820	0	2	0	0	0	0	2	0	0	0	0	0	623	0	0	0	3	4	0	0	0	0
N6821	0	0	1	0	2	0	0	0	0	0	0	1	59	0	2	0	0	0	0	0	0	1
N6822	1	0	0	0	1	0	0	1	0	2	1	0	6	0	2	1	0	0	0	0	0	0
N6823	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
N6824	32	4	4	4	38	4	2	28	4	36	6	6	36	43	2	37	2	14	1	17	52	3
N6826	853	2	162	0	921	1	107	369	2	475	0	0	737	576	0	146	0	230	0	414	361	2
N6827	17	0	0	0	2	2	0	4	0	8	0	0	3	0	1	4	0	0	0	2	2	0
N6831	34	20	63	100	153	765	8	18	26	2	25	40	27	12	65	87	136	587	2	11	10	18
N6832	2	0	22	0	14	4	4	6	0	6	0	0	6	9	0	11	0	6	0	4	2	0
N6836	12	0	13	4	40	2	2	19	2	17	2	0	19	51	2	30	4	20	2	18	26	0
N6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
N6839	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6840	4	0	0	0	0	4	0	6	0	4	0	0	4	2	0	0	0	2	0	0	0	0
N6841	68	0	2	0	16	0	40	112	0	101	0	0	91	42	0	137	0	389	0	115	240	0
N6842	10	0	0	0	0	0	2	2	0	8	0	0	2	2	0	9	0	4	0	2	13	0
N6843	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	3	0
N6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
N6847	0	0	0	0	2	0	1	0	0	2	0	0	2	8	0	2	0	0	0	0	1	0
N6848	10	0	0	0	36	0	2	26	0	18	1	2	20	4	0	0	0	2	0	1	13	0
N6849	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N6852	86	0	4	0	52	0	182	270	0	166	0	3	289	104	0	201	0	422	0	61	596	4
N6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N6855	36	0	0	0	20	0	18	58	0	77	2	0	107	58	0	112	0	58	0	38	106	1
N6856	2	0	0	0	8	0	2	13	0	14	0	0	16	20	0	4	0	7	0	4	8	0
N6859	28	0	0	0	2	0	19	34	0	23	0	0	48	15	0	22	0	27	0	9	52	0
N6860	0	2	0	0	0	0	0	2	0	6	0	0	12	8	0	6	0	10	0	4	8	0
N6861	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	4	0
N6864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
N6865	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	23	0	0	0
N6866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
N6868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
N6869	0	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	1	0	15	0	0	0
N6870	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	2	0
N6871	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
N6873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
N6874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
N6877	8	0	0	4	2	2	2	3	0	4	0	4	20	2	2	8	2	9	0	2	7	0
N6879	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6881	3	0	0	0	7	14	0	9	0	11	0	0	17	15	0	0	0	6	0	24	10	0
N6882	7	0	16	0	13	31	0	17	0	13	0	0	6	10	0	3	4	8	0	16	5	0
N6883	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6884	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
N6885	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
N6886	704	11	962	11	425	7	155	483	0	549	15	6	587	836	16	579	26	509	17	379	671	6554
N6887	36	0	2	0	18	14	2	4	0	10	0	0	14	10	0	2	1	2	0	8	1	0
N6888	1	0	0	0	2	4	2	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0
N6889	9	0	0	0	0	192	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0
N6893	0	2	0	2	0	1421	0	4	2	0	0	0	0	0	0	0	9	0	2	0	0	0
N6894	0	0	0	2	0	1371	0	2	0	2	0	0	0	0	0	0	6	0	0	0	0	0
N6895	0	0	0	0	0	104	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0
N6896	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
N6897	0	0	0	1	0	494	0	0	0	0	0	0	0	0	0	1	0	1	3	3	0	0
N6899	0	0	0	0	2	151	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6903	2	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6904	0	0	0	0	2	2	0	8	0	10	0	0	15	10	0	2	1	0	0	0	0	0
N6905	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
N6906	484	0	39	0	426	0	43	181	0	227	1	2	290	295	0	80	2	87	0	217	168	0
N6908	2082	6	218	6	1640	2	211	835	3	1062	8	2	1101	999	0	326	2	446	2	790	668	0
N6909	636	4	19	0	625	2	120	326	1	492	0	0	647	706	6	366	0	359	0	348	534	3
N691	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	1	0	0	0	0
N6910	4402	3	364	10	4281	4	327	1153	12	1489	4	0	1848	1666	2	502	7	501	2	1388	1132	6
N6911	4938	0	40	0	1024	4	12	6	0	9	2	2	22	6	0	13	0	1	0	4	3	2
N6912	2730	0	33	0	577	2	6	23	2	36	2	2	63	49	0	35	0	16	0	32	47	0
N6913	144	0	5	0	78	0	18	39	0	64	2	0	72	73	1	20	0	26	0	30	37	0
N6914	467	0	5	0	206	3	9	40	0	54	0	0	36	42	0	1	0	24	0	22	29	0
N6915	180	0	11	4	217	4	44	182	6	211	0	4	255	240	0	91	2	74	1	125	128	0
N6916	810	67	142	338	3895	353	121	329	1103	758	233	313	535	534	59	319	2852	550	8	288	446	165
N6917	318	9	80	42	770	836	88	250	12	284	11	3	403	368	23	178	385	741	0	219	356	4
N6918	63	18	39	32	151	30	10	42	56	76	32	11	58	73	24	30	45	23	2	22	60	20
N6919	26	0	3	0	48	2	4	15	0	21	0	0	45	42	0	14	4	4	0	6	19	0
N692	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N6922	1613	7	185	4	1290	1	105	250	2	309	0	0	343	296	0	66	2	104	2	332	143	0
N6924	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6925	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6926	1	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0
N6928	13	0	0	0	2	0	2	2	0	2	0	0	0	4	0	0	0	2	0	2	6	0
N6929	152	138	63	67	313	91	66	148	83	136	30	162	187	228	496	277	48	254	189	212	155	53
N693	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6930	0	0	0	0	6	0	0	4	0	2	2	0	0	5	0	0	0	0	0	4	0	0
N6934	429	2	77	2	391	0	62	278	0	281	4	2	282	256	0	92	2	128	0	238	238	0
N6935	454	6	19	2	397	4	76	368	1	430	0	0	538	403	2	172	0	150	4	287	336	0
N6938	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6942	12	0	0	0	11	0	0	6	0	0	0	0	5	6	0	0	0	8	0	12	0	0
N6943	3	0	0	0	4	0	0	2	0	4	0	0	0	3	0	1	0	0	0	0	0	0
N6944	245	0	15	0	267	0	37	96	0	125	0	0	88	137	0	33	0	96	0	152	251	0
N6946	78	0	8	0	107	0	8	43	0	40	0	0	42	40	0	16	1	17	0	67	35	0
N6957	1	0	0	0	0	0	0	0	2	3	0	0	1	0	2	0	0	0	0	0	0	0
N6958	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6959	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
N6962	4	0	0	0	2	0	0	4	0	4	0	0	6	0	0	0	0	2	0	0	2	0
N6969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
N6978	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
N6985	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N6986	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3
N6987	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	2	18	0
N6990	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0
N6993	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	1	0
N6994	1	0	0	0	0	0	0	6	0	5	0	0	5	6	0	4	0	3	0	0	6	0
N6996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
N6997	0	0	0	0	1	0	2	7	0	0	0	0	2	2	0	1	0	3	0	1	1	0
N7002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
N7008	10	0	0	0	2	0	11	26	0	13	0	0	31	17	0	24	0	27	0	7	6	0
N7010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
N7011	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0
N7013	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	0
N7014	2	0	2	0	0	0	3	5	0	6	0	0	0	10	0	6	0	8	0	4	8	0
N7016	10	0	2	0	16	0	14	11	0	13	0	0	12	54	0	42	0	55	0	57	57	0
N7021	22	0	0	0	32	0	22	31	0	75	0	2	52	47	2	59	0	71	0	35	58	2
N7022	6	0	0	0	5	0	3	12	0	15	0	0	12	14	1	59	2	21	0	18	55	0
N7025	5	0	0	0	7	1	3	9	0	7	0	0	4	15	0	7	0	20	0	11	3	1
N7026	51	2	11	0	69	0	54	81	0	125	0	0	374	98	1	191	2	175	0	228	118	0
N7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
N7028	2	4	11	6	6	0	2	2	7	3	0	9	7	2	0	7	4	2	3	0	2	2
N7029	2	2	3	2	2	4	5	0	5	6	0	0	4	6	25	1	5	3	0	0	1	1
N7037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
N7043	1	4	2	0	0	0	3	3	0	3	2	5	26	2	7	4	0	2	3	4	1	0
N7045	40	6	86	61	183	44	80	57	92	67	139	643	44	87	5	69	32	105	47	67	60	3
N7046	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	3	0	5	0	0
N7047	3	0	0	0	4	0	4	0	0	4	0	2	4	0	0	1	1	7	0	2	3	0
N7051	12	0	0	0	13	0	11	11	0	33	1	0	37	21	0	29	0	33	2	13	32	2
N7052	2	0	0	0	3	0	0	6	0	6	0	0	10	7	0	3	0	0	0	4	7	0
N7054	3	0	0	0	0	0	1	1	0	2	0	0	6	2	0	3	0	4	1	1	1	0
N7055	4	0	9	0	23	0	10	24	2	21	0	0	13	18	0	10	0	21	0	17	16	0
N7056	1	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	0	4	0	4	0	0
N7058	4	2	4	6	14	0	2	19	4	18	4	0	22	21	5	12	2	16	4	16	24	0
N7059	10	0	0	1	13	25	10	39	0	34	1	0	48	19	10	54	0	67	0	55	29	0
N7060	15	1	0	0	4	0	6	10	0	19	0	0	30	28	5	20	0	13	0	5	38	0
N7061	3	1	0	0	2	0	0	5	0	0	0	0	12	6	2	10	0	19	0	2	17	0
N7062	2	0	0	1	4	0	3	6	0	10	0	0	17	14	1	12	0	10	0	19	15	0
N7063	0	0	0	0	5	0	0	0	0	5	2	0	5	0	0	1	0	0	0	2	3	0
N7065	21	0	7	0	17	3	9	15	2	38	42	0	86	46	0	22	0	26	0	17	32	0
N7066	31	0	5	0	47	0	21	40	2	77	0	0	159	63	5	47	1	53	1	31	95	0
N7067	3	0	0	0	0	0	4	12	0	8	1	0	8	7	0	5	0	15	0	5	2	0
N7068	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0
N7069	42	0	55	0	69	1	42	96	1	132	2	0	203	91	0	62	0	154	8	90	101	0
N7071	14	0	4	2	26	1	8	17	0	33	0	3	86	44	0	17	3	17	0	9	23	0
N7072	944	0	384	1	1233	0	390	967	2	1436	2	2	1583	1266	5	1960	4	2100	0	1757	1743	14
N7074	0	0	1	0	1	6	2	0	0	2	0	0	1	3	0	1	0	0	0	0	1	0
N7075	5	0	0	0	7	0	4	6	0	8	0	0	25	14	2	16	2	17	0	17	14	0
N7076	2	0	0	0	0	0	2	1	0	3	0	0	5	3	0	8	0	5	0	3	7	0
N7077	35	0	3	2	51	0	25	90	0	91	0	0	276	133	2	177	0	205	2	246	119	0
N7078	1	0	0	2	2	2	2	4	0	7	0	0	7	4	0	4	0	5	0	3	6	0
N7079	4	0	0	0	3	0	10	2	0	4	0	0	16	9	0	5	4	10	0	6	9	0
N7081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
N7082	498	2	319	2	844	4	294	668	0	931	2	2	1003	780	0	668	0	921	4	687	732	0
N7083	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	2	0
N7084	0	0	0	0	1	0	0	0	0	3	4	0	1	0	0	1	0	3	0	2	3	0
N7085	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	0	2	0	0	3	0
N7086	18	0	3	0	19	0	14	2	0	16	0	0	24	2	0	23	0	36	0	11	3	0
N7087	3	0	0	0	6	0	3	3	0	5	0	0	2	6	2	8	0	8	0	3	0	0
N7089	1	0	0	0	4	0	1	5	4	0	0	0	1	5	0	4	0	5	0	7	6	2
N7090	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	1	2	0	0	0	1	0
N7091	1	2	0	0	4	0	0	20	0	2	0	0	12	6	0	2	0	4	0	4	6	0
N7094	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
N7097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
N7099	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N7101	2	0	0	0	0	2	2	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0
N7106	0	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0
N7108	5203	21	775	19	4967	38	1525	11255	8	10607	19	6	17715	10520	19	1121	37	3377	15	1197	9884	20
N7110	101	1	6	0	54	0	62	256	0	544	2	1	540	406	0	90	0	83	0	20	164	0
N7112	2	0	0	0	4	0	0	5	0	4	0	0	6	0	0	2	0	0	0	0	6	0
N7113	0	0	2	0	0	0	2	4	0	4	0	0	3	0	0	0	0	0	0	0	2	0
N7115	31	0	30	0	54	12	131	57	0	64	1	0	65	58	0	46	0	57	1	37	56	0
N7116	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	16	0	0
N7119	0	0	0	0	0	3	0	2	0	0	0	0	4	2	0	2	0	1	0	2	0	0
N7120	5	2	0	0	6	1	0	2	0	4	0	1	12	7	7	6	0	6	0	5	6	0
N7122	4	2	0	0	5	0	3	5	0	10	0	4	10	5	6	5	0	8	0	3	8	0
N7123	2	5	2	0	5	0	2	2	0	2	0	0	11	0	0	6	0	3	5	0	4	0
N7124	41	0	9	2	58	2	57	55	0	100	0	0	136	79	2	77	3	103	0	75	82	0
N7125	6	0	0	0	26	0	8	9	3	22	0	0	28	29	0	45	0	53	1	52	29	0
N7126	174	318	254	10	349	19	61	268	0	242	1	8	394	243	10	353	34	324	4	439	273	0
N7127	83	0	15	0	82	3	77	51	0	45	2	0	61	48	0	58	0	96	0	81	73	19
N7129	15	0	4	2	32	0	16	32	0	40	0	0	58	34	0	43	0	59	1	49	25	0
N7130	3	0	4	0	4	122	1	12	0	7	0	0	9	9	0	9	0	14	0	6	4	0
N7136	0	1	0	0	2	0	2	10	0	5	0	0	3	10	4	2	0	11	0	7	2	0
N7137	7	3	3	0	22	0	10	5	0	21	0	0	56	21	0	19	0	8	0	22	16	0
N7139	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0
N7141	232	11	24	2	217	13	125	378	4	384	2	6	408	435	2	369	0	497	2	327	251	0
N7143	19	0	4	0	14	27	6	16	0	12	2	0	25	23	0	27	0	30	0	38	32	0
N7145	247	5	233	0	219	44	96	359	0	314	2	0	463	349	15	574	9	556	1	565	329	4
N7146	13611	131	523	36	6778	90	8762	28404	25	25151	52	32	28616	22579	67	17798	51	17814	77	11275	11612	33
N7147	14	2	1	0	13	10	4	20	0	14	5	0	23	21	33	39	0	17	5	28	28	0
N7149	38	0	30	2	70	2	5	43	0	47	2	3	51	20	0	37	2	55	0	79	52	0
N715	15	0	13	0	38	0	4	11	0	22	0	0	3	6	0	12	0	17	0	22	11	0
N7150	698	214	167	183	757	664	464	1056	251	1113	342	51	1489	1256	228	1469	197	1616	65	2015	1311	63
N7176	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0
N7180	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N7182	4	0	0	0	24	0	21	2	0	97	0	0	165	58	0	4	0	15	0	4	42	0
N7185	4	2	20	23	8	8	14	6	8	7	4	4	4	2	55	14	2	4	9	8	2	2
N7186	4	0	5	0	1	2	8	6	0	2	6	0	2	6	17	7	0	2	8	4	0	0
N7187	0	1	0	2	2	0	0	0	1	0	4	0	0	1	2	3	1	0	5	0	0	0
N7188	0	0	2	0	0	0	4	2	0	0	2	0	0	0	2	3	1	0	0	0	2	1
N7189	0	0	2	2	1	3	2	0	0	0	0	0	3	3	4	1	1	0	2	2	0	0
N7190	1	2	0	0	0	6	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0
N7191	2	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	2
N7192	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	1
N7194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
N7197	0	0	0	6	10	0	0	0	2	0	0	0	0	0	0	4	2	0	2	0	0	10
N7199	2	1	2	0	3	0	0	2	0	2	0	0	1	1	2	3	1	0	3	6	0	0
N7200	0	0	0	3	4	0	1	2	0	0	6	0	0	0	0	0	0	0	4	0	0	2
N7202	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
N7204	3	11	7	6	3	0	3	13	1	4	2	2	7	16	3	3	1	6	4	0	2	0
N7205	0	0	2	1	0	0	1	3	0	5	0	0	0	0	2	1	0	4	2	2	0	3
N7209	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N7210	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N7211	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
N7213	0	0	0	0	0	2	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0
N7214	2	0	0	0	0	0	0	2	0	5	0	0	0	2	0	2	0	1	0	2	1	0
N7215	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
N7216	6	0	7	10	4	2	8	11	10	6	9	3	38	0	20	14	2	5	3	5	6	5
N7217	0	0	4	3	0	2	1	1	0	0	2	0	2	0	4	4	4	0	2	0	0	6
N7218	0	0	4	1	4	1	4	2	0	0	0	10	9	0	2	3	0	2	5	2	0	5
N7219	0	0	3	1	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0
N7220	2	1	0	1	3	0	2	0	2	0	1	2	0	0	0	0	0	0	0	2	0	0
N7221	2	0	3	0	18	0	4	8	0	2	0	4	4	5	0	2	0	9	2	2	2	0
N7222	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
N7224	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	3	0	2	2	0	0
N7227	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
N7228	4	0	0	1	0	2	8	4	0	4	0	0	4	40	0	13	0	12	0	2	0	1
N7229	2	3	4	0	22	2	4	8	0	2	0	0	4	4	1	6	8	9	4	15	10	0
N7230	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0
N7232	27	0	43	0	90	0	8	31	0	59	0	0	39	28	0	38	0	25	0	61	34	0
N7234	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
N7237	0	2	2	0	0	0	0	0	4	0	3	0	168	0	4	1	2	0	0	0	3	0
N7238	2	0	0	0	0	0	0	0	0	0	0	0	14	3	4	2	0	2	0	0	0	0
N7239	2	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0
N7240	0	0	0	0	2	0	0	3	0	2	0	0	4	2	0	0	0	2	0	6	0	0
N7242	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
N7244	24	0	3	0	22	0	14	24	0	23	0	0	18	31	0	38	0	41	0	28	16	0
N7245	0	0	0	4	0	1	0	0	0	0	2	1	0	0	0	8	6	6	0	0	0	0
N7246	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
N7250	1	0	0	0	0	0	2	1	0	0	0	4	0	2	0	0	2	2	0	0	0	0
N7252	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	26	0	5	0	10	5	0
N7253	4	0	0	0	0	0	0	4	0	4	0	2	4	1	0	6	0	19	0	2	2	0
N7254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
N7256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
N7257	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	2	0
N7258	0	0	0	0	2	0	0	0	0	6	0	2	12	2	0	6	0	0	0	4	4	0
N7262	49	2	0	0	33	0	42	67	0	75	0	0	109	30	0	91	1	193	0	20	241	0
N7263	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
N7264	13	0	0	0	0	0	2	2	0	10	0	1	11	7	0	8	0	4	0	2	11	0
N7265	2	0	0	0	7	0	6	7	0	16	0	0	12	7	0	12	0	8	0	15	10	0
N7266	8	0	0	0	11	0	2	12	0	7	0	0	10	7	0	26	0	24	0	26	43	0
N7267	4	0	0	0	2	0	2	4	0	2	0	0	2	1	0	10	0	9	0	2	12	0
N7268	44	0	4	0	22	0	4	44	0	58	0	0	100	40	2	21	0	35	0	25	33	0
N7269	0	0	0	0	0	0	2	3	0	4	0	0	0	5	0	2	0	4	0	2	0	0
N7270	19	0	2	0	18	0	10	19	0	36	0	0	45	21	0	37	0	59	0	9	37	1
N7271	19	0	10	2	10	0	6	30	0	17	1	2	42	27	6	22	0	40	0	10	63	0
N7272	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2
N7274	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
N7276	0	2	2	0	0	0	2	1	0	0	2	0	2	2	2	0	0	0	2	0	0	2
N7277	2	0	0	0	0	46	0	9	0	0	0	0	0	0	0	0	0	0	13	2	0	0
N7279	1	0	0	0	2	28	0	0	0	0	0	0	1	0	0	1	1	0	6	0	0	0
N7280	0	0	0	0	3	0	2	0	0	1	0	0	0	1	0	0	0	0	32	0	0	0
N7281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
N7284	10	0	0	0	15	0	5	9	2	24	0	0	28	37	0	4	0	22	0	16	22	1
N7285	10	0	0	0	8	0	2	6	0	11	0	0	13	15	0	2	0	2	0	6	12	0
N7286	36	0	28	0	65	161	16	49	0	78	0	0	61	32	0	2	0	2	0	30	6	0
N7287	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
N7288	152	0	0	0	2	2	0	0	0	0	0	0	0	6	0	24	0	6	0	0	18	0
N7289	25	0	4	2	14	52	0	6	0	10	0	0	8	12	0	2	0	8	0	10	6	0
