#FeatureID	FAME000001_good_out	FAME000002_good_out	FAME000003_good_out	FAME000004_good_out	FAME000005_good_out	FAME000006_good_out	FAME000007_good_out	FAME000008_good_out	FAME000009_good_out	FAME000010_good_out	FAME000011_good_out	FAME000012_good_out	FAME000013_good_out	FAME000014_good_out	FAME000015_good_out	FAME000016_good_out	FAME000017_good_out	FAME000018_good_out	FAME000019_good_out	FAME000020_good_out	FAME000022_good_out	FAME000023_good_out
N10000	9	0	2	13	22	0	6	4	10	6	1	1	14	24	10	20	4	12	0	8	12	4
N10001	22	1	30	29	85	77	33	39	17	57	49	0	52	33	0	70	22	49	2	41	45	1
N10003	6	21	11	42	16	8	23	12	36	21	6	8	14	13	69	12	25	12	77	12	6	24
N10004	11	10	6	14	6	6	16	9	26	4	1	6	0	10	18	18	16	6	43	11	2	13
N10005	0	1	0	0	2	0	0	0	1	0	2	3	0	0	0	0	0	2	2	0	1	1
N10006	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	4	2	2	0	0
N10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0
N10008	21256	17402	17467	13176	27519	17121	16894	23550	7740	25249	11882	10759475	18109	16850	1778	46637	534	53464	3779	57788	55646	405
N10009	4905	1936	8769	16632	13417	5649	6383	7446	1388	8916	4916	3274	9221	10542	5199	9176	1134	9495	3643	8569	7781	6147
N10011	109	0	176	4	235	13	21	103	1	104	5	7	103	208	2	126	0	85	2	113	86	2
N10012	376	302	1016	39	838	172	203	628	52	595	2480	1097	712	626	120	809	45	803	116	737	631	31
N10013	799	1151	1056	84	1449	849	376	994	101	1133	261	5488	1207	1535	5445	1557	57	1464	3751	1304	1062	187
N10014	7565	494	6816	42	14781	1589	3302	9588	70	12173	567	1121	12218	11054	227	13018	1197	11235	21521	10034	8618	174
N10015	30732	5306	32719	2234	52006	29113	29231	36617	1213	47830	12377	2801	47925	49241	14309	55189	6527	48351	12037	39473	39447	37673
N10021	0	0	0	2	2	1	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0
N10023	3	0	0	0	2	0	0	0	2	0	0	0	10	1	7	1	0	2	0	2	0	0
N10024	1	0	0	0	0	0	1	0	0	0	2	0	14	0	2	0	1	0	0	2	0	0
N10025	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
N10028	6	0	0	0	11	2	2	4	0	4	0	0	3	5	0	4	0	2	0	3	5	0
N10030	26	2	28	0	50	0	0	13	0	30	0	0	29	35	0	40	0	9	0	34	16	0
N10031	13	0	0	0	12	0	2	4	0	1	0	0	11	4	0	14	0	3	0	4	12	0
N10032	15	0	0	0	3	2	0	0	0	5	0	0	3	0	0	0	0	2	0	0	4	0
N10033	4	0	4	0	4	0	3	9	0	19	0	0	7	0	0	2	0	10	0	8	7	0
N10034	4	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	1	0
N10035	8	0	0	0	4	0	2	6	0	5	0	0	4	2	0	6	0	6	0	4	12	0
N10036	9	0	0	0	0	0	0	1	0	2	0	0	4	1	0	2	0	0	0	0	0	0
N10037	103	0	4	0	27	0	6	8	0	30	0	0	52	8	0	14	0	49	0	3	58	0
N10044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10045	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10050	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
N10052	67	0	0	0	18	0	16	46	0	33	0	2	58	12	2	26	0	79	0	24	93	0
N10053	157	0	0	0	36	0	34	57	0	77	2	0	147	35	0	74	0	155	0	11	240	2
N10058	0	0	0	2	4	4	2	2	1	2	9	4	6	2	0	6	2	2	0	2	2	4
N10059	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
N10060	2	0	2	0	2	0	2	2	0	0	1	0	4	0	0	0	0	7	0	5	4	0
N10063	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10068	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	4	0
N10069	0	0	2	0	1	0	2	1	1	1	4	2	1	1	1	2	0	0	3	6	1	1
N10070	5	17	25	12	7	6	7	7	9	2	10	2	15	16	9	2	3	3	10	1	0	4
N10071	135	0	10	0	71	0	34	107	0	163	0	0	221	156	1	65	2	111	2	73	65	0
N10072	380	129	310	50	717	398	204	413	41	537	168	14	485	473	100	307	37	415	47	257	308	46
N10076	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N10077	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10078	0	0	0	0	2	5	0	0	0	0	0	0	1	0	0	3	0	0	0	2	1	0
N10079	429	1	124	2	401	0	72	302	0	324	0	0	278	252	1	272	0	242	0	273	293	0
N10081	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
N10083	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	3	2	5	1	4	0	0
N10084	4	0	0	0	8	0	4	2	0	10	0	0	4	4	0	8	0	2	0	2	8	0
N10085	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	4	0	0	1	0
N10086	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	1	0
N1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
N10091	3362	10	275	6	3049	14	1468	8839	2	9630	17	2	13407	7874	21	833	10	3001	14	785	8382	11
N10092	318	2	160	2	646	10	345	173	7	1698	4	14	3073	817	6	310	2	578	5	194	1647	5
N10093	1126	15	161	5	3080	10	1426	556	7	6022	10	10	14258	2843	36	756	8	2275	7	620	6372	7
N10094	6	1	2	8	14	32	16	5	12	8	5	0	14	21	17	26	8	10	4	17	17	4
N10096	6	3	4	1	14	12	4	11	2	14	8	12	10	24	2	15	0	12	4	22	8	0
N10097	9	3	29	2	61	12	11	17	4	27	10	17	50	30	2	30	0	26	14	36	17	0
N10098	2	9	5	24	18	4	13	2	18	8	0	3	5	4	22	15	8	11	37	4	4	7
N10099	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10101	1959	1787	3553	710	4112	2567	1238	3443	248	3485	1303	1497	3327	7335	1591	8133	834	6320	3017	8654	3299	404
N10102	5308	1372	1826	518	13637	1555	1299	3915	392	8472	855	1183	3949	7436	981	84546	653	65094	1021	25759	28453	395
N10103	193	9	652	14	149	13	20	380	10	193	6	6	143	87	8	163	9	1147	6	488	140	3
N10105	1549	1381	1041	32	2007	346	491	1463	18	1547	1373	80	1717	1888	1364	2058	17	1928	30	1850	1666	26
N10108	11048	25656	19042	6111	28049	26818	8367	16757	4040	20140	17951	4105	19723	25627	14336	26484	4088	31666	11183	25128	19863	2994
N10109	6720	5611	9483	350	13630	13530	3337	9149	386	11698	7151	2115	11118	13426	10672	12984	10158	13071	3178	11785	8105	436
N10114	5	4	4	0	5	0	2	0	2	0	0	4	2	0	0	0	6	6	0	2	0	1
N10116	0	0	0	0	0	1	2	0	2	0	0	0	1	1	3	0	0	0	3	1	0	0
N10117	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0
N10118	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
N10120	120	0	27	0	169	4	13	21	0	34	0	0	47	47	0	6	0	46	0	63	49	0
N10121	143	0	17	0	166	0	5	36	0	59	0	0	72	53	0	21	0	45	0	70	96	0
N10122	57	0	3	0	8	0	0	9	0	13	0	0	25	10	0	0	0	2	0	0	8	0
N10123	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
N10124	6	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	1	0
N10125	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0
N10131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
N10132	21	0	5	0	38	0	17	33	0	29	0	0	24	24	0	20	0	17	0	14	17	0
N10139	179	2	4	0	36	0	46	104	0	106	0	0	156	38	1	71	0	228	0	52	262	2
N10140	40	0	0	0	6	0	10	6	0	21	0	0	36	4	0	22	0	56	0	3	53	0
N10141	290	1	2	0	53	0	58	127	0	99	1	2	205	28	2	105	2	283	0	55	425	4
N10150	0	0	0	0	0	0	1	3	0	4	1	0	5	2	0	6	0	9	0	4	16	0
N10154	9	0	7	3	18	1	12	13	0	44	2	0	105	55	1	29	2	24	4	23	21	0
N10155	5	0	1	0	3	0	0	1	2	3	0	0	1	0	4	2	5	1	0	2	3	0
N10156	7	3	1	11	3	10	0	0	2	5	2	3	4	5	3	4	4	0	0	2	0	2
N10157	7	0	5	12	4	10	6	0	0	3	5	4	0	7	9	3	3	5	2	7	0	3
N10159	0	3	1	7	0	7	5	2	4	1	2	2	1	2	10	6	3	4	0	1	0	0
N10160	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
N10161	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
N10163	1	0	0	0	8	0	4	13	0	10	0	0	4	1	0	11	0	11	0	7	12	0
N10165	1	0	0	0	1	0	2	4	0	2	0	0	0	1	0	0	1	2	0	11	4	0
N10166	1	1	5	2	3	0	3	1	1	0	0	2	0	1	0	4	4	2	2	3	0	0
N10167	1	0	0	0	4	0	0	3	0	2	0	0	3	0	1	4	2	0	0	3	4	0
N10168	0	0	4	0	0	0	2	0	4	0	0	4	6	2	2	0	0	2	1	1	0	2
N10169	8	0	0	0	0	0	0	2	0	8	0	0	6	2	0	4	0	6	0	4	1	0
N10173	1943	10	150	7	4290	7	1864	758	5	5400	3	4	12180	2224	19	1516	21	3850	8	951	10912	12
N10174	14	1	27	0	30	0	2	12	0	39	0	2	51	26	0	27	0	27	0	52	19	0
N10175	22	7	11	47	70	71	34	53	32	92	43	0	65	63	0	72	25	79	2	66	46	0
N10177	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10179	0	0	0	0	2	0	2	2	1	0	0	4	0	2	0	2	0	0	0	3	0	1
N10180	15389	4255	33578	498	94599	5680	3769	9867	711	11428	2991	1012	10494	19973	4117	52864	615	43984	4594	42410	39596	488
N10181	329	303	551	92	585	102	166	567	106	707	63	109	587	575	32	988	97	1007	10843	1182	711	21
N10182	628	10	476	2	1448	8	134	618	1	858	4	52	677	683	2	749	4	754	9	815	793	22
N10183	1939	3888	1915	1059	4228	2508	994	2189	536	2532	1437	5109	2514	3558	2510	2693	3321	2947	4784	2373	2055	3042
N10184	2209	4407	4338	416	5092	4087	2839	3187	762	3966	1520	9555	4330	5073	1953	4310	271	4391	1443	3946	3166	2855
N10186	1890	1972	2476	2216	4751	409	1297	2770	2696	3451	580	54	2980	3844	1062	2927	2822	2743	265	2842	2386	3121
N10187	2	0	1	0	2	5	0	4	1	2	3	0	2	0	2	1	2	4	4	2	0	2
N10193	0	0	2	0	6	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0
N10194	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	2
N10195	0	1	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2
N10198	1	0	0	0	4	2	0	0	0	4	0	0	3	2	0	0	0	0	0	6	2	0
N10199	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
N10200	104	0	10	0	166	0	8	12	0	26	0	0	50	51	0	13	0	24	0	55	33	0
N10201	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0
N10202	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
N10207	558	4	10	0	101	2	133	257	2	194	0	2	357	59	0	187	0	547	0	70	702	2
N10208	10	0	0	0	8	14	2	2	0	6	4	0	7	2	2	4	2	26	0	0	10	6
N10209	331	33	8	4	391	371	3	1	4	9	39	19	216	46	7	1	332	278	4	2	6	23
N10210	0	0	0	0	0	2	0	0	0	2	4	0	3	0	0	0	0	3	0	0	0	4
N10212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
N10215	7	0	0	0	4	0	10	3	0	9	0	0	15	16	0	19	0	23	0	21	21	0
N10217	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
N10218	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
N10220	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
N10221	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
N10223	12	4	9	9	5	9	5	6	2	5	1	6	4	6	14	5	8	10	4	2	2	2
N10224	1	6	7	4	2	12	4	3	6	4	1	1	0	0	1	5	2	7	4	3	7	0
N10225	2	10	8	3	9	10	5	5	5	1	0	2	7	2	4	5	5	4	0	0	6	0
N10226	2	7	12	2	8	11	1	9	6	6	5	6	7	6	7	1	5	2	3	4	1	2
N10227	7	0	8	2	4	3	5	4	6	2	0	3	7	2	2	8	4	3	1	1	0	0
N10228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
N10239	2037	49	341	15	5552	63	3002	1178	11	12280	32	8	23982	5449	3133	1793	24	4966	9	1173	16790	28
N10240	3	3	3	11	11	8	5	21	7	5	0	0	9	19	8	9	2	10	2	8	4	3
N10241	19	2	25	94	70	207	76	61	103	61	81	8	82	94	5	81	50	68	26	62	54	0
N10242	221	0	494	10	608	10	161	394	1	434	5	0	379	392	0	474	0	414	2	406	370	1
N10243	0	0	0	0	0	0	1	0	1	1	0	4	0	0	1	0	0	0	0	1	0	0
N10244	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
N10245	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
N10247	1331	720	3641	721	2839	954	937	1894	138	2035	247	5726	2024	3302	265	5136	205	6668	627	5670	3042	170
N10248	269	2	269	0	712	18	86	325	0	424	0	31	372	377	6	355	0	409	10	418	259	0
N10249	2657	891	4487	197	5333	3272	1264	3455	86	4755	3310	4373	4475	4902	4356	5691	276	7482	5785	7349	9072	467
N10251	95	111	40	21	128	38	42	81	24	83	114	7	98	106	15	76	20	128	114	92	90	10
N10253	19041	14818	30883	26340	26616	26423	12151	56519	1481	44823	7911	537	46088	41038	14977	42034	6275	51718	18000	68337	26418	4078
N10254	4009	8926	7968	1464	10649	6268	2759	6479	1485	7789	3191	31	7709	11047	19592	9029	2386	9260	5310	9095	6091	2252
N10257	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
N10258	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	3	0	3
N10259	0	0	2	23	2	2	0	0	0	1	6	2	1	0	13	8	0	0	2	2	0	0
N10260	2	0	1	0	9	2	16	2	0	0	10	4	4	0	13	0	0	1	5	3	0	12
N10263	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N10266	203	0	23	0	296	8	38	73	0	123	0	0	62	120	0	23	0	33	0	137	90	2
N10267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
N10271	6	3	0	1	4	16	1	2	0	4	6	2	4	2	0	4	2	16	0	0	4	8
N10272	4	2	0	0	4	14	0	2	0	0	7	3	0	0	2	4	2	19	0	0	8	4
N10273	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2
N10274	2	0	0	0	2	2	0	2	0	0	8	0	0	2	0	0	0	5	2	0	6	6
N10278	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
N10280	0	0	0	0	4	0	0	4	0	3	0	0	2	1	0	3	0	7	0	4	4	0
N10283	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
N10285	6	0	4	0	8	0	6	11	0	27	0	0	71	30	2	20	0	23	0	20	49	0
N10286	4	11	16	0	15	12	8	8	15	13	4	6	6	12	28	12	4	10	7	5	1	5
N10290	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
N10292	0	0	1	0	5	2	0	3	0	2	0	0	2	3	0	2	0	1	1	0	3	0
N10296	1518	404	1964	8	3127	10	1228	2915	4	3938	4	4	4388	3597	21	5298	16	5420	8	5368	4341	8
N10298	397	4	330	4	759	8	169	555	4	706	2	2	614	784	0	429	5	515	0	425	479	0
N10299	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0
N10301	4	0	76	0	112	0	2	8	0	5	0	0	10	55	0	17	0	9	0	4	3	0
N10304	39	4	12	36	44	114	40	23	51	28	35	0	37	48	32	33	33	39	3	24	31	7
N10305	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10307	237	6	192	0	577	9	57	221	1	345	0	5	267	250	0	294	0	283	11	320	225	0
N10308	556	546	1104	1680	1268	694	1219	713	1820	946	641	57	969	1186	2126	1077	2431	1083	1360	984	754	1167
N10309	7499	19806	11470	812	15510	3111	5133	9801	757	12696	4080	6278	11527	14129	8615	12125	1261	13400	6170	11388	9615	2582
N10311	419	12	617	22	886	306	186	559	27	736	21	11	844	743	44	687	22	698	822	656	513	15
N10312	766	432	1317	190	2277	2677	501	1313	201	1794	2873	12	1721	1962	2029	1576	178	1775	472	1467	1334	140
N10313	1080	2225	1802	1383	2367	6180	2724	1604	1896	2074	2687	172	2032	2581	2975	2100	1344	2124	5032	1801	1601	1331
N10314	17274	32690	28700	5034	50421	27846	14069	30035	721	36618	86207	204	32867	42288	25010	31741	10036	30668	10843	27155	24819	26159
N10318	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	6	1	0	4	0	0	2
N10319	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	4	2	2	1	0	2
N10320	0	0	1	2	3	0	2	0	0	0	4	0	0	2	4	2	0	0	3	4	3	5
N10321	0	0	0	0	2	2	0	1	2	4	0	0	1	1	0	2	0	0	0	4	0	0
N10322	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N10323	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
N10324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
N10325	18	1	20	3	10	40	1	3	0	4	16	14	13	0	32	6	5	31	0	0	7	10
N10326	50	0	5	4	10	20	0	0	0	2	44	11	29	3	5	0	11	16	0	0	2	27
N10328	0	0	0	0	0	0	0	0	0	0	4	0	1	3	0	0	2	7	0	0	0	0
N10329	71	0	0	0	29	0	15	35	0	29	0	0	91	36	0	159	0	393	0	95	877	0
N10330	6	0	0	0	2	6	0	0	0	2	2	0	4	0	0	0	0	8	0	1	4	0
N10332	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
N10333	14	0	0	0	19	0	15	34	0	67	0	0	54	57	2	71	0	103	0	79	61	0
N10334	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
N10335	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0
N10336	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
N10341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
N10342	6	8	16	19	5	14	16	4	7	10	15	8	9	2	23	16	2	5	0	6	14	8
N10343	0	6	6	2	2	3	11	2	2	2	4	4	2	1	2	8	4	4	8	4	7	2
N10346	1	0	0	0	0	0	0	1	0	2	0	0	3	3	0	0	0	1	0	0	0	0
N10347	2	1	5	0	7	0	3	18	0	11	0	0	6	10	0	5	0	8	0	2	3	0
N10349	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	3	0	0
N10350	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
N10351	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	1	0
N10352	2	0	0	0	2	0	0	2	0	1	0	0	2	0	1	1	0	0	0	0	2	0
N10353	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
N10356	9	0	0	1	8	0	3	5	0	22	0	0	11	16	0	29	0	15	0	21	14	0
N10358	0	0	0	0	0	0	2	0	0	4	23	0	4	2	0	0	0	3	0	6	2	0
N10359	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0
N10365	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
N10366	0	0	0	0	0	2	2	0	0	0	0	2	0	0	1	1	0	2	0	0	0	0
N10368	113	10	99	15	277	23	51	131	14	192	13	97	143	173	28	206	20	158	31	164	90	4
N10369	5277	2864	13328	807	14056	22163	3738	7569	301	9341	4235	6719	9192	11960	5984	12694	333	13997	11213	14053	16095	1474
N10370	4992	1597	7633	604	10961	9641	16739	6710	92	8330	6809	1090	8024	8911	1245	8025	139	8343	7557	6614	6651	864
N10371	5205	9743	7231	2344	12928	9128	6496	7046	1685	8875	12061	5436	8645	9802	3232	9571	1345	9569	7866	7999	7245	1043
N10372	1671	318	4500	65	3726	105	1089	2530	412	2963	152	38	3105	3204	113	3865	383	4624	231	3303	2628	67
N10373	2802	3399	5652	4270	5818	3759	6163	3879	2332	4383	6223	249	4606	5345	6112	5215	2466	5155	11834	5694	3833	2809
N10374	2482	1836	4361	2663	5472	6668	1428	3608	318	4594	3377	800	4741	4999	2901	4611	471	4436	2652	4088	3414	578
N10375	42458	24380	50025	2402	90640	78222	27072	57002	2149	65186	54314	359	61684	74472	33189	62645	11951	64267	17030	65800	50544	100001
N10376	23261	14479	27921	2600	51437	41951	15703	45360	2752	43666	28452	172	60259	57333	37688	75675	22755	69742	3537	171553	31439	3568
N10380	0	2	0	2	0	1	6	0	0	0	2	0	0	4	0	4	3	0	4	0	1	0
N10381	0	0	0	5	0	0	0	0	2	0	0	3	3	0	2	0	2	0	2	1	0	2
N10382	0	2	4	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0
N10383	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10384	3195	159	272	79	632	1539	18	22	18	27	1513	679	2206	151	284	77	600	1205	21	17	15	1068
N10385	40	3	104	19	153	35	5	52	1	46	450	13	32	75	1	42	78	63	1	48	38	331
N10386	1	0	0	50	7	40	0	2	2	2	38	4	3	0	0	35	24	20	0	0	0	35
N10387	2	0	0	0	0	10	0	0	0	4	6	9	4	2	0	2	9	16	0	0	8	7
N10388	1	2	0	0	2	5	2	0	0	2	6	1	0	0	0	3	2	1	0	0	4	11
N10390	0	0	2	0	0	0	0	2	0	4	0	0	2	2	0	2	0	29	0	0	10	0
N10391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
N10393	4	0	6	0	8	2	0	4	0	10	0	0	4	5	0	0	0	1	0	1	4	0
N10395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
N10396	1	0	1	0	2	0	1	0	0	0	0	0	1	0	0	2	3	3	0	1	1	0
N10398	6	13	12	6	11	12	8	5	0	13	4	6	3	13	13	11	5	6	10	2	2	6
N10402	1	0	0	0	4	0	0	1	0	7	0	0	3	5	2	1	0	2	0	7	5	0
N10403	0	0	0	0	2	0	6	2	2	0	0	0	0	0	2	0	0	0	4	2	0	0
N10404	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
N10405	0	0	0	0	1	0	0	2	0	2	0	0	4	0	2	0	0	1	0	4	2	0
N10406	4	1	0	0	3	0	0	5	2	10	0	0	2	3	13	6	0	0	0	5	7	0
N10407	2	0	0	0	0	2	2	2	0	4	0	0	3	5	0	3	0	5	1	8	12	0
N10408	3	0	0	0	1	4	0	1	0	3	0	0	3	2	0	2	0	9	0	0	4	0
N10409	0	0	2	0	0	0	0	3	0	0	0	0	1	1	0	4	0	0	0	0	3	0
N10410	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	2	2	1	2	0
N10411	0	0	0	0	0	0	0	0	0	2	0	0	2	4	3	4	0	3	0	4	5	0
N10412	1	0	0	0	1	0	9	9	1	23	0	0	34	18	2	10	1	9	0	12	16	0
N10413	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
N10415	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N10420	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
N10421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
N10422	173	2	95	3	303	8	52	156	0	199	2	36	153	189	3	227	0	189	12	192	113	0
N10423	164498	68995	133743	8215	484548	111631	115371	344665	6186	305528	43842	4699	343449	355611	46540	303713	10488	336171	41870	390938	169591	34515
N10424	654572	496190	1654125	11083543	835450	413165	6970108	678774	11605992	914685	291853	16509	1022216	2288044	9158407	1849996	11997075	1573825	13725494	1133520	928282	7953164
N10425	882071	1247858	1758990	51452	2576019	6693140	567846	1904988	34667	2274201	5764453	9823	2150132	2621902	417815	1858087	60439	2108756	152661	1343927	1272269	77282
N10429	2	0	3	1	0	0	2	0	0	0	0	0	5	0	2	2	0	0	7	4	1	0
N10430	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
N10431	1	0	2	4	0	2	0	0	0	2	2	0	1	0	0	2	0	2	0	0	0	4
N10432	4	0	4	2	4	8	0	0	0	7	0	5	6	3	0	0	4	4	0	0	10	0
N10433	2	0	0	0	0	0	2	0	0	0	0	0	0	1	2	2	0	3	0	2	5	2
N10434	1	2	0	0	0	4	0	0	0	0	1	2	0	2	0	4	0	0	0	0	0	1
N10435	2	0	0	0	0	0	5	6	0	8	0	0	10	6	0	6	0	14	0	6	14	0
N10436	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N10442	0	0	2	0	3	0	0	0	0	1	0	0	4	1	2	0	2	6	0	0	0	0
N10443	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0
N10444	1	0	1	0	7	2	1	13	0	7	0	0	8	8	0	7	0	6	0	11	4	0
N10445	8	0	1	0	7	2	8	7	3	25	0	0	24	8	2	3	0	17	0	14	16	0
N10446	0	0	0	1	1	0	0	0	0	3	0	0	1	2	4	3	0	1	0	0	2	0
N10447	7	0	7	0	13	0	5	13	0	27	0	0	17	15	0	10	0	12	0	6	14	0
N10448	2	0	3	0	10	0	7	7	0	16	0	1	6	5	0	5	0	3	3	7	0	0
N10449	1	5	2	2	1	0	0	1	3	1	3	1	1	0	2	2	0	1	1	5	5	2
N10455	91	5	61	0	138	4	28	95	1	140	0	20	126	111	0	125	0	165	9	123	83	0
N10458	38256	13386	77486	1624	77163	33322	17248	52532	1761	66260	17318	786	59450	76160	12181	78150	1614	76193	6346	74602	51463	1230
N10459	56286	845	108946	178	100475	1203	8196	57390	137	55965	310	76	38545	67651	465	82753	229	68184	232	63083	53959	124
N10460	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	4	1	0	1	0	0	0
N10461	0	0	0	6	6	4	0	0	0	0	5	0	1	2	0	18	8	6	0	2	1	6
N10462	109	3	43	19	98	47	0	3	3	277	11	4	82	6	62	13	52	34	1	1	208	17
